m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-v1
residual-manifest-bytes	13269
residual-manifest-sha256	ed2f787c0a10ecb5663479db61446ce36bfb5d75cc39bb3f48e2bb8cddf79706
residual-hash-ledger-bytes	17655
residual-hash-ledger-sha256	785268882c06117261f99ab6efabd4e4d61ce9565dc5c87a08273ed47607c96a
residual-producer-bytes	10609
residual-producer-sha256	b4359639f46a2eff5a99a41b43f268d02af17749a88187d81cc31a69b31c8d52
residual-checker-bytes	12276
residual-checker-sha256	53d9e62e6fd4c99a9891785f50242087a630fe9ef9dafba82d15db722f5cbe8e
coordinate-certificates-bytes	9990
coordinate-certificates-sha256	19d3d8e1a3f5e11545ae6095b1cc74b674512d59b12f2212d19c34fbb9b976f3
positive-gain-certificates-bytes	3687
positive-gain-certificates-sha256	ab44c6fccf70dc5bae6b30b82f9e3983fe9c065b82d8301db3fc76bac13e5b59
no-gain-certificates-bytes	26475
no-gain-certificates-sha256	f780c44424d7925b3b2a1e3d7ee1cbc757a7fc0b1daf14264d9699cc9d1532ec
witness-orbit-certificates-bytes	6987
witness-orbit-certificates-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
state-certificates-bytes	5030
state-certificates-sha256	037a4a6e51ef5cd76dc070bd461481ef90ac5520a875c0a96973c60f991172c7
residual-leaves	153
memberships	1382
split	one CNF per residual membership with a positive unit selecting its exact parent
selector-cover	for each residual leaf, all parent selectors exactly once
selector-disjoint	distinct guarded parent hole projections are incompatible
selector-exhaustive	the residual leaf parent-selector ALO supplies at least one selector
proof-status	scout-only; no LRAT generated or committed
columns	membership-ordinal,key,residual-leaf-ordinal,residual-key,parent-ordinal,accepted-ordinal,cover-index,parent-fingerprint,selector,variables,clauses
1218	r136-o39-w04-c16-p06-a30098	136	o39-w04-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1219	r136-o39-w04-c16-p07-a30101	136	o39-w04-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1220	r136-o39-w04-c16-p08-a41947	136	o39-w04-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1221	r136-o39-w04-c16-p09-a42075	136	o39-w04-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1222	r137-o39-w05-c16-p00-a23728	137	o39-w05-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1223	r137-o39-w05-c16-p01-a23737	137	o39-w05-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1224	r137-o39-w05-c16-p02-a24899	137	o39-w05-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1225	r137-o39-w05-c16-p03-a24952	137	o39-w05-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1226	r137-o39-w05-c16-p04-a24958	137	o39-w05-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1227	r137-o39-w05-c16-p05-a29966	137	o39-w05-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1228	r137-o39-w05-c16-p06-a30098	137	o39-w05-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1229	r137-o39-w05-c16-p07-a30101	137	o39-w05-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1230	r137-o39-w05-c16-p08-a41947	137	o39-w05-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1231	r137-o39-w05-c16-p09-a42075	137	o39-w05-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1232	r138-o39-w06-c16-p00-a23728	138	o39-w06-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1233	r138-o39-w06-c16-p01-a23737	138	o39-w06-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1234	r138-o39-w06-c16-p02-a24899	138	o39-w06-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1235	r138-o39-w06-c16-p03-a24952	138	o39-w06-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1236	r138-o39-w06-c16-p04-a24958	138	o39-w06-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1237	r138-o39-w06-c16-p05-a29966	138	o39-w06-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1238	r138-o39-w06-c16-p06-a30098	138	o39-w06-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1239	r138-o39-w06-c16-p07-a30101	138	o39-w06-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1240	r138-o39-w06-c16-p08-a41947	138	o39-w06-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1241	r138-o39-w06-c16-p09-a42075	138	o39-w06-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1242	r139-o40-w00-c16-p00-a23728	139	o40-w00-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1243	r139-o40-w00-c16-p01-a23737	139	o40-w00-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1244	r139-o40-w00-c16-p02-a24899	139	o40-w00-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1245	r139-o40-w00-c16-p03-a24952	139	o40-w00-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1246	r139-o40-w00-c16-p04-a24958	139	o40-w00-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1247	r139-o40-w00-c16-p05-a29966	139	o40-w00-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1248	r139-o40-w00-c16-p06-a30098	139	o40-w00-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1249	r139-o40-w00-c16-p07-a30101	139	o40-w00-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1250	r139-o40-w00-c16-p08-a41947	139	o40-w00-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1251	r139-o40-w00-c16-p09-a42075	139	o40-w00-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1252	r140-o40-w00-c17-p00-a23728	140	o40-w00-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1253	r140-o40-w00-c17-p01-a23737	140	o40-w00-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1254	r140-o40-w00-c17-p02-a24899	140	o40-w00-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1255	r140-o40-w00-c17-p03-a24952	140	o40-w00-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1256	r140-o40-w00-c17-p04-a24958	140	o40-w00-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1257	r140-o40-w00-c17-p05-a29966	140	o40-w00-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1258	r140-o40-w00-c17-p06-a30098	140	o40-w00-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1259	r140-o40-w00-c17-p07-a30101	140	o40-w00-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1260	r140-o40-w00-c17-p08-a41947	140	o40-w00-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1261	r140-o40-w00-c17-p09-a42075	140	o40-w00-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1262	r141-o40-w01-c16-p00-a23728	141	o40-w01-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1263	r141-o40-w01-c16-p01-a23737	141	o40-w01-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1264	r141-o40-w01-c16-p02-a24899	141	o40-w01-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1265	r141-o40-w01-c16-p03-a24952	141	o40-w01-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1266	r141-o40-w01-c16-p04-a24958	141	o40-w01-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1267	r141-o40-w01-c16-p05-a29966	141	o40-w01-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1268	r141-o40-w01-c16-p06-a30098	141	o40-w01-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1269	r141-o40-w01-c16-p07-a30101	141	o40-w01-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1270	r141-o40-w01-c16-p08-a41947	141	o40-w01-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1271	r141-o40-w01-c16-p09-a42075	141	o40-w01-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1272	r142-o40-w01-c17-p00-a23728	142	o40-w01-c17	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1273	r142-o40-w01-c17-p01-a23737	142	o40-w01-c17	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1274	r142-o40-w01-c17-p02-a24899	142	o40-w01-c17	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1275	r142-o40-w01-c17-p03-a24952	142	o40-w01-c17	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1276	r142-o40-w01-c17-p04-a24958	142	o40-w01-c17	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1277	r142-o40-w01-c17-p05-a29966	142	o40-w01-c17	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1278	r142-o40-w01-c17-p06-a30098	142	o40-w01-c17	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1279	r142-o40-w01-c17-p07-a30101	142	o40-w01-c17	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1280	r142-o40-w01-c17-p08-a41947	142	o40-w01-c17	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1281	r142-o40-w01-c17-p09-a42075	142	o40-w01-c17	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1282	r143-o40-w02-c16-p00-a23728	143	o40-w02-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1283	r143-o40-w02-c16-p01-a23737	143	o40-w02-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1284	r143-o40-w02-c16-p02-a24899	143	o40-w02-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1285	r143-o40-w02-c16-p03-a24952	143	o40-w02-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1286	r143-o40-w02-c16-p04-a24958	143	o40-w02-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1287	r143-o40-w02-c16-p05-a29966	143	o40-w02-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1288	r143-o40-w02-c16-p06-a30098	143	o40-w02-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1289	r143-o40-w02-c16-p07-a30101	143	o40-w02-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1290	r143-o40-w02-c16-p08-a41947	143	o40-w02-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1291	r143-o40-w02-c16-p09-a42075	143	o40-w02-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1292	r144-o40-w03-c16-p00-a23728	144	o40-w03-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1293	r144-o40-w03-c16-p01-a23737	144	o40-w03-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1294	r144-o40-w03-c16-p02-a24899	144	o40-w03-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1295	r144-o40-w03-c16-p03-a24952	144	o40-w03-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1296	r144-o40-w03-c16-p04-a24958	144	o40-w03-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1297	r144-o40-w03-c16-p05-a29966	144	o40-w03-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1298	r144-o40-w03-c16-p06-a30098	144	o40-w03-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1299	r144-o40-w03-c16-p07-a30101	144	o40-w03-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1300	r144-o40-w03-c16-p08-a41947	144	o40-w03-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1301	r144-o40-w03-c16-p09-a42075	144	o40-w03-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1302	r145-o40-w04-c16-p00-a23728	145	o40-w04-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1303	r145-o40-w04-c16-p01-a23737	145	o40-w04-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1304	r145-o40-w04-c16-p02-a24899	145	o40-w04-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1305	r145-o40-w04-c16-p03-a24952	145	o40-w04-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1306	r145-o40-w04-c16-p04-a24958	145	o40-w04-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1307	r145-o40-w04-c16-p05-a29966	145	o40-w04-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1308	r145-o40-w04-c16-p06-a30098	145	o40-w04-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1309	r145-o40-w04-c16-p07-a30101	145	o40-w04-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1310	r145-o40-w04-c16-p08-a41947	145	o40-w04-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1311	r145-o40-w04-c16-p09-a42075	145	o40-w04-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1312	r146-o40-w05-c16-p00-a23728	146	o40-w05-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1313	r146-o40-w05-c16-p01-a23737	146	o40-w05-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1314	r146-o40-w05-c16-p02-a24899	146	o40-w05-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1315	r146-o40-w05-c16-p03-a24952	146	o40-w05-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1316	r146-o40-w05-c16-p04-a24958	146	o40-w05-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1317	r146-o40-w05-c16-p05-a29966	146	o40-w05-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1318	r146-o40-w05-c16-p06-a30098	146	o40-w05-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1319	r146-o40-w05-c16-p07-a30101	146	o40-w05-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1320	r146-o40-w05-c16-p08-a41947	146	o40-w05-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1321	r146-o40-w05-c16-p09-a42075	146	o40-w05-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1322	r147-o40-w06-c16-p00-a23728	147	o40-w06-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1323	r147-o40-w06-c16-p01-a23737	147	o40-w06-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1324	r147-o40-w06-c16-p02-a24899	147	o40-w06-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1325	r147-o40-w06-c16-p03-a24952	147	o40-w06-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1326	r147-o40-w06-c16-p04-a24958	147	o40-w06-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1327	r147-o40-w06-c16-p05-a29966	147	o40-w06-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1328	r147-o40-w06-c16-p06-a30098	147	o40-w06-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1329	r147-o40-w06-c16-p07-a30101	147	o40-w06-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1330	r147-o40-w06-c16-p08-a41947	147	o40-w06-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1331	r147-o40-w06-c16-p09-a42075	147	o40-w06-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1332	r148-o41-w00-c16-p00-a23728	148	o41-w00-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1333	r148-o41-w00-c16-p01-a23737	148	o41-w00-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1334	r148-o41-w00-c16-p02-a24899	148	o41-w00-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1335	r148-o41-w00-c16-p03-a24952	148	o41-w00-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1336	r148-o41-w00-c16-p04-a24958	148	o41-w00-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1337	r148-o41-w00-c16-p05-a29966	148	o41-w00-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1338	r148-o41-w00-c16-p06-a30098	148	o41-w00-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1339	r148-o41-w00-c16-p07-a30101	148	o41-w00-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1340	r148-o41-w00-c16-p08-a41947	148	o41-w00-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1341	r148-o41-w00-c16-p09-a42075	148	o41-w00-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1342	r149-o41-w01-c16-p00-a23728	149	o41-w01-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1343	r149-o41-w01-c16-p01-a23737	149	o41-w01-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1344	r149-o41-w01-c16-p02-a24899	149	o41-w01-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1345	r149-o41-w01-c16-p03-a24952	149	o41-w01-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1346	r149-o41-w01-c16-p04-a24958	149	o41-w01-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1347	r149-o41-w01-c16-p05-a29966	149	o41-w01-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1348	r149-o41-w01-c16-p06-a30098	149	o41-w01-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
1349	r149-o41-w01-c16-p07-a30101	149	o41-w01-c16	07	30101	121663	32fb30d3005541da8f6dfb68a3cc60fc526e05a7f3669e19c22d8d96c6e6e78f	23624	23626	144281
1350	r149-o41-w01-c16-p08-a41947	149	o41-w01-c16	08	41947	138180	fbc2cdca6b5102b9b1585e13a7a612b2a332d8c8541a50d9b66e4c4c6c4bbc81	23625	23626	144281
1351	r149-o41-w01-c16-p09-a42075	149	o41-w01-c16	09	42075	138397	fcdb16ceedecce59785fce9be76a95de4d2eef7d473bc90285525fdcb5f208e4	23626	23626	144281
1352	r150-o41-w02-c16-p00-a23728	150	o41-w02-c16	00	23728	112443	263170118d1245115dfbe863827d232189d62b936ddedabd0f642949eb985ae8	23617	23626	144281
1353	r150-o41-w02-c16-p01-a23737	150	o41-w02-c16	01	23737	112460	eb0f23b74e283a276d24da07021302bc11c7a2be8655eae68b42c3889bf4440d	23618	23626	144281
1354	r150-o41-w02-c16-p02-a24899	150	o41-w02-c16	02	24899	114188	c237c4a867b58a2498dd91da1e297c103f503dae5ea8a1f4122b873667118c32	23619	23626	144281
1355	r150-o41-w02-c16-p03-a24952	150	o41-w02-c16	03	24952	114264	3b349e4ef68e589eabf8d6fa66923aa52c1e2a6ebe641abeab596b78c9305e2a	23620	23626	144281
1356	r150-o41-w02-c16-p04-a24958	150	o41-w02-c16	04	24958	114275	2081fdd90efcf821c9274ce275463b80dde197a04e60c5068be2c19a5b19272b	23621	23626	144281
1357	r150-o41-w02-c16-p05-a29966	150	o41-w02-c16	05	29966	121458	6d649828def0bfdc6d253fed40b6d3fb09a5a658b0c62673189b5f81e7d825b1	23622	23626	144281
1358	r150-o41-w02-c16-p06-a30098	150	o41-w02-c16	06	30098	121657	0f4a1c160d47b421797611b7a315d2b149b22b4e1d3792225262e43623b9a917	23623	23626	144281
