m6-b7-l6-early-c-certificate-residual-exact-pair-singleton-parent-hashes-v1
manifest-bytes	13571
manifest-sha256	5e77f1ffd5653ed7c2897db877836500667c090ba37699549f99a48dbb3197d7
memberships	101
columns	membership,key,cell,parent,variables,clauses,cnf-bytes,cnf-sha256
082	c017-o54-i09-p05	017	05	23626	144350	10403455	0dbace292e226ba46cd4103ede8bd4144649c66387a6dea619a62e1ea100d7d2
083	c017-o54-i09-p06	017	06	23626	144350	10403455	84f1d3a073b87fb7a280c668393b58326f6ec165cd28b36b7e064b2509c0dfc3
084	c017-o54-i09-p07	017	07	23626	144350	10403455	58239bb03835cbfc5c0d2d1ecda12bb9088cf306f64c515ec8768f4cecd155d6
085	c017-o54-i09-p08	017	08	23626	144350	10403455	39d26eed472089e65929ea281e5746b772527939deac8663fea9023c912077c0
086	c017-o54-i09-p09	017	09	23626	144350	10403455	f2adfe928621ad426a77edca61d0ea61317219f40deb9a91677c097d41c450ef
087	c018-o54-i13-p00	018	00	23626	144344	10403373	3c4eaa775567fd9048290a763aadd2bb0067cbf18f13739b0855d33cd52427f3
088	c018-o54-i13-p01	018	01	23626	144344	10403373	77d99e9bebb09e0a81bce4481418184494de9ec6d2d0826ec6580185fe3d6e69
089	c018-o54-i13-p02	018	02	23626	144344	10403373	906fa6144cfdd212e534e1db15a6b5edd01696a53e32bb4a7ffdf5bf1a3e37c6
090	c018-o54-i13-p04	018	04	23626	144344	10403373	dc17f1d13d4c372293b7220c5e4dcdbe00953eb059fbadacc3d345598b3606de
091	c018-o54-i13-p05	018	05	23626	144344	10403373	d8f9b617344e3001a761599d5591c20feadf258778b09510a1608950362cc3fb
092	c018-o54-i13-p06	018	06	23626	144344	10403373	49ef14b4a7b23d7ef773e9c26a91d81c17e519565e196c3b8808e7c4846edf14
093	c018-o54-i13-p07	018	07	23626	144344	10403373	42ba8149941e10dca2f600905a272e2a68bb00d970c0d6e87ccf872b9cbe793c
094	c018-o54-i13-p08	018	08	23626	144344	10403373	201123e0c9e55d5bafa36285ea425677b3c5919e81d1c614b1005f2559be9b3b
095	c018-o54-i13-p09	018	09	23626	144344	10403373	59f653d08c68c94474c75d308cbee1be3a7f880ff02e362fd4d1c395b88dc77b
096	c019-o54-i15-p02	019	02	23626	144320	10403045	5d5c20698d846dcf7f5ae917c1efdb697d936c8a49370ec1f3d6798d8af818bf
097	c019-o54-i15-p03	019	03	23626	144320	10403045	ad5ed17e30f5e673b70def97be7b90ebc15321d0e6dcd018c09f294b4f8fc403
098	c019-o54-i15-p04	019	04	23626	144320	10403045	978d2e0622142cc30af3bea8be7516280bf0c4cc71fdcb67c6b2ef3c325daae1
099	c019-o54-i15-p08	019	08	23626	144320	10403045	6bcddcd53639164a736336e19d89635f99e1e4bb0bc7d87dc2a7efdaa3ae8a66
100	c019-o54-i15-p09	019	09	23626	144320	10403046	3fafe2e845c6f62d94eab9582c38de1d8c72a815f28fec6f70e787133431ce59
