m6-b7-l6-hard-witness-orbits-v1
orbit-manifest-bytes	5533
orbit-manifest-sha256	6c1080c6f97f92e68a9de6bc762145ceac9086f0b87dc4aa4ed73a746861b2d4
orbit-hash-ledger-bytes	4025
orbit-hash-ledger-sha256	83fe978c89f6f0c7901924123a322d42c2f31a1a15e931cdb30e861e31497030
orbit-scout-bytes	11413
orbit-scout-sha256	32fa8260e2efb3cc326bafc2ce2d375ec84bf77ebb2fb5f9efd96b5b995ef31a
orbit-certificate-ledger-bytes	6987
orbit-certificate-ledger-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
timeout-orbits	28
timeout-parent-incidences	252
witness-leaves	117
witness-parent-incidences	1066
cover	existential-ALO; overlaps allowed; equisatisfiable modulo fixed-subset stabilizer
columns	witness-ordinal,key,parent-orbit,parent-key,witness-orbit,high-C,ordered-witnesses,labelled-orbit-size,parents,variables,clauses
106	o40-w01	40	s29-t1	01	16,17	12,13	3	10	23626	144279
107	o40-w02	40	s29-t1	02	16,17	13,10	6	10	23626	144279
108	o40-w03	40	s29-t1	03	16,17	13,13	3	10	23626	144279
109	o40-w04	40	s29-t1	04	16,17	13,14	6	10	23626	144279
110	o40-w05	40	s29-t1	05	16,17	17,10	2	10	23626	144279
111	o40-w06	40	s29-t1	06	16,17	17,13	3	10	23626	144279
112	o41-w00	41	s29-t2	00	16,17	12,11	4	10	23626	144279
113	o41-w01	41	s29-t2	01	16,17	12,12	4	10	23626	144279
114	o41-w02	41	s29-t2	02	16,17	12,13	12	10	23626	144279
115	o41-w03	41	s29-t2	03	16,17	17,11	1	10	23626	144279
116	o41-w04	41	s29-t2	04	16,17	17,12	4	10	23626	144279
