m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-hashes-v1
manifest-bytes	207703
manifest-sha256	953f94ea423c3cd573a3e9bce43ba9fb4d5d6fa80ac2ac1426e7129e6435c0c5
memberships	1382
columns	membership-ordinal,key,residual-leaf-ordinal,parent-ordinal,accepted-ordinal,cover-index,variables,clauses,cnf-sha256
0122	r020-o03-w03-c17-p02-a28759	020	02	28759	119589	23622	143669	84610721b41fa46b48c9ac0a04bf392802b7a28dd7ff71b9a1039fa38564a203
0123	r020-o03-w03-c17-p03-a48857	020	03	48857	148145	23622	143669	dc8baac63c66e520fc6d49820ee8bcfad425d460be33b4b4478811cbf4930d8a
0124	r020-o03-w03-c17-p04-a48944	020	04	48944	148302	23622	143669	a8804bd0f75093347d72a242a94c1db0cf6dfb10096ab8570359030df372ebfc
0125	r020-o03-w03-c17-p05-a48959	020	05	48959	148317	23622	143669	a48aa66e40901db5332006d79e16b44c13dd53946195ad178a479c3b0f0b3a95
0126	r021-o03-w04-c16-p00-a28687	021	00	28687	119460	23622	143669	acac5378ed90af7735e5c58c11d9df826bfdb2bf93bc1a8254ec9ed52772ecab
0127	r021-o03-w04-c16-p01-a28756	021	01	28756	119586	23622	143669	017ce265117066b81a16187f55010b3e9d083fed2d1c1122fe7aa666a57913c5
0128	r021-o03-w04-c16-p02-a28759	021	02	28759	119589	23622	143669	45ad05ab77ae838fca0a92276ca61033664133c8ed766f951f67741b65318a59
0129	r021-o03-w04-c16-p03-a48857	021	03	48857	148145	23622	143669	c6b205b742d1c957a60b1c2351794323d4c4a04ce53826028fc4792bd6da6659
0130	r021-o03-w04-c16-p04-a48944	021	04	48944	148302	23622	143669	a81f4004eebd627477794bd0e59113a321757c7cee97e9f5b6465e942109d03f
0131	r021-o03-w04-c16-p05-a48959	021	05	48959	148317	23622	143669	5e6428b8b3bf8ae72f0b35a2486d8a27266dc88733a5e0442cc00223beb30777
0132	r022-o04-w00-c17-p00-a28687	022	00	28687	119460	23622	143668	4ba1920b0f25493b829a401337a713952ad03e3efd9b0c4925fac7fb109ba9ad
0133	r022-o04-w00-c17-p01-a28756	022	01	28756	119586	23622	143668	bd425d7c6e2904ce7480baef5bf4cf17c2062a1247cbdf6a7338fbc6346de330
0134	r022-o04-w00-c17-p02-a28759	022	02	28759	119589	23622	143668	6446f8ec2a4e5b7d4b8c2d40b00bfb998251062ef07f924db3429c4dd4e26cad
0135	r022-o04-w00-c17-p03-a48857	022	03	48857	148145	23622	143668	1154fce92d378a01e91231f5841291caaa966d74d70c0b9875446f0b14bf8f83
0136	r022-o04-w00-c17-p04-a48944	022	04	48944	148302	23622	143668	6e99cebc9b0434da9ddd76088921e6b67e2ff57e366a3a4a327f00f898ef8257
0137	r022-o04-w00-c17-p05-a48959	022	05	48959	148317	23622	143668	fc00d2ef02bf0ef46119f24a7303cd7bb0b5cae564418ce1faa9612535a859b8
0138	r023-o05-w00-c16-p00-a28687	023	00	28687	119460	23622	143669	bd81998bcf3606cabb5a6d922cd6619b10b6404d1ed5e107e32c4e0d8f1eef43
0139	r023-o05-w00-c16-p01-a28756	023	01	28756	119586	23622	143669	a4ba364d542567fd232214e52b6f93a868d0f7c24116e294944b3a09c3a6989b
0140	r023-o05-w00-c16-p02-a28759	023	02	28759	119589	23622	143669	a2f02e7fee9b263844a51f011fd7c5494c8496aeef7a1c584c24bed89fcf9dc8
0141	r023-o05-w00-c16-p03-a48857	023	03	48857	148145	23622	143669	7e65a116fe31fa1b1696b16d67361da728cd7ac4c213fdf20d3ac4c16b5eef75
0142	r023-o05-w00-c16-p04-a48944	023	04	48944	148302	23622	143669	10b21a7e5fbac6637bedff190e33c1222325f06659ec8cccd52d9080f6e1b34d
0143	r023-o05-w00-c16-p05-a48959	023	05	48959	148317	23622	143669	b8b94c8c75c1337bd06fc04741ea29bff29b41848aa8d8d364fe04dadf7d59bf
0144	r024-o05-w00-c17-p00-a28687	024	00	28687	119460	23622	143669	0c2f32701ef935289d0919dd102343031ab6dbf4a6130527cf3ee91b8f5f4369
0145	r024-o05-w00-c17-p01-a28756	024	01	28756	119586	23622	143669	dde9efdddd2ab5d4bc24e7e3cb9af993c604df7da0e0567f3cecb48b7a58f96f
0146	r024-o05-w00-c17-p02-a28759	024	02	28759	119589	23622	143669	52b7274d52634afd3ec70e279a916853cf3695a85dfb259352f3c9b26d9d4571
0147	r024-o05-w00-c17-p03-a48857	024	03	48857	148145	23622	143669	a83b229df5c32ff3baa86f96dc65ac11bd0b9fe2ab0b243ea854f63e2409d21f
0148	r024-o05-w00-c17-p04-a48944	024	04	48944	148302	23622	143669	3a076d73595ac540bcdf40e62ae7435de6d1532c782ae95d4ec4ed6adf09993b
0149	r024-o05-w00-c17-p05-a48959	024	05	48959	148317	23622	143669	176f4c69d0cf03ac47dd0e0ce4d3643d1f6893b2448c5e961cbebd060be88b10
0150	r025-o05-w01-c16-p00-a28687	025	00	28687	119460	23622	143669	08e0a59e8ffa5e58fc733a713571ed1c5545517b7891fbc1798b4192566f3e0a
0151	r025-o05-w01-c16-p01-a28756	025	01	28756	119586	23622	143669	1a6afb9f3f5d4163ffe567dd0caf6bcbc267081a5f5641540d7c2193ec55ceb7
0152	r025-o05-w01-c16-p02-a28759	025	02	28759	119589	23622	143669	7db2ebe733c58b1c018eaf2e097dcf1b98eff476e73866e8bd3ef9991c179180
0153	r025-o05-w01-c16-p03-a48857	025	03	48857	148145	23622	143669	b6d071e925f89472e8d700b5f29b9178f64b5fda947988a2df0ec01d570fe5de
