579	p03-c090	03	090	4500	4550	50	26099	159968	10784715	b336e0c17bdb25207655e83e645111e3f3e0305af5ef073c6c32a54fda37655a	30665349	bea18432c32f65283d822dd9e5cf4531fbb712e370911db818f297cd515069d9	4725832	0ca8ee4e0c1156e5d936b04e983c6006ecd7845c8d84b10079aecb6c8d468d71	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-579.lrat.xz
580	p03-c091	03	091	4550	4600	50	26099	159968	10784715	0f5a4a56b70d130a9e942c4838c4da8d765f7f9b4d064b867ffe849687c236c9	31947421	9841b33eecf93c798f93110c63d453171dfa7401e8f1c7854eaa8405ff7d5007	4794408	20e2ba4ae5985c9cf5113cadddb61ea581a5e1c4e14f097ed0c3e7736b7d38a3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-580.lrat.xz
581	p03-c092	03	092	4600	4650	50	26099	159968	10784715	b02bb54009ff2593104f91d79c65f0f114820be0273e1de25600c8ca346bd8e6	32662329	b617079ce5c78df0b4c0bfe29c140a267e5fad28d73f2dfacfd03b73cfa4834d	5032616	1ff1f56f7fa774f80dea82e514511639734cb0e7060cfa2d27cb441f25de801d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-581.lrat.xz
582	p03-c093	03	093	4650	4700	50	26099	159968	10784715	656e3d8adc8c022d81cb60d5b65b651062617ab67621101e09d82a9668582571	20337601	d3ccf3be2950a65de9712a92b7a7f9935da25bfa021e057bc59ed6e1ce46e87b	2437600	5125cbbdc87330d9c15603f8080a7a7e2075290cdff1dbf6ba0df69ad6c4eb1c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-582.lrat.xz
583	p03-c094	03	094	4700	4750	50	26099	159968	10784715	f7af4fe968dac38a8c41dabbcd7584b8d1de358c0540c68bdb05d4806f197494	29175663	bdee5dce5bd0d4c93f95da7018c574d8d50bcd151126929f3d71003bf7d65674	4238560	9715b4bf800da0ef5cac46e883b7e76a2643fd02aba5d5c8f9121a67be81fd15	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-583.lrat.xz
584	p03-c095	03	095	4750	4800	50	26099	159968	10784715	d0d5448128096f25f5fe4be44a8e153e94b1dee95454cfa839c7dbda86bfb798	26421850	6818883ebf7be19b1069c215d25d2ad369ea43905c382e3794fccfe0afe36c00	3818020	36d80d281242f437eb6963f3ca43d62ccfbe6fe032f9c173d6ada3ba221a5c5e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-584.lrat.xz
585	p03-c096	03	096	4800	4850	50	26099	159968	10784715	656ecb79ae633c41151ba78e5142beaa17fb24d9b188406c5ba32fd1bbcb8a64	33815992	277f54baf552c662f826d2964405832e40756c1fe1733460fa5be87002d2dded	5532368	1b426bf1ec3009a27d710d8ed1d1e97d066f77adebfdbdb178a41884bc8b2023	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-585.lrat.xz
586	p03-c097	03	097	4850	4900	50	26099	159968	10784715	0ba4cec363123dc73916843497c541f63619a067d98eaf88836cbac573822bcf	25760293	f2adf7387b8d58122b78eeb416a2369dfbb9d3a131e1c2dc4c3e376dd11a1937	3494764	c4542b587ab7a70c0664a4fcab6b2c9040099531aa6d110f0ee420fe24740f0d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-586.lrat.xz
587	p03-c098	03	098	4900	4950	50	26099	159968	10784715	5362346431e55d0820b7e475cf5865e62d216deb9122d9e7cf38377915c833e2	31555005	e06bfbfc1fc125b004de6e79fb921cf3a558490fae8dc59ca6a3d315cd23aa5e	4732384	85303686f32fcf6a554b134991bb8d86828abc139f6923b020a2d210c81d2122	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-587.lrat.xz
588	p03-c099	03	099	4950	5000	50	26099	159968	10784715	aed64a2203478ae389f922b25bf073d38707324febbe5f8cf052dd2c0dcfb977	36074043	0ba6059b12013630f11c7af3a19883d263ec623952cfc928db565b11282a45a9	5779980	27ea569e3277778f7d3c0c88eb3b86d507337831a22c37abdd92dfd2187172e0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-588.lrat.xz
589	p03-c100	03	100	5000	5050	50	26099	159968	10784716	5153527fc4adedac75c5ccf402b7331ff278ed8fafc91750203514312c8f029f	20245404	b51076ee94c6eb273c2a19559a60d374670e873d86ca51dd8437eef86a34e10e	2345796	563de5b22737366cdba924a0f125fcacf0caa63b757dc77b875b31268d8010d5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-589.lrat.xz
590	p03-c101	03	101	5050	5100	50	26099	159968	10784716	422afa0fd8eae915d3803535ac5adb846000bfc14b3f4a10d391717562c0a773	25114628	13fead4b81dc3501ed97ec2d4c34f0f9d0af68568c141153b37b688501aa51b5	3371520	f69a10892651a7124d50c9ce6667340826f4f17c23e49ca66c7f295643e1c712	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-590.lrat.xz
591	p03-c102	03	102	5100	5150	50	26099	159968	10784716	90c656df6c8375a08afdc372eda84b0b5cdb00e647c9b7364aab16199464e673	31681626	d3ed7761b0fefed5a0e48172110c40d41c902d4061ae031d4779299d7e47eb9e	4893904	533aaecf948b055c63dc5593de9100ac0732961f19d7fec375eb0fd3a34850aa	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-591.lrat.xz
592	p03-c103	03	103	5150	5200	50	26099	159968	10784716	db3b4dd3228e03ceb61c8720a622f647aad96a67897428265495525e3dba9800	31938634	6eaa28c019f995293ac61301b9a9a0d0bed31bec08b514fb5333e82f35f767ee	4950232	8bea205b5e3a84e7dd77fb414272f45a70881817c2753dd1a4ce0cfd0cbe0f74	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-592.lrat.xz
593	p03-c104	03	104	5200	5250	50	26099	159968	10784716	64239641a45cd4630ee637d76782b9d799ba54dec2b114e3102c67e63f874a47	24830354	6e3b37a2a11f46716f406d0656611ad0f7ed33ef7e9b42ef20d0e0c762cdb4fb	3393716	70e1267e170ba8e60df0abaea7a81c2d3c8d6f226ee6f00f9c3e5855004ac013	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-593.lrat.xz
594	p03-c105	03	105	5250	5300	50	26099	159968	10784716	3a3279a90b12e17b857f93a17ac321a939db28acdc4e84e39de7be41e353fa62	30839450	5085f7425866bbb6e14d88b3c315c72d0bfb96a30b36026fbd89c81c330635ac	4593112	cc9b560f99802f6e13304005355aab1a2c755cfecd3b2dfd57fe2d425dac003d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-594.lrat.xz
595	p03-c106	03	106	5300	5350	50	26099	159968	10784716	a3300bd7cdc6529ce111d45fda970ae1b5efd999424711222a79b8cb8ee5f0a2	32318686	344cd17067ace49e1226e41dc5cd17a206975d817a2be688a7058a14ea2b3b22	4955640	07fa65643b81274cd28d54d8963a501e80bf5e90c622a0bdcb19970d7c3b3253	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-595.lrat.xz
596	p03-c107	03	107	5350	5400	50	26099	159968	10784716	ecc61656697d656305fd308f3f9d217d1ae927a38dcab57d81453b84ee0df983	36503649	d10e72d236ccacb463167a2148c9a25bf18e526ba88f43272fb2f43f67a989e2	5682480	f84fadc2d5bb962c82bda012a0aa2880242e7baf1d9f00aabcf0ebfe29370842	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-596.lrat.xz
597	p03-c108	03	108	5400	5450	50	26099	159968	10784716	0e477e81949cfdab967834f9f4bb6dc857f0eba04a60e65103a73b167c6bafad	7179674	fa58fead6fa7085604b0343af60049ee18e1a72d127d6210626c05c71546bc71	484956	eed6136f6344421077b1e1879a28b4f05e918d0c58940ad4459db893f42ced03	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-597.lrat.xz
598	p03-c109	03	109	5450	5500	50	26099	159968	10784716	6e9929e095a43438d4b254d63cb64d7927eb512437a95061697a66df4c2b2a26	22181272	d9c69b17f11fca7b59f8f6959e46eb04e412e1dddb37215a3e69e58f05719d11	2790908	10c672cddb5a92adb673bfba980cf20698f16e95633aeb66b497804c666205ce	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-598.lrat.xz
599	p03-c110	03	110	5500	5550	50	26099	159968	10784716	3daeef9a5168d10f88ec29d43d2f531afd2a89af66a1c3f5497a2c8da1badff1	25469855	4ec178c62bfaaeef16621e03e86ec815bed9d1a5cfc9aedee8a3e492db97027c	3489748	91f52de644757d6c94724b39b903141fb909f415703b9a76cf53a01c44a4be31	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-599.lrat.xz
600	p03-c111	03	111	5550	5600	50	26099	159968	10784716	431e1447942ad9f0893d6bc4fceaf860f3ffd2bc690cf4ec71404bb9a015d5ef	26551680	e13ac1e19a01f937f6c5506da574424eea1db7db73560d318bc4db5882a31bdb	3708492	e5ae2f5ffb1cfa264eb4e99b2d5a090282cc608c66d391b94c36335d7997a3a9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-600.lrat.xz
601	p03-c112	03	112	5600	5650	50	26099	159968	10784716	750d12cfb90194905112e08d6118a63a696bd88e828249356e7d21947591c5b1	30907628	0d724103d98f161283a229c2ad75f7a59860a7e80fddd9a4a8c9f39c44af903a	4552936	bc2acca8a0ab856a030393d875ed24e61383796ba7def14b60ef6d68bc5c00bb	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-601.lrat.xz
602	p03-c113	03	113	5650	5700	50	26099	159968	10784716	2ef325709ba830816a715d5c6ee9a8897e4f4de979dde4046e608bb6c7879a43	34609709	d9256f61b907e8a12476cb8138877a8ad07d22fc2fd75a996aad7abe6e5c3cc4	5568264	2cf6db6fcbf1ab5f24cb3191e7739b191b9a0920f19e2d1ae51102728fdb9ab3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-602.lrat.xz
603	p03-c114	03	114	5700	5750	50	26099	159968	10784716	db4856cd6ae6fe75746b0ecee9c60748445ec9dc78f0412cf6fd934a3efd0f05	24570031	cafefa5bc96a404f530968a0d74d83bc0cea3b6e2129de8701ce4bfadd77514a	3390324	a93e36cca570b3ccc7416ba7fb2a0615f7b421bd3bd2c0a1f6220d62d6d14f4b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-603.lrat.xz
604	p03-c115	03	115	5750	5800	50	26099	159968	10784716	e854aafaa0c7038a3cb695e683a24a431dafce65e39af35a9d385ac96126d26e	25711800	3773de41751ba9417811f1e6a45e9bea30045d9b410de31d722c95ed02692b4c	3495004	12f09a17cf6d6f4658a33bff110b2c714b5b434e72bd234cb470726e3999b792	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-604.lrat.xz
605	p03-c116	03	116	5800	5850	50	26099	159968	10784716	eace28129c87a9199487343a76b4a9deab1f7f87d68fe36b210dec66daaf2b98	33777408	817bb9b05acaacf52bc6a64f4ff1c27f3762d41427814c7526e97664d50ecebd	5307060	e5c5ef64f028abe36f75c40c422171a368b0d664950d09a6d592b9229641fc33	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-605.lrat.xz
606	p03-c117	03	117	5850	5900	50	26099	159968	10784716	dc7d82a60a38cf367dcc09dc4c67e0a05c7423cb4a42e23adff4652274f69070	32574077	095288464e61b41a7eec8e552d090d1c9eae637b97e674236b68b3861c2ff1ec	5056488	1c04b5bb4d5757ef2bde9d464d44b8e5ac9acdd50f0e91432f25dae7085f37a9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-606.lrat.xz
607	p03-c118	03	118	5900	5950	50	26099	159968	10784716	eb9cfa6c3bd87a98c4e2b6abc518a39e7f1329dba42ff1b2037c87f51133cfb6	26415232	47d45e81cdcbf9210f57173d4dca30275562cc9d0a3d3c690a9e19d01cdf45be	3682540	aeae82350eb3792dfa0dbca6774bdce96c8ec11c8c54d86035e27a27abb44c24	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-607.lrat.xz
608	p03-c119	03	119	5950	6000	50	26099	159968	10784716	ead80127151ef176c90c11f4e2b20a8839d44f23853e9bf42eb29f3889f66304	34244254	8aed2061368ef3758abffdfabfbd22ac785cce7f4b3cf8e073e5b9bd3521e0c0	5447856	7382149e833e354da13e58b786bc4e6b1d5fcdfbe35df4388dfa2e068af3fa05	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-608.lrat.xz
609	p03-c120	03	120	6000	6050	50	26099	159968	10784716	42574ecae8276d93a6a50484e8f5fc16ca7aeb423fc33c3d7301144d4fecbf06	21351085	f6c7503994815ec10adff2d85484f86bc6057bb99738904769e51854f4effcff	2680180	8d3aa051efd40103a7bcb1a8cbb2d3c83de7a2a51f85ed41b45684ffd953a626	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-609.lrat.xz
610	p03-c121	03	121	6050	6100	50	26099	159968	10784716	415a8fd8f44e39c46019ef1528eca928b5630172707ae5a4abaf4f00c619844f	28090331	11d7ff54840762d5a07b50e686beeb4a06d72ca0a2ab33659c121c44b92a6c88	4168968	e2bfa0b3273d1c9c26cc7c8f204cb1f50fb1ee1ff1f19ac16e219f1d28f63743	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-610.lrat.xz
611	p03-c122	03	122	6100	6150	50	26099	159968	10784716	1afd2a15b968f1a5d652d0664f537efe3e1f2cfd0d802d0b3b298b8ac643aa89	25781581	bb14c96a696699327d84a1b44afd83c03ad00e2cbef23f0e1e0d5620e6d75b65	3572840	24471fa184b897c273597a95fdfa1e8e06a14edac2a4c42efb30e6609a56c452	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-611.lrat.xz
612	p03-c123	03	123	6150	6200	50	26099	159968	10784716	b8a78b51a0b15919396802c6f2077b85bbeac3018ff2a8d35470ef0df10f2294	7188409	32e3c7bc93fc4045d77893c324e840d0523278237c1581b8be07c5e2f26668ab	486976	d6a3b4eec9d9091c3553955cc5883dbec9ae63a6de15352d1d4ba9b7bc21473d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-612.lrat.xz
613	p03-c124	03	124	6200	6250	50	26099	159968	10784716	919f2c6296684128dbbd908e2112e897d2df8bde6ce59c38c5921fd5eb8d86c1	11869375	d015b1829866bced46703617bd97b9d43fb8725ff65aba5a1a3e4c71b6f34e4c	1073012	a267c4761d026a18713914d3554a15801feafefc3bb0779cabdef2161c7b31ac	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-613.lrat.xz
614	p03-c125	03	125	6250	6300	50	26099	159968	10784716	b2cdd239dd0433880d0034cdfefaca6c0836c002359a9fed8b201a43ee00294a	22897720	28781ffb0d59d5b18eedb8a8b330a9f9f2472d887a413309848505dd3d3ed3b1	2956952	6322ee7109a24fca6e156111401e9bf0e588e92873537712b57e3d7ba2aa4469	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-614.lrat.xz
615	p03-c126	03	126	6300	6350	50	26099	159968	10784716	862bbd0e5128a49efee225736ac8add244ed940dacc272f31bb1d6b8292d2765	31430634	1e97a71d028adb9baa4d6d68b917bf9f61b4a7b83a2909283f62388723521459	5006276	a49b05bc4cb3804699b61b1693170f38b45864b94b641f1f2cc3d2d03dd5b3cd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-615.lrat.xz
616	p03-c127	03	127	6350	6400	50	26099	159968	10784716	02b4761bfc0051499ea948117b0b55e4f1b86827ccb16cabc80f609694df576f	29937857	d181477b5d38f8c751aedba1894d545c951fe41760def152c6eda769d487ebd9	4389684	6a4887557cd2deb7ec20e518172cf467c206978c50b29451e7a289bc44147d55	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-616.lrat.xz
617	p03-c128	03	128	6400	6450	50	26099	159968	10784716	d8515f70c01ca5f4a55a8931870c57b4e9b1ede358ca771f44f558128873c089	32015253	ffd505c7b35f11eff74475a584c46432939ec8aea605e87293e3ebdcebbac331	5005272	be47a2d52f54d29e1f67180b351b2bf7cb9c772d74ddf0f38a411302e420ffac	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-617.lrat.xz
618	p03-c129	03	129	6450	6500	50	26099	159968	10784716	8ff336f638be9f2c9dbdb955aba33421bb5bf5ab6fb3de236ac60654c6ecc7d5	33619518	3f258b8ed7d409924d62c4981c5c92bc5a1cc3ce8a80610b1e2255cf5be44c31	5192160	344f9c91e0dccef3f2bbd40886f0940384de94b6f9dba5c95d8bc034d322fa44	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-618.lrat.xz
619	p03-c130	03	130	6500	6550	50	26099	159968	10784716	7542e4a735687b4076f92d7c1e05a90fb175e9ac9d90b3916c0b4125737201d4	26638778	0dafaf775e95f93d5fa9913a53c629accc68e4fcc5716a11b64e53f9178bc25b	3751172	64c46d7b82d1fcf34cde342e5d7cb51dcb671e41fce21507aac6543e5abf0052	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-619.lrat.xz
620	p03-c131	03	131	6550	6600	50	26099	159968	10784716	6fca3da0173459d282f2910a08506d8c12ba17f6fb6b54378999cb32cdcf8f0e	7177615	d8cab8266e760e093bda4a0782d83cfd9c0697dbd55ad3ce974d9cfa430706d7	485212	ecb34877b90f3f0c2ca758266dbf1dfad654fbf3e67232210a4f1955d3e1ed42	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-620.lrat.xz
621	p03-c132	03	132	6600	6650	50	26099	159968	10784716	529d248b75d3bab77d7949b42cba3480abc1b3ffca0b21b176b0664085c44bbf	25428767	da608afa031c26e69057de620df8d49bcb1f9226b0fabc9f07279d4ab1cf5f07	3424276	b7f9e97c5e35b319e8f2cf5ce17a79ab6db723519644345061f351fd7ea3d34d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-621.lrat.xz
622	p03-c133	03	133	6650	6700	50	26099	159968	10784716	0b73edd7db126990bd4659e06919ff982db46e958ba80c8eb5a58bc9fad493e2	27702897	791b71e2129f6cf6dd7872098cac4af51c7de8faea83b344d3f8166c47d6cf19	3905808	b43fb2367e5ea4da791158efa0f240f97ae0e801a6b55b7141ccb788aae07fb5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-622.lrat.xz
623	p03-c134	03	134	6700	6750	50	26099	159968	10784716	11700d99d472e35be7a80040e5c8cc25a5d3452948328b526316c5fb9928d755	29213591	c05cb31efbeb88e554fcf7e18787250efc8e233f4d77d3265a536894482a7b53	4351348	4017e65c5b437c39316ac6b0c9044335e3ca9e5bd8a983b8fb1332a9734225d3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-623.lrat.xz
624	p03-c135	03	135	6750	6800	50	26099	159968	10784716	5a08363416b0b3b2e442e3df6f6e0c61400ca51ae0a7d7c93a3270f8daba7e73	30886269	5a20ee06fe23884acba103b9c2c75b88360052b1b8f75206cbadc16e4b11d215	4703816	9695866f9016fbdcf90b19ab1792e80e6158b1aa2159b074b243ecc6bb7d98f3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-624.lrat.xz
625	p03-c136	03	136	6800	6850	50	26099	159968	10784716	32354ad79de58ef2f8a3c73afb72e4fb62dae30d665d8e1ac4acfa45fe390329	31828284	44e7cb815697965f6953091e8c63446d9de012f361c73e3e3e097a769c48942b	4873832	ed62d2f2b9796ddf067d5b6caf4851d9c2b2fe540bac91048deda23f24a4e8f0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-625.lrat.xz
626	p03-c137	03	137	6850	6900	50	26099	159968	10784716	cc9268fb1bb8b817df13b52f3d5e3da2fd469419e4a39871d2d4bb203beb9d20	31570926	279f81a31e9a8032e9e95bd181b1704404bd711f0867e222f5d22f318254774b	4860468	4b84e9947550cd8b13604b174970edfb8a43b0c77393564e7bfe76f552546a4c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-626.lrat.xz
627	p03-c138	03	138	6900	6950	50	26099	159968	10784716	224e5c39359349e25af19f4fca6e776690f1d19b958ee4b42835b260ffd6f3a0	30944700	26c41ca77a5e99be3dfd4c8859c25b6cca41c92b7713632354503f4700a3d37b	4481744	987d3df02eab3293e69fdff8910a7abc4c1da78d1233a7dfaff78b0b88ae6311	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-627.lrat.xz
628	p03-c139	03	139	6950	7000	50	26099	159968	10784716	6dd6db272303e88a9808a4bca2dc20e46c66520f16692c8a904c33d416cd5250	30333723	7751eba204199df0389e74cfb4cbd6ccdb41a947127b3b019532df116204417e	4613668	b28ef3630379b90ac5bc1548ada2748bd3740afb0052562240c0a9e74f6c666e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-628.lrat.xz
629	p03-c140	03	140	7000	7050	50	26099	159968	10784716	760404930153a6475689a9471072e562aa58e213531d432453f554a9ddcdd796	7180552	c2bae75aa8d0e97fd74d0b49c7c043771866c53d5a7cb982602ee5b0548e2fa8	485036	ca5e03474959e35ff37e355d2f4845b5bf12f92035afb98e762065b493d75290	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-629.lrat.xz
630	p03-c141	03	141	7050	7100	50	26099	159968	10784716	4fb63da79afdd3a017d586b7d5c977cbc5398fca53d1b03a6c07070c511964c0	27841634	f10075ae28bac24d8bcdd04a1cf18fa17b7603f9d8846d05389f4dba858e3717	3988292	953746cb674d19cb9b6db03faee62e63cf1fac7a88803e9ece9ecfa19cd94acf	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-630.lrat.xz
631	p03-c142	03	142	7100	7150	50	26099	159968	10784716	f77e5d1852fb1d5c56b3fd6901f4110d2887db5042f23501b0f2ced25b02598f	28074932	e46b09ef0250b17385c88d8ea9b14b2a9fa71d815b701a9f92522c0f9e3f795b	3891360	5431c3571ee95691184d2e154fa5c88c25914675a596c67c84256526e5430065	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-631.lrat.xz
632	p03-c143	03	143	7150	7200	50	26099	159968	10784716	df93a87556511a513bb0fc0e824eafd58702f139fcbabdf69f6b925fec6689be	28850569	687bfa27e7df777d7f37e4c24c585f737bbbfababfc90edd5de432624eb5c196	4336380	92007e736936e24b6a8c64368a2ba4ab55fac5a11de1c9cbdd45bdd2bf1e4569	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-632.lrat.xz
633	p03-c144	03	144	7200	7250	50	26099	159968	10784716	63353f1970a4672536bdf4e67cc204f1d6afc96b775576a1140c610b41abcc6b	27688184	7c7cbd8550b3a376fe46ef4e0b0979b962a04fcbb7f0b67a7363422f48109c92	3871012	13f9ed1eafe0e2fba41f2766d06f32b86d6312ac62648bd45bbe27dce8de8390	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-633.lrat.xz
634	p03-c145	03	145	7250	7300	50	26099	159968	10784716	6b527c91aca4c2db780ebc5f6d4c34df2b14a296cd8a45ef45617f67d9e68bf6	31634557	0eecf539572cd31a509d30c05304ab6c7709d9cc01705d1e5c5c2fdc27c51b17	4954168	8c0cdada9002a66047f56afa8a27a95b95b52a256e2bc687f2f5233ba414b08d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-634.lrat.xz
635	p03-c146	03	146	7300	7350	50	26099	159968	10784716	2402afc7f799735dd3d038082d8918002376410315d4158bdc840dd640479e15	33158326	adb16db5f701a8b5f0d88014595fc35b1208b5b8538ec5b9a369808bb82f405a	4986668	6ab9f4f41291d4847c4d8bfacbb784ad0659d99b6cefbdf95ac7fd2dbf6559f1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-635.lrat.xz
636	p03-c147	03	147	7350	7400	50	26099	159968	10784716	ad94426deda4697e9abc588e063132b88960fbefd62815f11a883d81d87fc683	34163837	1e7d9510d344df3499a4bdd9130ed3550474e52a5fd482206271bbae30b36c7a	5284420	5b4088f5790114f2c99c795ac713ee9f2d574e291ef736f48b51a01e51b9e938	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-636.lrat.xz
637	p03-c148	03	148	7400	7450	50	26099	159968	10784716	a202612c87f5b3557dde8296dbddc3da4b19767c49b0d01879569c11cceaefd3	21253871	5553b12460400532ada8a25f73bde4f0a19c1fe94299c89e7ff2c1f6853d0b96	3040640	2ccf57b5a567c588ef4738dc9b619940b1752c367a14d12b8a8ce9800e821301	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-637.lrat.xz
638	p03-c149	03	149	7450	7500	50	26099	159968	10784716	dd96e74bb628dfc53a3673da632cfa1b06f957fbafb305e9b704d013335fa203	26199949	cc8d707177dac451022d7c8858b0f88b5b8c9afb04921f31b8a8ff39703460bd	3515332	2b65097eca6b336c1484c501130e531cc2b08557c8e9d2933b36ae7f726d94f9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-638.lrat.xz
639	p03-c150	03	150	7500	7550	50	26099	159968	10784716	0dd1d6296aa2111b465df96c859fe5c97e2f741baac34122c58cbb17b026fb11	34707258	e32aaaf1b5acb82ff79b6d842b5d5d1398b96c13c0f20cfc2ef3759fe245f0f9	5479888	8d45d6a8c8c8c811173bc8bf4436d51242bf6816df5693e39dfb74544d48bb02	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-639.lrat.xz
640	p03-c151	03	151	7550	7600	50	26099	159968	10784716	24a4b54bba025bbf589f2b7b6ec0eb30f5ff849159138968a9c628e64510a5e3	31534497	1c6eb45756edf752855235233e68944628b077e92c2a0012ba2a8709055e068b	4848148	245b7d873721c9a1964e73df4ebdcea56eaf3c3a62cdc86768166df20ce0cacc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-640.lrat.xz
641	p03-c152	03	152	7600	7650	50	26099	159968	10784716	97187f96dbe0856830f144187112cd04c8169e863a4e54e3653c29c4ba8ee303	7174418	ae7f1d0ac9ff2baee8d0aa890adc58b96e105c0b8f606c2279d29a36e23c9505	484932	f55377bc7f0ecb252c44801d41ae8019a7185e286596ff12bdbb322ee45548e7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-641.lrat.xz
642	p03-c153	03	153	7650	7700	50	26099	159968	10784716	c3c90a035078c21a6269f6123740a7a097f2c1b0b8291f13f2b3b1e6cce42b0c	21822092	c333159aa2f54792bfa1ee5f0ac57ed8b4a8b75b407d8f22a8ee0ca27af9d22c	2595188	f0765beb49df4b33789a17830e7bcc7906f6d701084684982fab27e03379b8fa	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-642.lrat.xz
643	p03-c154	03	154	7700	7750	50	26099	159968	10784716	39d28c946e4f28bc7d51c87c4f30291e005bcc0e86471f6044443a6417e1458d	30926508	21c043c0273b3c0367f94e0ca6fbaa696c3d8cb02601fb2a2528b17ec6d17dfd	4578364	621a9306fb3f3823e8a8e0c854a52c7bd649350d334e8df012d63257ad216c60	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-643.lrat.xz
644	p03-c155	03	155	7750	7800	50	26099	159968	10784716	57a80925c5cec496c35a822fed058af9f68da0c7446c8f31575aeb31f570c4fa	33139274	1ed987b743973d80b3a902edb65dc95990cb8edd05caf71d1418441cd6c30d0a	5053832	69c2b35898c3a353e44989c5ad3554389418c444f09459164cb782826c63947e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-644.lrat.xz
645	p03-c156	03	156	7800	7850	50	26099	159968	10784716	a0db12d78b5ca45ac6c559488a3e48a65fcae89513be5eb765fb763f544b972f	32416879	1537c7f134b8ed3b5b2b03598f0d17332e564deb70099b5fdc20260e516d6baf	4749432	ee4e186a10548ff3058fa438bdc9a9ed274762840bb233c441f7b10f698a13ba	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-645.lrat.xz
