326	p02-c000	02	000	0000	0050	50	26099	159968	10784711	90af8f08c536b94c7bf7bb88a078bd2ed81bb83c469f1f500340e69116619924	10113421	7973fed3fc80cb1eafeca5fff515f057ab7d19a1e447f3d2367f963cde2355c3	747340	8312eec6106854958497403302bae2bd36eb8a0ec01b409cef7ef0bb2020f59f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-326.lrat.xz
327	p02-c001	02	001	0050	0100	50	26099	159968	10784713	9abb76f01d3aff937e3ed789ef8a6e9978e661e8b368c66f41ac383196d17968	10232888	405a44ca8979323cc9a2ecaa266c0ae788fdef115c2cfebbcd0a869224dfc90b	757184	ca235364ea287f9fae847609982a0fea6692917deb41ea090309322e8e0e219f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-327.lrat.xz
328	p02-c002	02	002	0100	0150	50	26099	159968	10784714	0ad2e678b4b60793e21d524104497d8a9f35aca2c06857461df867544479b8d5	55979460	26115e175cdcb4b7b61186073a86070c70dcd4d1b2b1f6e8fd405c7f98d2e521	9895896	fe8e731870e9f34d2c8b473374eabf95cfa701f3dedb4d3cf1d23dd36e994cdd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-328.lrat.xz
329	p02-c003	02	003	0150	0200	50	26099	159968	10784714	f2ee61de17daafa54fe72b1938a478681ec84c54a9c8b7bae0ecea35ab7f90b4	50782123	aff1fb501faf9ad4f2f15e9f805d4bb60f15fabbcc50e24f12836d203d5b6947	9055232	5f87714de1321bea93639d88043b8d9d271534fe935cab0ff1a809355ccbf2c1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-329.lrat.xz
330	p02-c004	02	004	0200	0250	50	26099	159968	10784714	3ad6678f7dff89d724b227ef4cf18be23612ee8d082736c162550eca55e35930	45644166	82fdb1f2a2635bd7bbdfdfde668f77f786fa632a3ed9b23cf54d47bac2ee89d8	7640284	5287cd000b78dc826c8bb758d7d2a7480a7b4d5729c4a7d9ff0e67c39a4fc566	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-330.lrat.xz
331	p02-c005	02	005	0250	0300	50	26099	159968	10784714	a32e569aa38b11c35da0b2554b3386ed88e3aa1a096c7fbf725e396c7965fb36	53530950	2f01e3b36036265668a44b294fa3d031f3b706173579aa7714039ec130cec1cc	9803580	e5c1b92f2598ebe32d3bec4df6c53373bbc221b60b7f97221adef25caa0ac15d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-331.lrat.xz
332	p02-c006	02	006	0300	0350	50	26099	159968	10784714	9cd24bcfe4980110e42da63624ec9d73b3cd01d9c90fb3fbfcea1ba0756cfea7	59747606	fc620a1b88dd423a8b4eb07cae2565b8c64ffffbf148484cb6499699a8d86826	10936444	7a63dba6011d55aa3f591d2bcf78f0a1cfb4993a898cca24360ace7a08d342ba	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-332.lrat.xz
333	p02-c007	02	007	0350	0400	50	26099	159968	10784714	12f1105e6438e9b82fe9eb2fab570b0c75ac239b9bb2f88979920eea3edd843d	49717501	7a10b8f85375cd30277f7daaa1bfb8568dd1cca96f9248f0bb10bfd274680673	8875340	f8009ed5396ad4aa52a1644cc5a54332befc146a48543405ecd3b08e540525ea	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-333.lrat.xz
334	p02-c008	02	008	0400	0450	50	26099	159968	10784714	3ec5d3b095b716edfb8c88d057912aebac1497c3c50b500fdceb8315b403ee3f	47353598	c93bfc5b51500442eb256db754b0cdb4343ca308e08c94da0fb09871c4cdbc17	8186368	d9c0777a311ee0af694864b672ef71c7f1d0f648ce463c31b98eb4916cf744a7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-334.lrat.xz
335	p02-c009	02	009	0450	0500	50	26099	159968	10784714	9213cd1aae53c16c2979866368b377aa5a41aaad0a43f55570a7b963d1a86054	45126584	a0e6c9b74b43acf53fcf34035eb54665bb1f5f92f4afd662170b9eb1c084dcfc	7926904	eef3b5ed464a8a89f9e9248dd9bee8d89c92ce6cc1e65bb3dfea923e3d083b4a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-335.lrat.xz
336	p02-c010	02	010	0500	0550	50	26099	159968	10784715	678473bba69db0c5ec0adb6832bca82140a3962918393b08856b829d06f7ea91	27036489	44792a55a553862d5449d5205ab02c8650016bbb09092baa60830f72bfeadf82	3652400	697e8b9957bb062f1d0497f7840859b81b1e6696050356a3458c5e71ea417343	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-336.lrat.xz
337	p02-c011	02	011	0550	0600	50	26099	159968	10784715	c2c4fc7c40128a8bc110c9964aa63a10108d8d96d9fdd240fa13415d51488ebf	54072856	adeaada0167e410a11cb03cdc6c13bf60b69eb400711706482aac509b0030a39	9796844	16a69a2d5d7c46ce46b3ad22d6fbe6973251afa55c757e24014e13532f257654	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-337.lrat.xz
338	p02-c012	02	012	0600	0650	50	26099	159968	10784715	a8a3e32ea1ef4613548897113081c768166d0c2dda965159cb38ab267315d906	42015099	3c459ce66b51171d436d9912b14eb508b0af1606c23e4a502c753657f9cc5759	7297788	5f73a99a0104a8792af5d270714dd08b7e7316f55408be3ed1bddf00ca11db84	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-338.lrat.xz
339	p02-c013	02	013	0650	0700	50	26099	159968	10784715	140613df93523f830989b5aa731993417ed991f03ca1ae8ba2d66978e42bb517	43616120	21678060b13e11e60eb053a71d644b81685c234bcbf6fa80d89ea83ec2b56db8	7373460	c1368285ee02eac23a9bfe36cf55da76bd516b927558dbf1aa88eea2c54b54b2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-339.lrat.xz
340	p02-c014	02	014	0700	0750	50	26099	159968	10784715	6404ca253376cae1236262dd5412af11c33461e04d08cfb7c933a4e7c75ffaee	36307829	3a2ad40dca6468847d7ea976a08484b88aeff7b5a9574558a1b60c80c5dbb681	5660960	fda908a984638a1d52bfff25f2acb32a430a251039ee55aa26f12a1290c8cddc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-340.lrat.xz
341	p02-c015	02	015	0750	0800	50	26099	159968	10784715	49e4b9b67779e473036b89f13c5051a6cef9b7bbffcaf4bafc632089c12074ea	51404620	443720a5f4625a65e21144b184ff30ad547925293fed7a15cc2874abdafe52c8	9324760	6811b92c9307fd9feea7d7b2c1223dd86e7d618bae4439898f5d7a0227592f78	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-341.lrat.xz
342	p02-c016	02	016	0800	0850	50	26099	159968	10784715	9d9ee2afcd40885f0ff5f1d6e494b1ccd721e35bc9cac0d40b14b801eb300003	51973735	ffe18d0d0223d74887e43756878debbfd9daf612ed27077e83e6bd9eb470e004	9044736	76374f6062aec94baca9882840db32a468cfbaacbfd82ed540db2905770e6b4c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-342.lrat.xz
343	p02-c017	02	017	0850	0900	50	26099	159968	10784715	f1144995088e443d2806064d3c5f06adad49d9c376efbd3a1e08d1ad60a049a3	45530458	248345888d5467f6ea9fd9017ac979987b1794a557a9fce4cf6b15f4ffbfeacf	7776504	6bba4ab789c91f27153c2b1c4d079680c44dff2695267622feeb10b9caa25b3a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-343.lrat.xz
344	p02-c018	02	018	0900	0950	50	26099	159968	10784715	50d80406b24bdb4e9dc674ce2679aef1b78f995e3482077d1e75ecfc03c025c0	58995620	2e001fc5ca8e719590bc4511dfdd77e3064a8ea120e1bd18e032772ffb6bc2ac	10670352	8a6b2f33db7678ed0dd7efa379f7a2c5eec3e3fb9c0fee007d64efdef3739cb4	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-344.lrat.xz
345	p02-c019	02	019	0950	1000	50	26099	159968	10784716	c348a6182ad3452618e66c5c107c7670540c59c0a84c99c0914afe89aeb223ee	66124522	2eb297d43135bb9510e507f18e58556e88b3f15130ebc20c0518c31c81a57094	11924532	9a8faf4f0b9e2b268bfd274d003d4f528dd22d2328e98f5fce33f1bd50eda510	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-345.lrat.xz
346	p02-c020	02	020	1000	1050	50	26099	159968	10784717	6277b048da494538df52775a09df920c9517fb879b362a76b23aa044ae30e53b	60209836	613493061847227bd561c9b5e1d77e2edc6064d00b22eeb8d4ea647845ba9ff1	10878380	de41bb0609d9203f8b78350531530209a9ad4be86a168166910410dcb19d30ef	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-346.lrat.xz
347	p02-c021	02	021	1050	1100	50	26099	159968	10784717	ee2d2a8e9a637c148709b3f3fb4532665bb0a1f891addf3dd6a78e4020a1b583	59063667	4adcd770b045407454e9aec6e6e8c0931180dbd6c502847d79d86a26afc5338e	10923676	c7f56b2de9118b440ad380047b7d115d2c4f640f2bc723a7592c259cc17f6f2d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-347.lrat.xz
348	p02-c022	02	022	1100	1150	50	26099	159968	10784717	a912679056a21b33c065e69dc0984504f824e28e60c193de61d8b94a64b1d893	54993932	597da1fd9568adc701fef5657ca9a4e6685e53cf97444e386f945c705608db1e	9558556	a4daf7d28c1f7c70390c323c30de1a3d22627b90b9afb43f9e60dea64f68cbde	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-348.lrat.xz
349	p02-c023	02	023	1150	1200	50	26099	159968	10784717	075f6ebb1272dcc5eaaa1c38e1b746ced8954af775b1b14a3c537349d1f08ae3	61526033	8e9e78eb01515d21bc25eeb1105a5c0afa0439ea4bb43a2fe3ad80163f590e15	11070200	c7847c1a5434427273b551f724770457755c199193b0143ebf7715929f4743cf	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-349.lrat.xz
350	p02-c024	02	024	1200	1250	50	26099	159968	10784717	bfefeec3c38507c83cd157affe2b8e17120b192665ba868e25e5366cfcd50f3c	60562909	e1f6727f971837fdf116f826a13bebc5c91690bdae23ad576e5efa721c8cbeae	11069988	53e8dd448a59edbf6b9a79cf7eb5a484f0795f094c825c5b7cb650f65d2bc5a8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-350.lrat.xz
351	p02-c025	02	025	1250	1300	50	26099	159968	10784717	96f305cd21dd460d79e150088e9222aab5ae3751090c2ce95ee8d1904190cc37	48806739	826bafb753d2333ed003371a722841ed8def43b771cc565bf266e58a792e6337	8899876	32f080205a69662bc066a76422359bff69de78fb5d4a5b5ff02a0d0503ef10dc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-351.lrat.xz
352	p02-c026	02	026	1300	1350	50	26099	159968	10784717	2c88e4852d7f342cac14cab7b498da27d88eda74ad1fe2a5db35ddba9c241471	55274575	3186cc2ee6a9127c89fbd31a6c87f8c42c426c3e59f9d33943d0b87cb93d10e7	10041008	7f310ef81f21a00beb686b32497c169d9817cddd8464ff22d9137fd64eb01e49	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-352.lrat.xz
353	p02-c027	02	027	1350	1400	50	26099	159968	10784717	f655d0b8064207cca1680f2aa6912479bbaedc05773c0a2c5cbf8236d64d4c61	32093814	d2b5ed2947bf48a630ef6d27942bdc92ee90d67081a0ad0240f9c9cf7bd8d579	5068712	f9fec3341450eade3894a2547bcb6b41632ac9e8af95185466f2cd87300a769c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-353.lrat.xz
354	p02-c028	02	028	1400	1450	50	26099	159968	10784717	05883c5b83ab65bc51adc73ce83725d44cee462145e56cff7fe773021822ee24	67845263	56c5440a916dfd6d237954359106613ee06310509e1eec2e41e52a37efeeca3c	12359920	087b0fdd2aaa0d3e4620bead54415c08d7170d41e3518b35bc012b6226157d95	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-354.lrat.xz
355	p02-c029	02	029	1450	1500	50	26099	159968	10784717	dcd6c17272b8640de777c678ad15ee7acabf3e7768e615c4eb653a76bbb2251c	61237565	baea62c3ae0bca02e258500b5fc6d5bffdaab01e907b62e024b2a2cd5863395c	11067568	dfdaf96ad9c80f1157fd2d16583ca799b706fa04b149069da7466b8283e2ac8b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-355.lrat.xz
356	p02-c030	02	030	1500	1550	50	26099	159968	10784717	60fd0eb79a00422cf206e16dec82f61ff8044709c057154e59f873c9798047ce	56585033	d3c701a398ae49804d1a2c8548669482f92acf37074f8c0c8264a6a70f821599	9938896	1f467ef43f115ce5425a67c27bcabb72d7ada8c79c1eb66910ae436d1079a803	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-356.lrat.xz
357	p02-c031	02	031	1550	1600	50	26099	159968	10784717	32f6d823348bb6c9f730efefff4d9468a105200a5d3826672999f3de57c3f3be	41522279	108e4618ad9d59bacb39e652effb0388823a107d00091d8ab82e9ace8b8998bb	7024068	6fd54b299b6cef0319b62d6b8634986a5a1d33571bf8bb6f67851abfc410cd1a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-357.lrat.xz
358	p02-c032	02	032	1600	1650	50	26099	159968	10784717	e1094f13989bbe360acf14fb826f1087e6cae4a970c72695bfe2e7d55220870f	37420157	7ffab0f5ee18ca23b3ce475a0a703a1c8cd1ba9231c0e794c96c0c97278b4c8f	6479948	20cb9432ca0647fd9dfb768785a8fd1f12234993cfe90d7862b9a76e569fcdca	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-358.lrat.xz
359	p02-c033	02	033	1650	1700	50	26099	159968	10784717	3ba2d0570788565b6dff58b4e142de8bcabcd57b0097d77aeb8c61964746ff50	65070740	c21f44a26ea48580962201de570804d33d0bd63d3c5bb97ccc1977765229837d	11928820	8dc24d4c37d13b7cc2130db1eaa796b22e85ffecc8a04676d419ce14226a0846	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-359.lrat.xz
360	p02-c034	02	034	1700	1750	50	26099	159968	10784717	6e26be771bf0e1becfc7c29b7e2dfa39f2355707edef4bf874471ebcc98b4a6f	52551651	a7a94021d70f68010bc721aac1aba17a02c45090a52b8455c86b38392f9004b1	9334312	6b3bd157100b86421941eedd246340c39f8c4c1a5f61aa0f7a1f58d8f748ff39	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-360.lrat.xz
361	p02-c035	02	035	1750	1800	50	26099	159968	10784717	fcefb88624e87154944999ef47d34be06da5d1aca089b197d9fef1d41e3af70b	53950288	7a306ce35d39c892f549d1945933d224170d16f45a70925351d60d145cfa5921	9415252	229b3558dcb1796f2898bc5e1d811453887b2eb71300454b179490d76bcf01d3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-361.lrat.xz
362	p02-c036	02	036	1800	1850	50	26099	159968	10784717	ca5030e26d21fc246f764b01b861bb85bc7873e49094f1fdc32210825094e8d6	61612743	3789faa2081aca2e8c56e3fdfddb058cc0fcecb4d5d1ce40f4d7b7459c3a289b	11148620	9b7a115a42244d585da466d1c61215e5ce6fa5e6a32ebb15b063fa9ee3076bcc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-362.lrat.xz
363	p02-c037	02	037	1850	1900	50	26099	159968	10784717	40ca6f2684a6dfab5d1493f31d82cf9c5457e18ac2a7ac27eb1d7cea6c5561c9	50453304	46ac6178c6f5cb6b31dcdf2d7d810909e3f965b067e40dea034d0796a90a183c	8754124	1752cdb84ae0d56f583fde046121f297f6a4311a2d3b7a1d630336eb0d1fd076	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-363.lrat.xz
364	p02-c038	02	038	1900	1950	50	26099	159968	10784717	04ac71351ae5aeb44bf1466d72a7d47609a43de8c41da9e0ec4189d1f341ac97	53974521	d777e474eea39f07a25dadb17444d6290a04fc0bb7cad54561bac4203e6a894c	9455184	297e871d8de0d33bb8c697f11b866795ce413a832c54d5b9ed6d129bc7a41388	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-364.lrat.xz
365	p02-c039	02	039	1950	2000	50	26099	159968	10784717	7270f320a970583d8781416249088453feb1952bbf3529df539a01b7833a912e	69816192	ba2077204efcabd7a8b09aa6f2f4e4065bcbdac95c5056153a0383dfcd8c1f9f	12582840	c1066bb7498df5b98debaf43f8be2efaa21848bed2ee7fbbc24c2e7e8f295049	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-365.lrat.xz
366	p02-c040	02	040	2000	2050	50	26099	159968	10784717	7f0755a14f4e5c1be441221f603c2ccbcd60c1832f41e58c8213a47f24baa8d8	64368236	ab1b83875effbb785ccd82070672da9482ca1ad5dc97d6879a3ca10bed4e1e78	11526284	eed371298f51b890a47171562301e51020b1c81e448d1e404c426ac2d1b1d8f2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-366.lrat.xz
367	p02-c041	02	041	2050	2100	50	26099	159968	10784717	dc4dcea61b42ae9e7235aeb0969eb4f9766b20f22e1d6c4695c18c98b7747072	61807873	8779c64960276c7bcfd9242553ce636a3944952b815fb4a35ae38785575b78f2	11024708	50264c693d9401cd51c9912f31c144dc41fe569f761b557dc73ab8616f2fb14e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-367.lrat.xz
368	p02-c042	02	042	2100	2150	50	26099	159968	10784717	55c062bde9c4f1e51d52720c664b5a63b292779bcfaaf275b5d2228380d5ce7a	46840610	c6502a9f667002d1e3e94bba6730eed339355637b406839f0096663ecc562fcd	8258488	de69cbf157f9c9e81a660f130e61b1c1f507b1e19d46849131c61b06f1cc74c7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-368.lrat.xz
369	p02-c043	02	043	2150	2200	50	26099	159968	10784717	2b92202e497dd5a06cb7fe30c7a0b83ee21a7c69c1745782754b604b9b7eac97	57804306	fc7528db27328859d3aaf8519c3956961280d465b8cfadff15d35ef71662ef77	10487316	b695dcd43380b415f1e043b9584a69dfdc6ef47374b3b97fd8c228f60b83bcbe	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-369.lrat.xz
370	p02-c044	02	044	2200	2250	50	26099	159968	10784717	eb0287b4b88db893aa6fd17611cd96ac5a1c1b84b91025e061aa249bbf271360	33934187	26d80c18f187bf3e201c171848eeab449221ca4dad6122e0bd9a8cff61b98bbf	5103100	16e2972cea8dd9aefb526e09e252afcb3f64bbd11a895279d908b45e6ebf089b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-370.lrat.xz
371	p02-c045	02	045	2250	2300	50	26099	159968	10784717	fa91035404ab44c829cedcc4bc81c6a8a03b58ccd7218bc91a2d91c92a2b07d6	45502431	b14fef5d06f40d4b8931aa09a3292f177801e7baed38635f475a85edd10af108	7881716	70a1783712779c6a0a96801ff90d82e9d196d601f7ec6abcd0dbd42f7d26533f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-371.lrat.xz
372	p02-c046	02	046	2300	2350	50	26099	159968	10784717	def46fc62ac15716eeaaa3fa16e11ec9a8393481561eed88016dfeb03c184ed1	62670329	8ef94370faf02655c89a9bb3b41c4e2f35172ac373fa2ba59874e862d1999234	11546644	2f40c477393ab943e10d0a55147cff68199b5bcf4d1f0752f4dcdb028d9dbbe9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-372.lrat.xz
373	p02-c047	02	047	2350	2400	50	26099	159968	10784717	acd5bff7fa1398ae44fe79340aed90a9fca5ee06e6e6404973711a1a0abf1572	57345222	a3d631c7299d6751d092b2ca0c35fa4ff29b19208b0ef8fd75aeeca35e0fe18e	9987588	a70b384fe2032c19b6c7a43aeed902716346f3ba9d335228dc6eb4acaa92aa5b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-373.lrat.xz
374	p02-c048	02	048	2400	2450	50	26099	159968	10784717	cb485f5d682700f4b9cf5af4a83c20cdc0d24807ef3b85e616ede01fd466d084	61986241	329ba6e17da27ddd12f279cc856bda4543a32da8ac86f09d5ef17be9b213d8a3	11449948	36c739f9d8a702600c3908a7eba080b76c9fb3fb3eed1fc519bbc7f8af6cd540	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-374.lrat.xz
375	p02-c049	02	049	2450	2500	50	26099	159968	10784717	7068b8e328fd3f9e7441885f4889e00778635fa7f047427adb00210b32498269	58617948	f30c62b644ade9fb5411454d4ba12e23a53b265300b3d1a73c478d4ffdc177df	10440076	f8eea4a4327e7f19ba081c431284cf4c2ac6b0ee4eb7da0db7deff849567f1f4	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-375.lrat.xz
376	p02-c050	02	050	2500	2550	50	26099	159968	10784717	7b362e56444153f7a9419dcaec8ae0108f22e0073ee734cd92b0f0eddcd77675	48202111	f3d009f482e0995ac7a07d88b4e827733cc3c274fac3c941e4ca97d61a2d096c	8490072	eafa4fb932eb4042183999e4beae950bfabbd2208dfcd88d92aa8500754dcbf7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-376.lrat.xz
377	p02-c051	02	051	2550	2600	50	26099	159968	10784717	0a217367ebff288c8cfccffeb1896e30197f45cab447cc2be82cdc6339349777	62569420	61964bb036a69936f7b13a50f7eded76c63aa19b1eeb59769cd4188b6a026a44	11138940	9e50cb93d360042601dfa2ddc2e39901b720638735cc25a3367cab959aaa957b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-377.lrat.xz
378	p02-c052	02	052	2600	2650	50	26099	159968	10784717	2701cf70164da3a927709cd586ee5d2afd8fcbdf876809ad1a5f286345a40225	30723740	7dcacf3ac81ad9df1f696df0d26b49b9c626b0fd32928e2b39e380ca79ef864f	4569912	ddc5abbe86b0ab5be7a5d726afbc8d69f0cbadbd97cb0940fae7ee77514479f8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-378.lrat.xz
379	p02-c053	02	053	2650	2700	50	26099	159968	10784717	b87be23252c7187e5e2926fb439f3a614b4c16ac05f880b85e17b6caa596363f	36951561	7499c2db7bb207947d6df5345165e01128594add09a777b9877b6c5e4d770469	5817372	d0a03ab9992f22cf80a0440b3bad606eecf54dd9b5a58910b1c44579542ea3fc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-379.lrat.xz
380	p02-c054	02	054	2700	2750	50	26099	159968	10784717	6fa8adf3ed1203a23399d6e5bbfaa1f4d799702dcc58c1c48a694fc50bc5fe17	31064145	e28975feb86efe61af348ac7b3190aac620645900d241e493ff20579b553d97f	4760120	1a6e59837c5454c4d48582b341ff87b5c049cf3bf180fcb6078b864014c0785a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-380.lrat.xz
381	p02-c055	02	055	2750	2800	50	26099	159968	10784717	1e33069ff30b39a1d5ee60c4b9eca9014ae64aca5b95ab1fc52aa9cc9d8784bb	57517488	9afc7b436a8c651cf1f922a384bd0547357686c1edbf8486506581e7a3a7d39e	10496828	f2d46afcde67695fc7eacad05a515a0bb761b898a941f877de4bb2e0f5f72eb5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-381.lrat.xz
382	p02-c056	02	056	2800	2850	50	26099	159968	10784717	5416af9bd99cec81d0fb11bc5d2a2f7ea3937b5b070eea51b1636bfca9ddb6cf	30238050	ffb70f9534b57de31a3b9842d0cc2e49dd8771a8325d410af089d86cce7ac3f6	4496516	4b7f699a4afbc08b43cf25352ba02dea6ccc7d771b642a0e206735c5b7e5a6da	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-382.lrat.xz
383	p02-c057	02	057	2850	2900	50	26099	159968	10784717	43d3cfbb37d93aecabce6961b0503395e379b8ed173d1c8b985f8d6a4096f11c	7356430	4015fbea979811371038d5bdb06d8ebaa2c45e9b4b5fdbd4872aad6da0f087af	488392	ff43dedbec4653738e4724c0fe9a64d707e688eec1bf2f8ae20fd5a80cb1ad95	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-383.lrat.xz
384	p02-c058	02	058	2900	2950	50	26099	159968	10784717	d6ca284d9ef59cf7b2a6762aeb506046def1b36439c0b558bd65747cd026d6ca	77769723	11699abb20b59bcd09a5a41d8cf6b964ea94deb4bd88b15ab09b152c6b19a5e2	14376552	82f0cbac9fb415117248bceab07efa909df09bc1c7f8ccf1c8c80e38c978ce76	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-384.lrat.xz
385	p02-c059	02	059	2950	3000	50	26099	159968	10784717	b8441554c733c1a66405b79c0d112d02e87632ee0fec905ef3b041ca93019629	55379301	ec58a89dd168ea427c7cf28aba7396b12c4b100b27e10c8c0ede84af3e26ba24	9959516	8c193dca2a7ababfdac0df96ef68d3b1fb022d6468b45e1e19398b471e815940	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-385.lrat.xz
386	p02-c060	02	060	3000	3050	50	26099	159968	10784717	b381ec63dc76564118681e544d462855dd325c5b49a2105eba57110453bf030a	36378436	0c3b346abeae0423e1f3910bf0fe2ee023bfc1dd1ee0f6704ecdd46a4a286976	5630388	7961785d3c26bd3db830bc193e8d1da4f3a4eb38d5a4be2987075d0f215d5d49	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-386.lrat.xz
387	p02-c061	02	061	3050	3100	50	26099	159968	10784717	15d2c910b4c509579df6eb266de8e071eb43023a5c1405c7e1e65425c56c6221	45672359	a73b960d2b7f84586111da376677874a6c20198afac35350e835af8f176d0b30	7866252	bcf1770cfde429ab97a16590e427da8e4b0ce08732e261ee34022ec4a9b71b4b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-387.lrat.xz
388	p02-c062	02	062	3100	3150	50	26099	159968	10784717	f98981d46e45c465711436d29e42245c5eb318233408b20268b4f13e90579445	70350342	4d59651178c2bc96a888a6785ede4037c36cfdf9e0cbe1c5c188aaacfb466ec8	12994336	c440082983f7133ae777525dca570cd2f2f43ff3b1a44334034d7f8d1d3429c3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-388.lrat.xz
389	p02-c063	02	063	3150	3200	50	26099	159968	10784717	bf7d07e77153db2e46f92cb0409bd4de81a6a81f344dc031c72b05c623f0f505	29265919	d188328dd95b1b2e41a65f30eda73165658639c17ae064210a4820bba75f507c	4286672	f2c5c26cdfd389e09ce64a5339666ffb9f0612c034f5ca6400e6711ea42d47e2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-389.lrat.xz
390	p02-c064	02	064	3200	3250	50	26099	159968	10784717	00c54965428d7ac40758127edf6ea999336ea58ec99cc978bada80aa1cdd8c14	48918329	9c8c27a376a9cf87bcd76e7756025c843489c279d9038d18335ab9bca27e2fa3	8543768	1b0e8728633af804e76d2ead3ccd328f40452d6595396ce8ba184ae62ed1ec34	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-390.lrat.xz
391	p02-c065	02	065	3250	3300	50	26099	159968	10784717	0825dea43dd6a4ba7598920b26baa4e5f4f521c29e89098c2c60ecb75b50cb23	60292948	3a7daa3064d3068133e51b423cb930fef737ea4d0ee953db1573b8ed9756c66b	11073180	d7dba7cdc0b2b65ba3b89074f7fdad5b17025c75d66e2d05805508ad8955f5a2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-391.lrat.xz
392	p02-c066	02	066	3300	3350	50	26099	159968	10784717	980107e38eaf00e578baccd03077971bff3ee4d9d6da1cc1f6ccc96eb66cd874	59158847	11d159d8c490888a1db11a8d1594415d670fd31fd9ccde5b64edc2245e281609	10618420	dff4ffc362f875500f16a7762455ad2b088044d6dbbf941c0113c31fce229cce	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-392.lrat.xz
