n,H_negative,mu,mertens,abs_mertens,mertens_d1,mertens_back4,mertens_forward4,mertens_back8,mertens_forward8,is_prime,omega,bigomega,is_squarefree,is_prime_power,prime_power_exponent,prime_gap,distance_prev_prime,distance_next_prime,squarefree_run_left,squarefree_run_right,squarefree_count_5,squarefree_count_9,prime_power_count_9,psi_bit_mass_d1,psi_bit_mass_back4,psi_bit_mass_forward4,psi_bit_curvature4
611,0,1,-1,1,1,-1,1,-3,-2,0,2,2,1,0,0,6,4,2,3,1,4,7,2,0,0,10,10
612,0,0,-1,1,0,-1,-1,-3,-4,0,3,5,0,0,0,6,5,1,0,0,4,6,1,0,0,10,10
613,0,-1,-2,2,-1,-1,-1,-4,-4,1,1,1,1,1,1,10,0,0,1,3,4,7,2,10,10,10,0
614,0,1,-1,1,1,1,-1,-2,-3,0,2,2,1,0,0,4,1,3,2,2,3,7,2,0,10,10,0
615,0,-1,-2,2,-1,-1,-3,-2,-3,0,3,3,1,0,0,4,2,2,3,1,4,7,3,0,10,10,0
616,0,0,-2,2,0,-1,-3,-2,-1,0,3,5,0,0,0,4,3,1,0,0,4,6,3,0,10,20,10
617,0,-1,-3,3,-1,-1,-3,-2,-1,1,1,1,1,1,1,6,0,0,1,3,4,6,3,10,10,20,10
618,0,-1,-4,4,-1,-3,-2,-2,0,0,3,3,1,0,0,2,1,1,2,2,3,6,2,0,10,10,0
619,0,-1,-5,5,-1,-3,0,-4,2,1,1,1,1,1,1,14,0,0,3,1,3,6,2,10,20,10,-10
620,0,0,-5,5,0,-3,2,-4,2,0,3,4,0,0,0,12,1,11,0,0,3,5,2,0,20,0,-20
621,0,0,-5,5,0,-2,2,-3,2,0,2,4,0,0,0,12,2,10,0,0,3,5,3,0,10,0,-10
622,0,1,-4,4,1,0,2,-3,3,0,2,2,1,0,0,12,3,9,1,2,2,5,2,0,10,3,-7
623,0,1,-3,3,1,2,2,-1,2,0,2,2,1,0,0,12,4,8,2,1,2,5,2,0,0,3,3
624,0,0,-3,3,0,2,0,-1,0,0,3,6,0,0,0,12,5,7,0,0,3,4,1,0,0,3,3
625,0,0,-3,3,0,2,0,0,0,0,1,4,0,1,4,12,6,6,0,0,3,5,1,3,3,3,0
626,0,1,-2,2,1,2,1,2,1,0,2,2,1,0,0,12,7,5,1,2,2,5,1,0,3,0,-3
627,0,-1,-3,3,-1,0,0,2,1,0,3,3,1,0,0,12,8,4,2,1,3,5,2,0,3,0,-3
628,0,0,-3,3,0,0,0,2,3,0,2,3,0,0,0,12,9,3,0,0,3,4,2,0,3,10,7
629,0,1,-2,2,1,1,0,3,3,0,2,2,1,0,0,12,10,2,1,1,3,5,2,0,0,10,10
630,0,0,-2,2,0,0,0,2,2,0,4,5,0,0,0,12,11,1,0,0,2,6,1,0,0,10,10
631,0,-1,-3,3,-1,0,1,0,1,1,1,1,1,1,1,22,0,0,1,1,3,6,1,10,10,10,0
632,0,0,-3,3,0,0,3,0,2,0,2,4,0,0,0,10,1,9,0,0,3,5,1,0,10,0,-10
633,0,1,-2,2,1,0,3,1,2,0,2,2,1,0,0,10,2,8,1,3,4,5,1,0,10,0,-10
634,0,1,-1,1,1,1,2,1,0,0,2,2,1,0,0,10,3,7,2,2,3,5,1,0,10,0,-10
635,0,1,0,0,1,3,0,3,-2,0,2,2,1,0,0,10,4,6,3,1,3,5,1,0,0,0,0
636,0,0,0,0,0,3,-1,3,-4,0,3,4,0,0,0,10,5,5,0,0,3,4,0,0,0,0,0
637,0,0,0,0,0,2,-1,2,-4,0,2,3,0,0,0,10,6,4,0,0,2,5,1,0,0,0,0
638,0,-1,-1,1,-1,0,-2,1,-5,0,3,3,1,0,0,10,7,3,1,1,1,5,1,0,0,10,10
639,0,0,-1,1,0,-1,-2,2,-5,0,2,3,0,0,0,10,8,2,0,0,2,5,2,0,0,10,10
640,0,0,-1,1,0,-1,-3,2,-6,0,2,8,0,0,0,10,9,1,0,0,3,4,2,0,0,20,20
641,0,-1,-2,2,-1,-2,-3,0,-6,1,1,1,1,1,1,12,0,0,1,3,3,5,2,10,10,20,10
642,0,-1,-3,3,-1,-2,-3,-2,-4,0,3,3,1,0,0,2,1,1,2,2,3,6,2,0,10,10,0
643,0,-1,-4,4,-1,-3,-3,-4,-3,1,1,1,1,1,1,6,0,0,3,1,4,6,3,10,20,10,-10
644,0,0,-4,4,0,-3,-3,-4,-3,0,3,4,0,0,0,4,1,3,0,0,4,6,3,0,20,10,-10
645,0,-1,-5,5,-1,-3,-3,-5,-3,0,3,3,1,0,0,4,2,2,1,3,4,7,3,0,10,10,0
646,0,-1,-6,6,-1,-3,-1,-5,-3,0,3,3,1,0,0,4,3,1,2,2,3,6,2,0,10,10,0
647,0,-1,-7,7,-1,-3,0,-6,-3,1,1,1,1,1,1,10,0,0,3,1,4,6,2,10,10,10,0
648,0,0,-7,7,0,-3,0,-6,-1,0,2,7,0,0,0,6,1,5,0,0,3,5,1,0,10,0,-10
649,0,1,-6,6,1,-1,0,-4,-1,0,2,2,1,0,0,6,2,4,1,1,3,6,2,0,10,0,-10
650,0,0,-6,6,0,0,-2,-3,-2,0,3,4,0,0,0,6,3,3,0,0,2,6,2,0,10,10,0
651,0,-1,-7,7,-1,0,-3,-3,-3,0,3,3,1,0,0,6,4,2,1,1,3,6,2,0,0,10,10
652,0,0,-7,7,0,0,-1,-3,-3,0,2,3,0,0,0,6,5,1,0,0,3,5,1,0,0,10,10
653,0,-1,-8,8,-1,-2,-1,-3,-3,1,1,1,1,1,1,12,0,0,1,3,4,5,1,10,10,10,0
654,0,-1,-9,9,-1,-3,0,-3,-3,0,3,3,1,0,0,6,1,5,2,2,3,5,1,0,10,0,-10
655,0,1,-8,8,1,-1,0,-1,-1,0,2,2,1,0,0,6,2,4,3,1,3,6,2,0,10,0,-10
656,0,0,-8,8,0,-1,-2,-1,-3,0,2,5,0,0,0,6,3,3,0,0,3,5,2,0,10,10,0
657,0,0,-8,8,0,0,-2,-2,-3,0,2,3,0,0,0,6,4,2,0,0,3,6,3,0,0,10,10
658,0,-1,-9,9,-1,0,-3,-3,-4,0,3,3,1,0,0,6,5,1,1,2,2,6,2,0,0,20,20
659,0,-1,-10,10,-1,-2,-1,-3,-3,1,1,1,1,1,1,8,0,0,2,1,3,6,2,10,10,20,10
660,0,0,-10,10,0,-2,-1,-3,-1,0,4,5,0,0,0,2,1,1,0,0,4,5,2,0,10,10,0
661,0,-1,-11,11,-1,-3,-1,-3,-1,1,1,1,1,1,1,14,0,0,1,3,4,6,2,10,20,10,-10
662,0,1,-10,10,1,-1,-1,-1,1,0,2,2,1,0,0,12,1,11,2,2,3,6,2,0,20,0,-20
663,0,-1,-11,11,-1,-1,-2,-3,-1,0,3,3,1,0,0,12,2,10,3,1,4,6,2,0,10,0,-10
664,0,0,-11,11,0,-1,0,-3,1,0,2,4,0,0,0,12,3,9,0,0,3,5,1,0,10,0,-10
665,0,-1,-12,12,-1,-1,0,-4,1,0,3,3,1,0,0,12,4,8,1,1,3,6,1,0,0,0,0
666,0,0,-12,12,0,-2,2,-3,1,0,3,4,0,0,0,12,5,7,0,0,2,6,0,0,0,0,0
667,0,1,-11,11,1,0,1,-1,2,0,2,2,1,0,0,12,6,6,1,1,3,6,0,0,0,0,0
668,0,0,-11,11,0,0,1,-1,1,0,2,3,0,0,0,12,7,5,0,0,3,5,0,0,0,0,0
669,0,1,-10,10,1,2,1,1,1,0,2,2,1,0,0,12,8,4,1,3,4,6,1,0,0,0,0
670,0,-1,-11,11,-1,1,-1,-1,-1,0,3,3,1,0,0,12,9,3,2,2,3,6,1,0,0,10,10
671,0,1,-10,10,1,1,1,1,-1,0,2,2,1,0,0,12,10,2,3,1,4,6,1,0,0,10,10
672,0,0,-10,10,0,1,0,1,-1,0,3,7,0,0,0,12,11,1,0,0,4,5,1,0,0,10,10
673,0,-1,-11,11,-1,-1,0,1,-1,1,1,1,1,1,1,16,0,0,1,2,3,6,2,10,10,10,0
674,0,1,-10,10,1,1,0,2,1,0,2,2,1,0,0,4,1,3,2,1,2,6,2,0,10,10,0
675,0,0,-10,10,0,0,-2,1,-1,0,2,5,0,0,0,4,2,2,0,0,3,6,2,0,10,10,0
676,0,0,-10,10,0,0,-1,1,-2,0,2,4,0,0,0,4,3,1,0,0,3,5,2,0,10,10,0
677,0,-1,-11,11,-1,0,-1,-1,-2,1,1,1,1,1,1,10,0,0,1,3,3,6,2,10,10,10,0
678,0,-1,-12,12,-1,-2,1,-1,0,0,3,3,1,0,0,6,1,5,2,2,3,6,1,0,10,0,-10
679,0,1,-11,11,1,-1,1,-1,1,0,2,2,1,0,0,6,2,4,3,1,4,6,2,0,10,0,-10
680,0,0,-11,11,0,-1,-1,-1,1,0,3,5,0,0,0,6,3,3,0,0,4,6,2,0,10,10,0
681,0,1,-10,10,1,1,-1,1,1,0,2,2,1,0,0,6,4,2,1,3,4,7,2,0,0,10,10
682,0,-1,-11,11,-1,1,-1,-1,1,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,10,10
683,0,-1,-12,12,-1,-1,0,-2,3,1,1,1,1,1,1,14,0,0,3,1,4,6,1,10,10,10,0
684,0,0,-12,12,0,-1,2,-2,3,0,3,5,0,0,0,8,1,7,0,0,3,5,1,0,10,0,-10
685,0,1,-11,11,1,-1,2,0,3,0,2,2,1,0,0,8,2,6,1,1,3,6,1,0,10,0,-10
686,0,0,-11,11,0,0,2,1,2,0,2,4,0,0,0,8,3,5,0,0,2,6,1,0,10,0,-10
687,0,1,-10,10,1,2,3,1,3,0,2,2,1,0,0,8,4,4,1,1,3,6,2,0,0,0,0
688,0,0,-10,10,0,2,1,1,3,0,2,5,0,0,0,8,5,3,0,0,3,5,1,0,0,10,10
689,0,1,-9,9,1,2,1,1,3,0,2,2,1,0,0,8,6,2,1,3,4,5,1,0,0,10,10
690,0,1,-8,8,1,3,0,3,3,0,4,4,1,0,0,8,7,1,2,2,3,5,1,0,0,10,10
691,0,-1,-9,9,-1,1,0,3,3,1,1,1,1,1,1,18,0,0,3,1,3,6,1,10,10,10,0
692,0,0,-9,9,0,1,2,3,5,0,2,3,0,0,0,10,1,9,0,0,3,5,1,0,10,0,-10
693,0,0,-9,9,0,0,2,2,5,0,3,4,0,0,0,10,2,8,0,0,3,6,1,0,10,0,-10
694,0,1,-8,8,1,0,3,3,4,0,2,2,1,0,0,10,3,7,1,2,2,6,1,0,10,0,-10
695,0,1,-7,7,1,2,3,3,3,0,2,2,1,0,0,10,4,6,2,1,3,6,1,0,0,0,0
696,0,0,-7,7,0,2,3,3,3,0,3,5,0,0,0,10,5,5,0,0,4,5,0,0,0,0,0
697,0,1,-6,6,1,3,3,3,3,0,2,2,1,0,0,10,6,4,1,3,4,6,1,0,0,0,0
698,0,1,-5,5,1,3,1,3,1,0,2,2,1,0,0,10,7,3,2,2,3,6,1,0,0,10,10
699,0,1,-4,4,1,3,0,5,1,0,2,2,1,0,0,10,8,2,3,1,4,6,1,0,0,10,10
700,0,0,-4,4,0,3,0,5,1,0,3,5,0,0,0,10,9,1,0,0,3,5,1,0,0,10,10
701,0,-1,-5,5,-1,1,0,4,1,1,1,1,1,1,1,18,0,0,1,1,3,6,1,10,10,10,0
702,0,0,-5,5,0,0,0,3,1,0,3,5,0,0,0,8,1,7,0,0,2,6,1,0,10,0,-10
703,0,1,-4,4,1,0,1,3,0,0,2,2,1,0,0,8,2,6,1,1,3,6,1,0,10,0,-10
704,0,0,-4,4,0,0,1,3,-1,0,2,7,0,0,0,8,3,5,0,0,3,5,1,0,10,0,-10
705,0,-1,-5,5,-1,0,1,1,-1,0,3,3,1,0,0,8,4,4,1,3,4,6,2,0,0,0,0
706,0,1,-4,4,1,1,1,1,1,0,2,2,1,0,0,8,5,3,2,2,3,6,1,0,0,10,10
707,0,1,-3,3,1,1,-1,1,1,0,2,2,1,0,0,8,6,2,3,1,4,6,1,0,0,10,10
708,0,0,-3,3,0,1,-2,1,-1,0,3,4,0,0,0,8,7,1,0,0,4,5,1,0,0,10,10
709,0,-1,-4,4,-1,1,-2,1,-1,1,1,1,1,1,1,18,0,0,1,2,3,6,1,10,10,10,0
710,0,-1,-5,5,-1,-1,0,0,1,0,3,3,1,0,0,10,1,9,2,1,2,6,1,0,10,0,-10
711,0,0,-5,5,0,-2,2,-1,3,0,2,3,0,0,0,10,2,8,0,0,3,6,1,0,10,0,-10
712,0,0,-5,5,0,-2,1,-1,2,0,2,4,0,0,0,10,3,7,0,0,3,5,1,0,10,0,-10
713,0,1,-4,4,1,0,1,1,2,0,2,2,1,0,0,10,4,6,1,3,3,6,1,0,0,0,0
714,0,1,-3,3,1,2,1,1,2,0,4,4,1,0,0,10,5,5,2,2,3,6,0,0,0,0,0
715,0,-1,-4,4,-1,1,1,-1,1,0,3,3,1,0,0,10,6,4,3,1,4,6,1,0,0,0,0
716,0,0,-4,4,0,1,1,-1,3,0,2,3,0,0,0,10,7,3,0,0,4,6,1,0,0,10,10
717,0,1,-3,3,1,1,1,1,3,0,2,2,1,0,0,10,8,2,1,3,4,7,1,0,0,10,10
718,0,1,-2,2,1,1,1,3,2,0,2,2,1,0,0,10,9,1,2,2,3,6,1,0,0,10,10
719,0,-1,-3,3,-1,1,0,2,1,1,1,1,1,1,1,18,0,0,3,1,4,6,1,10,10,10,0
720,0,0,-3,3,0,1,2,2,1,0,3,7,0,0,0,8,1,7,0,0,3,5,1,0,10,0,-10
721,0,1,-2,2,1,1,2,2,1,0,2,2,1,0,0,8,2,6,1,1,3,5,1,0,10,0,-10
722,0,0,-2,2,0,0,1,1,0,0,2,3,0,0,0,8,3,5,0,0,2,4,1,0,10,0,-10
723,0,1,-1,1,1,2,1,3,-1,0,2,2,1,0,0,8,4,4,1,1,2,4,2,0,0,0,0
724,0,0,-1,1,0,2,-1,3,-1,0,2,3,0,0,0,8,5,3,0,0,1,3,1,0,0,10,10
725,0,0,-1,1,0,1,-1,2,-1,0,2,3,0,0,0,8,6,2,0,0,2,3,2,0,0,10,10
726,0,0,-1,1,0,1,-1,1,-2,0,3,4,0,0,0,8,7,1,0,0,1,3,2,0,0,12,12
727,0,-1,-2,2,-1,-1,-2,1,-1,1,1,1,1,1,1,14,0,0,1,1,1,4,2,10,10,12,2
728,0,0,-2,2,0,-1,0,1,0,0,3,5,0,0,0,6,1,5,0,0,2,3,2,0,10,2,-8
729,0,0,-2,2,0,-1,0,0,0,0,1,6,0,1,6,6,2,4,0,0,3,4,3,2,12,2,-10
730,0,-1,-3,3,-1,-2,-1,-1,1,0,3,3,1,0,0,6,3,3,1,2,2,5,3,0,12,10,-2
731,0,1,-2,2,1,0,1,-1,2,0,2,2,1,0,0,6,4,2,2,1,3,5,3,0,2,10,8
732,0,0,-2,2,0,0,0,-1,0,0,3,4,0,0,0,6,5,1,0,0,4,4,2,0,2,10,8
733,0,-1,-3,3,-1,-1,0,-2,0,1,1,1,1,1,1,12,0,0,1,2,3,5,2,10,10,10,0
734,0,1,-2,2,1,1,2,-1,0,0,2,2,1,0,0,6,1,5,2,1,2,5,1,0,10,0,-10
735,0,0,-2,2,0,0,1,0,-2,0,3,4,0,0,0,6,2,4,0,0,3,5,2,0,10,0,-10
736,0,0,-2,2,0,0,0,0,-3,0,2,6,0,0,0,6,3,3,0,0,2,4,2,0,10,10,0
737,0,1,-1,1,1,2,0,1,-3,0,2,2,1,0,0,6,4,2,1,1,2,5,2,0,0,10,10
738,0,0,-1,1,0,1,-2,2,-3,0,3,4,0,0,0,6,5,1,0,0,2,5,1,0,0,10,10
739,0,-1,-2,2,-1,0,-3,0,-2,1,1,1,1,1,1,10,0,0,1,1,3,5,2,10,10,10,0
740,0,0,-2,2,0,0,-3,0,-1,0,3,4,0,0,0,4,1,3,0,0,3,5,2,0,10,10,0
741,0,-1,-3,3,-1,-2,-3,0,-1,0,3,3,1,0,0,4,2,2,1,3,4,6,2,0,10,10,0
742,0,-1,-4,4,-1,-3,-1,-2,1,0,3,3,1,0,0,4,3,1,2,2,3,6,2,0,10,10,0
743,0,-1,-5,5,-1,-3,1,-3,2,1,1,1,1,1,1,12,0,0,3,1,4,6,2,10,10,10,0
744,0,0,-5,5,0,-3,2,-3,2,0,3,5,0,0,0,8,1,7,0,0,4,5,1,0,10,0,-10
745,0,1,-4,4,1,-1,2,-3,2,0,2,2,1,0,0,8,2,6,1,2,3,6,1,0,10,0,-10
746,0,1,-3,3,1,1,2,-2,2,0,2,2,1,0,0,8,3,5,2,1,2,5,1,0,10,0,-10
747,0,0,-3,3,0,2,1,-1,0,0,2,3,0,0,0,8,4,4,0,0,3,5,2,0,0,0,0
748,0,0,-3,3,0,2,0,-1,1,0,3,4,0,0,0,8,5,3,0,0,2,4,1,0,0,10,10
749,0,1,-2,2,1,2,0,1,1,0,2,2,1,0,0,8,6,2,1,1,2,5,1,0,0,10,10
750,0,0,-2,2,0,1,0,2,-1,0,3,5,0,0,0,8,7,1,0,0,2,5,1,0,0,10,10
751,0,-1,-3,3,-1,0,-1,2,0,1,1,1,1,1,1,14,0,0,1,1,3,5,1,10,10,10,0
752,0,0,-3,3,0,0,1,2,0,0,2,5,0,0,0,6,1,5,0,0,3,5,1,0,10,0,-10
753,0,1,-2,2,1,0,1,2,0,0,2,2,1,0,0,6,2,4,1,3,4,6,2,0,10,0,-10
754,0,-1,-3,3,-1,-1,-1,0,-2,0,3,3,1,0,0,6,3,3,2,2,3,6,2,0,10,10,0
755,0,1,-2,2,1,1,1,1,-2,0,2,2,1,0,0,6,4,2,3,1,4,7,2,0,0,10,10
756,0,0,-2,2,0,1,-1,1,-2,0,3,6,0,0,0,6,5,1,0,0,4,6,1,0,0,10,10
757,0,-1,-3,3,-1,-1,-1,-1,-2,1,1,1,1,1,1,10,0,0,1,3,4,7,2,10,10,10,0
758,0,1,-2,2,1,1,-1,0,-1,0,2,2,1,0,0,4,1,3,2,2,3,7,2,0,10,10,0
759,0,-1,-3,3,-1,-1,-3,0,-1,0,3,3,1,0,0,4,2,2,3,1,4,7,2,0,10,10,0
760,0,0,-3,3,0,-1,-1,0,1,0,3,5,0,0,0,4,3,1,0,0,4,6,2,0,10,10,0
761,0,-1,-4,4,-1,-1,-1,-2,1,1,1,1,1,1,1,12,0,0,1,3,4,6,2,10,10,10,0
762,0,-1,-5,5,-1,-3,0,-2,1,0,3,3,1,0,0,8,1,7,2,2,3,6,1,0,10,0,-10
763,0,1,-4,4,1,-1,2,-2,3,0,2,2,1,0,0,8,2,6,3,1,3,6,1,0,10,0,-10
764,0,0,-4,4,0,-1,2,-2,3,0,2,3,0,0,0,8,3,5,0,0,3,5,1,0,10,0,-10
765,0,0,-4,4,0,0,2,-1,3,0,3,4,0,0,0,8,4,4,0,0,3,6,2,0,0,0,0
766,0,1,-3,3,1,2,1,-1,2,0,2,2,1,0,0,8,5,3,1,2,2,6,1,0,0,10,10
767,0,1,-2,2,1,2,1,1,1,0,2,2,1,0,0,8,6,2,2,1,3,6,1,0,0,10,10
768,0,0,-2,2,0,2,1,1,0,0,2,9,0,0,0,8,7,1,0,0,4,5,1,0,0,10,10
769,0,-1,-3,3,-1,1,1,1,0,1,1,1,1,1,1,12,0,0,1,3,4,6,2,10,10,10,0
770,0,1,-2,2,1,1,1,3,0,0,4,4,1,0,0,4,1,3,2,2,3,6,2,0,10,10,0
771,0,1,-1,1,1,1,0,3,0,0,2,2,1,0,0,4,2,2,3,1,4,5,2,0,10,10,0
772,0,0,-1,1,0,1,-1,3,0,0,2,3,0,0,0,4,3,1,0,0,3,4,2,0,10,10,0
773,0,-1,-2,2,-1,1,-1,2,0,1,1,1,1,1,1,18,0,0,1,1,2,5,2,10,10,10,0
774,0,0,-2,2,0,0,-1,1,2,0,3,4,0,0,0,14,1,13,0,0,1,5,1,0,10,0,-10
775,0,0,-2,2,0,-1,0,0,1,0,2,3,0,0,0,14,2,12,0,0,2,5,1,0,10,0,-10
776,0,0,-2,2,0,-1,1,0,1,0,2,4,0,0,0,14,3,11,0,0,2,4,1,0,10,0,-10
777,0,-1,-3,3,-1,-1,1,0,1,0,3,3,1,0,0,14,4,10,1,3,3,5,1,0,0,0,0
778,0,1,-2,2,1,0,3,0,3,0,2,2,1,0,0,14,5,9,2,2,3,5,0,0,0,0,0
779,0,1,-1,1,1,1,1,0,1,0,2,2,1,0,0,14,6,8,3,1,4,5,0,0,0,0,0
780,0,0,-1,1,0,1,0,0,-1,0,4,5,0,0,0,14,7,7,0,0,4,5,0,0,0,0,0
781,0,1,0,0,1,3,0,2,-1,0,2,2,1,0,0,14,8,6,1,2,3,6,0,0,0,0,0
782,0,-1,-1,1,-1,1,0,1,-1,0,3,3,1,0,0,14,9,5,2,1,2,6,0,0,0,0,0
783,0,0,-1,1,0,0,0,1,-1,0,2,4,0,0,0,14,10,4,0,0,3,6,1,0,0,0,0
784,0,0,-1,1,0,0,-1,1,0,0,2,6,0,0,0,14,11,3,0,0,3,5,1,0,0,10,10
785,0,1,0,0,1,0,-1,3,0,0,2,2,1,0,0,14,12,2,1,3,3,6,1,0,0,10,10
786,0,-1,-1,1,-1,0,-1,1,0,0,3,3,1,0,0,14,13,1,2,2,3,6,1,0,0,10,10
787,0,-1,-2,2,-1,-1,-1,-1,2,1,1,1,1,1,1,24,0,0,3,1,4,6,1,10,10,10,0
788,0,0,-2,2,0,-1,1,-1,2,0,2,3,0,0,0,10,1,9,0,0,4,6,1,0,10,0,-10
789,0,1,-1,1,1,-1,1,-1,2,0,2,2,1,0,0,10,2,8,1,3,4,7,1,0,10,0,-10
790,0,-1,-2,2,-1,-1,1,-1,0,0,3,3,1,0,0,10,3,7,2,2,3,7,1,0,10,0,-10
791,0,1,-1,1,1,1,3,0,2,0,2,2,1,0,0,10,4,6,3,1,4,7,1,0,0,0,0
792,0,0,-1,1,0,1,1,0,2,0,3,6,0,0,0,10,5,5,0,0,4,6,0,0,0,0,0
793,0,1,0,0,1,1,1,0,2,0,2,2,1,0,0,10,6,4,1,3,4,7,1,0,0,0,0
794,0,1,1,1,1,3,-1,2,1,0,2,2,1,0,0,10,7,3,2,2,3,7,1,0,0,10,10
795,0,-1,0,0,-1,1,-1,2,1,0,3,3,1,0,0,10,8,2,3,1,4,7,1,0,0,10,10
796,0,0,0,0,0,1,1,2,3,0,2,3,0,0,0,10,9,1,0,0,4,6,1,0,0,10,10
797,0,-1,-1,1,-1,-1,1,0,3,1,1,1,1,1,1,22,0,0,1,3,4,6,1,10,10,10,0
798,0,1,0,0,1,-1,2,2,3,0,4,4,1,0,0,12,1,11,2,2,3,6,1,0,10,0,-10
799,0,1,1,1,1,1,2,2,1,0,2,2,1,0,0,12,2,10,3,1,3,6,1,0,10,0,-10
800,0,0,1,1,0,1,2,2,1,0,2,7,0,0,0,12,3,9,0,0,3,5,1,0,10,0,-10
801,0,0,1,1,0,2,2,1,1,0,2,3,0,0,0,12,4,8,0,0,3,6,1,0,0,0,0
802,0,1,2,2,1,2,1,1,0,0,2,2,1,0,0,12,5,7,1,2,2,6,0,0,0,0,0
803,0,1,3,3,1,2,-1,3,-1,0,2,2,1,0,0,12,6,6,2,1,3,6,0,0,0,0,0
804,0,0,3,3,0,2,-1,3,-3,0,3,4,0,0,0,12,7,5,0,0,4,5,0,0,0,0,0
805,0,-1,2,2,-1,1,-1,3,-3,0,3,3,1,0,0,12,8,4,1,3,4,6,1,0,0,0,0
806,0,-1,1,1,-1,-1,-1,1,-1,0,3,3,1,0,0,12,9,3,2,2,3,6,1,0,0,10,10
807,0,1,2,2,1,-1,0,1,-1,0,2,2,1,0,0,12,10,2,3,1,4,6,2,0,0,10,10
808,0,0,2,2,0,-1,-2,1,-1,0,2,4,0,0,0,12,11,1,0,0,3,5,2,0,0,20,20
809,0,-1,1,1,-1,-1,-2,0,-1,1,1,1,1,1,1,14,0,0,1,1,3,6,2,10,10,20,10
810,0,0,1,1,0,0,0,-1,1,0,3,6,0,0,0,2,1,1,0,0,2,6,2,0,10,10,0
811,0,-1,0,0,-1,-2,-1,-3,2,1,1,1,1,1,1,12,0,0,1,1,3,6,2,10,20,10,-10
812,0,0,0,0,0,-2,1,-3,3,0,3,4,0,0,0,10,1,9,0,0,3,5,2,0,20,0,-20
813,0,1,1,1,1,0,1,-1,3,0,2,2,1,0,0,10,2,8,1,3,4,6,2,0,10,0,-10
814,0,-1,0,0,-1,-1,1,-1,1,0,3,3,1,0,0,10,3,7,2,2,3,6,1,0,10,0,-10
815,0,1,1,1,1,1,3,-1,1,0,2,2,1,0,0,10,4,6,3,1,4,6,1,0,0,0,0
816,0,0,1,1,0,1,2,-1,-1,0,3,6,0,0,0,10,5,5,0,0,4,5,0,0,0,0,0
817,0,1,2,2,1,1,2,1,-1,0,2,2,1,0,0,10,6,4,1,2,3,6,1,0,0,0,0
818,0,1,3,3,1,3,0,2,-2,0,2,2,1,0,0,10,7,3,2,1,2,6,1,0,0,10,10
819,0,0,3,3,0,2,-2,3,-4,0,3,4,0,0,0,10,8,2,0,0,3,6,2,0,0,10,10
820,0,0,3,3,0,2,-3,3,-5,0,3,4,0,0,0,10,9,1,0,0,3,5,2,0,0,20,20
821,0,-1,2,2,-1,0,-3,1,-5,1,1,1,1,1,1,12,0,0,1,3,3,5,2,10,10,20,10
822,0,-1,1,1,-1,-2,-2,1,-5,0,3,3,1,0,0,2,1,1,2,2,3,5,2,0,10,10,0
823,0,-1,0,0,-1,-3,-2,-1,-5,1,1,1,1,1,1,6,0,0,3,1,3,5,3,10,20,10,-10
824,0,0,0,0,0,-3,-2,-1,-3,0,2,4,0,0,0,4,1,3,0,0,3,5,3,0,20,10,-10
825,0,0,0,0,0,-2,-2,-2,-3,0,3,4,0,0,0,4,2,2,0,0,3,6,4,0,10,10,0
826,0,-1,-1,1,-1,-2,-3,-4,-3,0,3,3,1,0,0,4,3,1,1,2,2,6,3,0,10,20,10
827,0,-1,-2,2,-1,-2,-3,-5,-3,1,1,1,1,1,1,6,0,0,2,1,3,6,3,10,10,20,10
828,0,0,-2,2,0,-2,-1,-5,-1,0,3,5,0,0,0,2,1,1,0,0,4,5,2,0,10,10,0
829,0,-1,-3,3,-1,-3,-1,-5,-1,1,1,1,1,1,1,12,0,0,1,3,4,5,2,10,20,10,-10
830,0,-1,-4,4,-1,-3,0,-5,0,0,3,3,1,0,0,10,1,9,2,2,3,6,2,0,20,0,-20
831,0,1,-3,3,1,-1,0,-3,2,0,2,2,1,0,0,10,2,8,3,1,3,6,2,0,10,0,-10
832,0,0,-3,3,0,-1,0,-3,0,0,2,7,0,0,0,10,3,7,0,0,3,5,1,0,10,0,-10
833,0,0,-3,3,0,0,0,-3,0,0,2,3,0,0,0,10,4,6,0,0,3,5,1,0,0,0,0
834,0,-1,-4,4,-1,0,0,-3,0,0,3,3,1,0,0,10,5,5,1,2,2,5,0,0,0,0,0
835,0,1,-3,3,1,0,2,-1,2,0,2,2,1,0,0,10,6,4,2,1,2,5,1,0,0,0,0
836,0,0,-3,3,0,0,0,-1,2,0,3,4,0,0,0,10,7,3,0,0,3,4,1,0,0,10,10
837,0,0,-3,3,0,0,0,0,2,0,2,4,0,0,0,10,8,2,0,0,3,4,2,0,0,10,10
838,0,1,-2,2,1,2,0,2,2,0,2,2,1,0,0,10,9,1,1,2,2,5,2,0,0,15,15
839,0,-1,-3,3,-1,0,0,0,1,1,1,1,1,1,1,24,0,0,2,1,2,5,2,10,10,15,5
840,0,0,-3,3,0,0,2,0,2,0,4,6,0,0,0,14,1,13,0,0,3,4,2,0,10,5,-5
841,0,0,-3,3,0,0,2,0,2,0,1,2,0,1,2,14,2,12,0,0,3,4,2,5,15,5,-10
842,0,1,-2,2,1,0,2,2,3,0,2,2,1,0,0,14,3,11,1,2,2,4,2,0,15,0,-15
