n,H_negative,mu,mertens,abs_mertens,mertens_d1,mertens_back4,mertens_forward4,mertens_back8,mertens_forward8,is_prime,omega,bigomega,is_squarefree,is_prime_power,prime_power_exponent,prime_gap,distance_prev_prime,distance_next_prime,squarefree_run_left,squarefree_run_right,squarefree_count_5,squarefree_count_9,prime_power_count_9,psi_bit_mass_d1,psi_bit_mass_back4,psi_bit_mass_forward4,psi_bit_curvature4
1535,0,1,-1,1,1,-1,3,-1,3,0,2,2,1,0,0,12,4,8,3,1,4,6,1,0,0,0,0
1536,0,0,-1,1,0,-1,2,-1,1,0,2,10,0,0,0,12,5,7,0,0,4,5,0,0,0,0,0
1537,0,1,0,0,1,1,2,-1,1,0,2,2,1,0,0,12,6,6,1,2,3,6,0,0,0,0,0
1538,0,1,1,1,1,3,2,0,-1,0,2,2,1,0,0,12,7,5,2,1,2,6,0,0,0,0,0
1539,0,0,1,1,0,2,0,1,-1,0,2,5,0,0,0,12,8,4,0,0,3,6,1,0,0,0,0
1540,0,0,1,1,0,2,-1,1,-2,0,4,5,0,0,0,12,9,3,0,0,3,5,1,0,0,11,11
1541,0,1,2,2,1,2,-1,3,-2,0,2,2,1,0,0,12,10,2,1,3,3,6,1,0,0,11,11
1542,0,-1,1,1,-1,0,-3,3,-4,0,3,3,1,0,0,12,11,1,2,2,3,6,1,0,0,11,11
1543,0,-1,0,0,-1,-1,-1,1,-3,1,1,1,1,1,1,18,0,0,3,1,4,6,1,11,11,11,0
1544,0,0,0,0,0,-1,-1,1,-3,0,2,4,0,0,0,6,1,5,0,0,4,6,1,0,11,0,-11
1545,0,-1,-1,1,-1,-3,-1,-1,-3,0,3,3,1,0,0,6,2,4,1,3,4,7,2,0,11,0,-11
1546,0,1,0,0,1,-1,-1,-1,-3,0,2,2,1,0,0,6,3,3,2,2,3,6,2,0,11,11,0
1547,0,-1,-1,1,-1,-1,-2,-2,-3,0,3,3,1,0,0,6,4,2,3,1,4,6,2,0,0,11,11
1548,0,0,-1,1,0,-1,-2,-2,-1,0,3,5,0,0,0,6,5,1,0,0,3,5,1,0,0,11,11
1549,0,-1,-2,2,-1,-1,-2,-4,-1,1,1,1,1,1,1,10,0,0,1,1,3,6,2,11,11,11,0
1550,0,0,-2,2,0,-2,-2,-3,0,0,3,4,0,0,0,4,1,3,0,0,2,6,2,0,11,11,0
1551,0,-1,-3,3,-1,-2,-1,-3,-1,0,3,3,1,0,0,4,2,2,1,1,3,6,2,0,11,11,0
1552,0,0,-3,3,0,-2,1,-3,-1,0,2,5,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1553,0,-1,-4,4,-1,-2,1,-3,-1,1,1,1,1,1,1,10,0,0,1,3,4,5,2,11,11,11,0
1554,0,1,-3,3,1,-1,2,-3,1,0,4,4,1,0,0,6,1,5,2,2,3,5,1,0,11,0,-11
1555,0,1,-2,2,1,1,0,-1,-1,0,2,2,1,0,0,6,2,4,3,1,3,6,2,0,11,0,-11
1556,0,0,-2,2,0,1,-2,-1,-1,0,2,3,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1557,0,0,-2,2,0,2,-2,0,-1,0,2,3,0,0,0,6,4,2,0,0,3,6,2,0,0,11,11
1558,0,-1,-3,3,-1,0,-1,-1,0,0,3,3,1,0,0,6,5,1,1,2,2,6,1,0,0,11,11
1559,0,-1,-4,4,-1,-2,-1,-1,1,1,1,1,1,1,1,14,0,0,2,1,3,6,1,11,11,11,0
1560,0,0,-4,4,0,-2,1,-1,1,0,4,6,0,0,0,8,1,7,0,0,4,5,1,0,11,0,-11
1561,0,1,-3,3,1,-1,1,1,1,0,2,2,1,0,0,8,2,6,1,3,4,6,1,0,11,0,-11
1562,0,-1,-4,4,-1,-1,1,-1,1,0,3,3,1,0,0,8,3,5,2,2,3,6,1,0,11,0,-11
1563,0,1,-3,3,1,1,2,-1,1,0,2,2,1,0,0,8,4,4,3,1,4,6,2,0,0,0,0
1564,0,0,-3,3,0,1,0,-1,-1,0,3,4,0,0,0,8,5,3,0,0,3,5,1,0,0,11,11
1565,0,1,-2,2,1,1,0,0,-1,0,2,2,1,0,0,8,6,2,1,1,3,6,1,0,0,11,11
1566,0,0,-2,2,0,2,0,1,-2,0,3,5,0,0,0,8,7,1,0,0,2,6,1,0,0,11,11
1567,0,-1,-3,3,-1,0,-1,1,-1,1,1,1,1,1,1,12,0,0,1,1,3,6,2,11,11,11,0
1568,0,0,-3,3,0,0,-1,1,0,0,2,7,0,0,0,4,1,3,0,0,3,5,2,0,11,11,0
1569,0,1,-2,2,1,0,-1,1,0,0,2,2,1,0,0,4,2,2,1,3,4,5,2,0,11,11,0
1570,0,-1,-3,3,-1,-1,-2,1,0,0,3,3,1,0,0,4,3,1,2,2,3,5,2,0,11,11,0
1571,0,-1,-4,4,-1,-1,0,-1,0,1,1,1,1,1,1,12,0,0,3,1,3,5,2,11,11,11,0
1572,0,0,-4,4,0,-1,1,-1,0,0,3,4,0,0,0,8,1,7,0,0,3,4,1,0,11,0,-11
1573,0,0,-4,4,0,-2,1,-2,0,0,2,3,0,0,0,8,2,6,0,0,2,5,1,0,11,0,-11
1574,0,1,-3,3,1,0,2,-1,-1,0,2,2,1,0,0,8,3,5,1,1,1,5,1,0,11,0,-11
1575,0,0,-3,3,0,1,0,0,-3,0,3,5,0,0,0,8,4,4,0,0,2,5,2,0,0,0,0
1576,0,0,-3,3,0,1,-1,0,-4,0,2,4,0,0,0,8,5,3,0,0,3,4,1,0,0,11,11
1577,0,1,-2,2,1,2,-1,0,-4,0,2,2,1,0,0,8,6,2,1,3,3,5,1,0,0,11,11
1578,0,-1,-3,3,-1,0,-3,0,-4,0,3,3,1,0,0,8,7,1,2,2,3,6,1,0,0,11,11
1579,0,-1,-4,4,-1,-1,-3,0,-4,1,1,1,1,1,1,12,0,0,3,1,4,6,2,11,11,11,0
1580,0,0,-4,4,0,-1,-3,0,-3,0,3,4,0,0,0,4,1,3,0,0,4,6,2,0,11,11,0
1581,0,-1,-5,5,-1,-3,-3,-1,-3,0,3,3,1,0,0,4,2,2,1,3,4,7,2,0,11,11,0
1582,0,-1,-6,6,-1,-3,-1,-3,-1,0,3,3,1,0,0,4,3,1,2,2,3,7,2,0,11,11,0
1583,0,-1,-7,7,-1,-3,-1,-4,1,1,1,1,1,1,1,18,0,0,3,1,4,6,2,11,11,11,0
1584,0,0,-7,7,0,-3,0,-4,3,0,3,7,0,0,0,14,1,13,0,0,4,5,1,0,11,0,-11
1585,0,1,-6,6,1,-1,0,-4,3,0,2,2,1,0,0,14,2,12,1,2,3,6,1,0,11,0,-11
1586,0,-1,-7,7,-1,-1,0,-4,2,0,3,3,1,0,0,14,3,11,2,1,2,6,1,0,11,0,-11
1587,0,0,-7,7,0,0,2,-3,4,0,2,3,0,0,0,14,4,10,0,0,3,6,1,0,0,0,0
1588,0,0,-7,7,0,0,3,-3,3,0,2,3,0,0,0,14,5,9,0,0,3,5,0,0,0,0,0
1589,0,1,-6,6,1,0,3,-1,3,0,2,2,1,0,0,14,6,8,1,3,3,5,0,0,0,0,0
1590,0,1,-5,5,1,2,2,1,1,0,4,4,1,0,0,14,7,7,2,2,3,5,0,0,0,0,0
1591,0,1,-4,4,1,3,2,3,-1,0,2,2,1,0,0,14,8,6,3,1,3,5,0,0,0,0,0
1592,0,0,-4,4,0,3,0,3,-3,0,2,4,0,0,0,14,9,5,0,0,3,5,0,0,0,0,0
1593,0,0,-4,4,0,2,0,2,-3,0,2,4,0,0,0,14,10,4,0,0,3,6,1,0,0,0,0
1594,0,1,-3,3,1,2,-1,4,-4,0,2,2,1,0,0,14,11,3,1,2,2,6,1,0,0,11,11
1595,0,-1,-4,4,-1,0,-3,3,-5,0,3,3,1,0,0,14,12,2,2,1,3,6,1,0,0,11,11
1596,0,0,-4,4,0,0,-3,3,-3,0,4,5,0,0,0,14,13,1,0,0,4,5,1,0,0,11,11
1597,0,-1,-5,5,-1,-1,-3,1,-3,1,1,1,1,1,1,18,0,0,1,3,4,6,2,11,11,11,0
1598,0,-1,-6,6,-1,-3,-3,-1,-3,0,3,3,1,0,0,4,1,3,2,2,3,6,2,0,11,11,0
1599,0,-1,-7,7,-1,-3,-2,-3,-3,0,3,3,1,0,0,4,2,2,3,1,4,6,2,0,11,11,0
1600,0,0,-7,7,0,-3,0,-3,-3,0,2,8,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1601,0,-1,-8,8,-1,-3,0,-4,-3,1,1,1,1,1,1,10,0,0,1,1,3,6,2,11,11,11,0
1602,0,0,-8,8,0,-2,0,-5,-3,0,3,4,0,0,0,6,1,5,0,0,2,6,1,0,11,0,-11
1603,0,1,-7,7,1,0,-1,-3,-2,0,2,2,1,0,0,6,2,4,1,1,3,6,2,0,11,0,-11
1604,0,0,-7,7,0,0,-3,-3,-3,0,2,3,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1605,0,-1,-8,8,-1,0,-3,-3,-3,0,3,3,1,0,0,6,4,2,1,3,4,6,3,0,0,11,11
1606,0,-1,-9,9,-1,-1,-3,-3,-3,0,3,3,1,0,0,6,5,1,2,2,3,6,2,0,0,22,22
1607,0,-1,-10,10,-1,-3,-1,-3,-3,1,1,1,1,1,1,8,0,0,3,1,4,6,2,11,11,22,11
1608,0,0,-10,10,0,-3,0,-3,-3,0,3,5,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1609,0,-1,-11,11,-1,-3,0,-3,-3,1,1,1,1,1,1,6,0,0,1,2,3,6,3,11,22,11,-11
1610,0,1,-10,10,1,-1,0,-2,-2,0,4,4,1,0,0,4,1,3,2,1,2,6,3,0,22,11,-11
1611,0,0,-10,10,0,0,-2,-3,-2,0,2,3,0,0,0,4,2,2,0,0,3,6,3,0,11,11,0
1612,0,0,-10,10,0,0,-3,-3,-3,0,3,4,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1613,0,-1,-11,11,-1,0,-3,-3,-3,1,1,1,1,1,1,10,0,0,1,3,3,5,2,11,11,11,0
1614,0,-1,-12,12,-1,-2,-2,-3,-3,0,3,3,1,0,0,6,1,5,2,2,3,5,1,0,11,0,-11
1615,0,-1,-13,13,-1,-3,0,-3,-1,0,3,3,1,0,0,6,2,4,3,1,3,5,2,0,11,0,-11
1616,0,0,-13,13,0,-3,0,-3,1,0,2,5,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1617,0,0,-13,13,0,-2,0,-2,1,0,3,4,0,0,0,6,4,2,0,0,3,6,3,0,0,11,11
1618,0,1,-12,12,1,0,-1,-2,1,0,2,2,1,0,0,6,5,1,1,2,2,6,2,0,0,22,22
1619,0,-1,-13,13,-1,0,-1,-3,-1,1,1,1,1,1,1,8,0,0,2,1,3,6,2,11,11,22,11
1620,0,0,-13,13,0,0,1,-3,-1,0,3,7,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1621,0,-1,-14,14,-1,-1,1,-3,-1,1,1,1,1,1,1,8,0,0,1,3,4,5,2,11,22,11,-11
1622,0,1,-13,13,1,-1,2,-1,0,0,2,2,1,0,0,6,1,5,2,2,3,6,2,0,22,0,-22
1623,0,1,-12,12,1,1,0,1,-2,0,2,2,1,0,0,6,2,4,3,1,3,6,3,0,11,0,-11
1624,0,0,-12,12,0,1,-2,1,-2,0,3,5,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1625,0,0,-12,12,0,2,-2,1,-2,0,2,4,0,0,0,6,4,2,0,0,3,5,2,0,0,11,11
1626,0,-1,-13,13,-1,0,-2,-1,-1,0,3,3,1,0,0,6,5,1,1,2,2,5,1,0,0,11,11
1627,0,-1,-14,14,-1,-2,-2,-1,-1,1,1,1,1,1,1,16,0,0,2,1,2,5,1,11,11,11,0
1628,0,0,-14,14,0,-2,0,-1,-1,0,3,4,0,0,0,10,1,9,0,0,3,4,1,0,11,0,-11
1629,0,0,-14,14,0,-2,0,0,-1,0,2,3,0,0,0,10,2,8,0,0,3,5,1,0,11,0,-11
1630,0,-1,-15,15,-1,-2,1,-2,-2,0,3,3,1,0,0,10,3,7,1,2,2,6,1,0,11,0,-11
1631,0,1,-14,14,1,0,1,-2,-1,0,2,2,1,0,0,10,4,6,2,1,3,6,1,0,0,0,0
1632,0,0,-14,14,0,0,-1,-2,-1,0,3,7,0,0,0,10,5,5,0,0,4,5,0,0,0,0,0
1633,0,1,-13,13,1,1,-1,-1,-1,0,2,2,1,0,0,10,6,4,1,3,4,6,1,0,0,0,0
1634,0,-1,-14,14,-1,1,-3,-1,-1,0,3,3,1,0,0,10,7,3,2,2,3,6,1,0,0,11,11
1635,0,-1,-15,15,-1,-1,-2,-1,1,0,3,3,1,0,0,10,8,2,3,1,4,6,1,0,0,11,11
1636,0,0,-15,15,0,-1,0,-1,3,0,2,3,0,0,0,10,9,1,0,0,3,5,1,0,0,11,11
1637,0,-1,-16,16,-1,-3,0,-2,3,1,1,1,1,1,1,30,0,0,1,1,3,6,1,11,11,11,0
1638,0,0,-16,16,0,-2,2,-1,3,0,4,5,0,0,0,20,1,19,0,0,2,6,1,0,11,0,-11
1639,0,1,-15,15,1,0,3,-1,4,0,2,2,1,0,0,20,2,18,1,1,3,6,1,0,11,0,-11
1640,0,0,-15,15,0,0,3,-1,3,0,3,5,0,0,0,20,3,17,0,0,3,5,1,0,11,0,-11
1641,0,1,-14,14,1,2,3,-1,3,0,2,2,1,0,0,20,4,16,1,3,4,6,1,0,0,0,0
1642,0,1,-13,13,1,3,1,1,3,0,2,2,1,0,0,20,5,15,2,2,3,6,0,0,0,0,0
1643,0,1,-12,12,1,3,1,3,2,0,2,2,1,0,0,20,6,14,3,1,4,6,0,0,0,0,0
1644,0,0,-12,12,0,3,0,3,2,0,3,4,0,0,0,20,7,13,0,0,4,5,0,0,0,0,0
1645,0,-1,-13,13,-1,1,0,3,2,0,3,3,1,0,0,20,8,12,1,2,3,6,0,0,0,0,0
1646,0,1,-12,12,1,1,2,4,2,0,2,2,1,0,0,20,9,11,2,1,2,5,0,0,0,0,0
1647,0,0,-12,12,0,0,1,3,2,0,2,4,0,0,0,20,10,10,0,0,3,5,0,0,0,0,0
1648,0,0,-12,12,0,0,2,3,3,0,2,5,0,0,0,20,11,9,0,0,2,4,0,0,0,0,0
1649,0,1,-11,11,1,2,2,3,3,0,2,2,1,0,0,20,12,8,1,1,2,5,0,0,0,0,0
1650,0,0,-11,11,0,1,0,2,1,0,4,5,0,0,0,20,13,7,0,0,2,5,0,0,0,0,0
1651,0,1,-10,10,1,2,1,2,2,0,2,2,1,0,0,20,14,6,1,1,3,5,0,0,0,0,0
1652,0,0,-10,10,0,2,1,2,0,0,3,4,0,0,0,20,15,5,0,0,3,5,0,0,0,0,0
1653,0,-1,-11,11,-1,0,1,2,0,0,3,3,1,0,0,20,16,4,1,3,4,6,1,0,0,0,0
1654,0,1,-10,10,1,1,1,2,2,0,2,2,1,0,0,20,17,3,2,2,3,6,1,0,0,11,11
1655,0,1,-9,9,1,1,1,3,0,0,2,2,1,0,0,20,18,2,3,1,4,7,1,0,0,11,11
1656,0,0,-9,9,0,1,-1,3,-2,0,3,6,0,0,0,20,19,1,0,0,4,6,1,0,0,11,11
1657,0,-1,-10,10,-1,1,-1,1,-2,1,1,1,1,1,1,26,0,0,1,3,4,7,1,11,11,11,0
1658,0,1,-9,9,1,1,1,2,-1,0,2,2,1,0,0,6,1,5,2,2,3,7,1,0,11,0,-11
1659,0,-1,-10,10,-1,-1,-1,0,-2,0,3,3,1,0,0,6,2,4,3,1,4,7,2,0,11,0,-11
1660,0,0,-10,10,0,-1,-1,0,-2,0,3,4,0,0,0,6,3,3,0,0,4,6,2,0,11,11,0
1661,0,1,-9,9,1,1,-1,2,-2,0,2,2,1,0,0,6,4,2,1,3,4,6,2,0,0,11,11
1662,0,-1,-10,10,-1,-1,-2,0,-4,0,3,3,1,0,0,6,5,1,2,2,3,5,1,0,0,11,11
1663,0,-1,-11,11,-1,-1,-1,-2,-4,1,1,1,1,1,1,10,0,0,3,1,3,5,2,11,11,11,0
1664,0,0,-11,11,0,-1,-1,-2,-2,0,2,8,0,0,0,4,1,3,0,0,2,4,2,0,11,11,0
1665,0,0,-11,11,0,-2,-1,-1,-2,0,3,4,0,0,0,4,2,2,0,0,2,5,3,0,11,11,0
1666,0,0,-11,11,0,-1,-2,-2,-1,0,3,4,0,0,0,4,3,1,0,0,1,5,3,0,11,22,11
1667,0,-1,-12,12,-1,-1,-3,-2,-1,1,1,1,1,1,1,6,0,0,1,1,2,5,3,11,11,22,11
1668,0,0,-12,12,0,-1,-1,-2,0,0,3,4,0,0,0,2,1,1,0,0,3,4,2,0,11,11,0
1669,0,-1,-13,13,-1,-2,-1,-4,0,1,1,1,1,1,1,26,0,0,1,3,4,5,2,11,22,11,-11
1670,0,-1,-14,14,-1,-3,1,-4,0,0,3,3,1,0,0,24,1,23,2,2,3,5,2,0,22,0,-22
1671,0,1,-13,13,1,-1,2,-2,2,0,2,2,1,0,0,24,2,22,3,1,4,5,2,0,11,0,-11
1672,0,0,-13,13,0,-1,1,-2,2,0,3,5,0,0,0,24,3,21,0,0,3,4,1,0,11,0,-11
1673,0,1,-12,12,1,1,1,-1,2,0,2,2,1,0,0,24,4,20,1,1,2,5,1,0,0,0,0
1674,0,0,-12,12,0,2,-1,-1,1,0,3,5,0,0,0,24,5,19,0,0,1,5,0,0,0,0,0
1675,0,0,-12,12,0,1,0,0,1,0,2,3,0,0,0,24,6,18,0,0,2,5,0,0,0,0,0
1676,0,0,-12,12,0,1,1,0,1,0,2,3,0,0,0,24,7,17,0,0,2,4,0,0,0,0,0
1677,0,-1,-13,13,-1,-1,1,0,1,0,3,3,1,0,0,24,8,16,1,3,3,4,1,0,0,0,0
1678,0,1,-12,12,1,0,2,2,3,0,2,2,1,0,0,24,9,15,2,2,3,3,1,0,0,6,6
1679,0,1,-11,11,1,1,1,2,1,0,2,2,1,0,0,24,10,14,3,1,3,3,1,0,0,6,6
1680,0,0,-11,11,0,1,0,2,1,0,4,7,0,0,0,24,11,13,0,0,2,3,1,0,0,6,6
1681,0,0,-11,11,0,2,0,1,1,0,1,2,0,1,2,24,12,12,0,0,1,4,1,6,6,6,0
1682,0,0,-11,11,0,1,1,1,2,0,2,3,0,0,0,24,13,11,0,0,0,4,1,0,6,0,-6
1683,0,0,-11,11,0,0,0,1,2,0,3,4,0,0,0,24,14,10,0,0,1,4,1,0,6,0,-6
1684,0,0,-11,11,0,0,1,1,3,0,2,3,0,0,0,24,15,9,0,0,2,3,1,0,6,0,-6
1685,0,1,-10,10,1,1,1,3,3,0,2,2,1,0,0,24,16,8,1,3,3,4,1,0,0,0,0
1686,0,-1,-11,11,-1,0,1,1,1,0,3,3,1,0,0,24,17,7,2,2,3,4,0,0,0,0,0
1687,0,1,-10,10,1,1,2,1,2,0,2,2,1,0,0,24,18,6,3,1,4,5,0,0,0,0,0
1688,0,0,-10,10,0,1,2,1,0,0,2,4,0,0,0,24,19,5,0,0,3,5,0,0,0,0,0
1689,0,1,-9,9,1,1,2,2,0,0,2,2,1,0,0,24,20,4,1,1,3,6,1,0,0,0,0
1690,0,0,-9,9,0,2,0,2,-2,0,3,4,0,0,0,24,21,3,0,0,2,5,1,0,0,11,11
1691,0,1,-8,8,1,2,0,3,-3,0,2,2,1,0,0,24,22,2,1,1,3,5,1,0,0,11,11
1692,0,0,-8,8,0,2,-2,3,-5,0,3,5,0,0,0,24,23,1,0,0,2,4,1,0,0,11,11
1693,0,-1,-9,9,-1,0,-2,1,-5,1,1,1,1,1,1,28,0,0,1,1,3,5,2,11,11,11,0
1694,0,0,-9,9,0,0,-2,2,-4,0,3,4,0,0,0,4,1,3,0,0,2,5,2,0,11,11,0
1695,0,-1,-10,10,-1,-2,-3,0,-5,0,3,3,1,0,0,4,2,2,1,1,3,6,3,0,11,11,0
1696,0,0,-10,10,0,-2,-3,0,-3,0,2,6,0,0,0,4,3,1,0,0,3,5,3,0,11,22,11
1697,0,-1,-11,11,-1,-2,-3,-2,-3,1,1,1,1,1,1,6,0,0,1,3,4,5,3,11,11,22,11
1698,0,-1,-12,12,-1,-3,-2,-3,-3,0,3,3,1,0,0,2,1,1,2,2,3,5,2,0,11,11,0
1699,0,-1,-13,13,-1,-3,-2,-5,-1,1,1,1,1,1,1,12,0,0,3,1,3,6,2,11,22,11,-11
1700,0,0,-13,13,0,-3,0,-5,1,0,3,5,0,0,0,10,1,9,0,0,3,5,2,0,22,0,-22
1701,0,0,-13,13,0,-2,0,-4,1,0,2,6,0,0,0,10,2,8,0,0,3,6,2,0,11,0,-11
1702,0,-1,-14,14,-1,-2,-1,-5,0,0,3,3,1,0,0,10,3,7,1,2,2,6,1,0,11,0,-11
1703,0,1,-13,13,1,0,1,-3,1,0,2,2,1,0,0,10,4,6,2,1,3,6,1,0,0,0,0
1704,0,0,-13,13,0,0,1,-3,1,0,3,5,0,0,0,10,5,5,0,0,4,5,0,0,0,0,0
1705,0,-1,-14,14,-1,-1,1,-3,1,0,3,3,1,0,0,10,6,4,1,3,4,6,1,0,0,0,0
1706,0,1,-13,13,1,1,1,-1,3,0,2,2,1,0,0,10,7,3,2,2,3,6,1,0,0,11,11
1707,0,1,-12,12,1,1,0,1,3,0,2,2,1,0,0,10,8,2,3,1,4,6,1,0,0,11,11
1708,0,0,-12,12,0,1,0,1,2,0,3,4,0,0,0,10,9,1,0,0,3,5,1,0,0,11,11
1709,0,-1,-13,13,-1,1,0,0,2,1,1,1,1,1,1,22,0,0,1,1,3,6,1,11,11,11,0
1710,0,0,-13,13,0,0,2,1,4,0,4,5,0,0,0,12,1,11,0,0,2,6,1,0,11,0,-11
1711,0,1,-12,12,1,0,3,1,5,0,2,2,1,0,0,12,2,10,1,1,3,5,1,0,11,0,-11
1712,0,0,-12,12,0,0,2,1,4,0,2,5,0,0,0,12,3,9,0,0,3,4,1,0,11,0,-11
1713,0,1,-11,11,1,2,2,3,4,0,2,2,1,0,0,12,4,8,1,2,3,5,1,0,0,0,0
1714,0,1,-10,10,1,3,2,3,2,0,2,2,1,0,0,12,5,7,2,1,2,5,0,0,0,0,0
1715,0,0,-10,10,0,2,2,2,2,0,2,4,0,0,0,12,6,6,0,0,3,5,0,0,0,0,0
1716,0,0,-10,10,0,2,2,2,1,0,4,5,0,0,0,12,7,5,0,0,3,4,0,0,0,0,0
1717,0,1,-9,9,1,2,2,4,1,0,2,2,1,0,0,12,8,4,1,2,2,5,1,0,0,0,0
1718,0,1,-8,8,1,2,0,5,0,0,2,2,1,0,0,12,9,3,2,1,2,5,1,0,0,11,11
1719,0,0,-8,8,0,2,0,4,0,0,2,3,0,0,0,12,10,2,0,0,3,5,2,0,0,11,11
1720,0,0,-8,8,0,2,-1,4,1,0,3,5,0,0,0,12,11,1,0,0,3,5,2,0,0,22,22
1721,0,-1,-9,9,-1,0,-1,2,1,1,1,1,1,1,1,14,0,0,1,3,3,5,2,11,11,22,11
1722,0,1,-8,8,1,0,0,2,1,0,4,4,1,0,0,2,1,1,2,2,3,5,2,0,11,11,0
1723,0,-1,-9,9,-1,-1,0,1,-1,1,1,1,1,1,1,12,0,0,3,1,3,5,2,11,22,11,-11
1724,0,0,-9,9,0,-1,2,1,1,0,2,3,0,0,0,10,1,9,0,0,3,5,2,0,22,0,-22
1725,0,0,-9,9,0,0,2,0,1,0,3,4,0,0,0,10,2,8,0,0,3,6,2,0,11,0,-11
1726,0,1,-8,8,1,0,1,0,0,0,2,2,1,0,0,10,3,7,1,2,2,6,1,0,11,0,-11
1727,0,1,-7,7,1,2,-1,1,-1,0,2,2,1,0,0,10,4,6,2,1,3,6,1,0,0,0,0
1728,0,0,-7,7,0,2,-1,1,-1,0,2,9,0,0,0,10,5,5,0,0,4,5,0,0,0,0,0
1729,0,-1,-8,8,-1,1,-1,1,-1,0,3,3,1,0,0,10,6,4,1,3,4,6,1,0,0,0,0
1730,0,-1,-9,9,-1,-1,-1,-1,0,0,3,3,1,0,0,10,7,3,2,2,3,6,1,0,0,11,11
1731,0,1,-8,8,1,-1,0,1,0,0,2,2,1,0,0,10,8,2,3,1,4,6,1,0,0,11,11
1732,0,0,-8,8,0,-1,0,1,0,0,2,3,0,0,0,10,9,1,0,0,3,5,1,0,0,11,11
1733,0,-1,-9,9,-1,-1,0,0,0,1,1,1,1,1,1,18,0,0,1,1,3,5,1,11,11,11,0
1734,0,0,-9,9,0,0,1,-1,0,0,3,4,0,0,0,8,1,7,0,0,2,5,1,0,11,0,-11
1735,0,1,-8,8,1,0,0,-1,-1,0,2,2,1,0,0,8,2,6,1,1,2,5,1,0,11,0,-11
1736,0,0,-8,8,0,0,0,-1,-3,0,3,5,0,0,0,8,3,5,0,0,2,4,1,0,11,0,-11
1737,0,0,-8,8,0,1,0,0,-3,0,2,3,0,0,0,8,4,4,0,0,3,5,2,0,0,0,0
1738,0,-1,-9,9,-1,0,-1,0,-2,0,3,3,1,0,0,8,5,3,1,2,2,5,1,0,0,11,11
1739,0,1,-8,8,1,0,-1,0,-1,0,2,2,1,0,0,8,6,2,2,1,3,6,1,0,0,11,11
1740,0,0,-8,8,0,0,-3,0,-3,0,4,5,0,0,0,8,7,1,0,0,4,5,1,0,0,11,11
1741,0,-1,-9,9,-1,-1,-3,0,-3,1,1,1,1,1,1,14,0,0,1,3,4,6,1,11,11,11,0
1742,0,-1,-10,10,-1,-1,-1,-1,-3,0,3,3,1,0,0,6,1,5,2,2,3,6,1,0,11,0,-11
1743,0,-1,-11,11,-1,-3,0,-3,-2,0,3,3,1,0,0,6,2,4,3,1,4,6,2,0,11,0,-11
1744,0,0,-11,11,0,-3,0,-3,0,0,2,5,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1745,0,1,-10,10,1,-1,0,-2,0,0,2,2,1,0,0,6,4,2,1,1,3,6,2,0,0,11,11
1746,0,0,-10,10,0,0,-2,-1,-2,0,3,4,0,0,0,6,5,1,0,0,2,5,1,0,0,11,11
1747,0,-1,-11,11,-1,0,-2,-3,-1,1,1,1,1,1,1,12,0,0,1,1,3,5,1,11,11,11,0
1748,0,0,-11,11,0,0,0,-3,0,0,3,4,0,0,0,6,1,5,0,0,2,4,1,0,11,0,-11
1749,0,-1,-12,12,-1,-2,0,-3,0,0,3,3,1,0,0,6,2,4,1,1,3,5,2,0,11,0,-11
1750,0,0,-12,12,0,-2,0,-2,2,0,3,5,0,0,0,6,3,3,0,0,2,5,2,0,11,11,0
1751,0,1,-11,11,1,0,1,0,1,0,2,2,1,0,0,6,4,2,1,1,3,5,2,0,0,11,11
1752,0,0,-11,11,0,0,0,0,-1,0,3,5,0,0,0,6,5,1,0,0,3,4,1,0,0,11,11
1753,0,-1,-12,12,-1,0,0,-2,-1,1,1,1,1,1,1,12,0,0,1,2,3,5,1,11,11,11,0
1754,0,1,-11,11,1,1,2,-1,1,0,2,2,1,0,0,6,1,5,2,1,2,5,1,0,11,0,-11
1755,0,0,-11,11,0,0,0,0,1,0,3,5,0,0,0,6,2,4,0,0,3,6,2,0,11,0,-11
1756,0,0,-11,11,0,0,-1,0,2,0,2,3,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1757,0,1,-10,10,1,2,-1,2,2,0,2,2,1,0,0,6,4,2,1,3,3,6,2,0,0,11,11
1758,0,-1,-11,11,-1,0,-1,1,2,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1759,0,-1,-12,12,-1,-1,1,-1,4,1,1,1,1,1,1,24,0,0,3,1,4,6,1,11,11,11,0
1760,0,0,-12,12,0,-1,3,-1,4,0,3,7,0,0,0,18,1,17,0,0,4,6,1,0,11,0,-11
1761,0,1,-11,11,1,-1,3,1,4,0,2,2,1,0,0,18,2,16,1,3,4,7,1,0,11,0,-11
