cycle255-floating-screen-checkpoint-v1
index	a	sigma	epsilon	T	q0	M	alpha	initial_l3	final_l3	forward_ratio	reverse_ratio	both_directions_ratio	energy_drift	enstrophy_drift
6178	1,-2,-1,-1,0	1/16	1/512	1/8	17/16	15/32	15/32	0.076760742158695452	0.07676222544020346	1.0000193234388608	0.99998099615587732	1.0000193234388608	1.1102230246251565e-15	7.7715611723760958e-16
6180	1,-2,-1,-1,0	1/16	1/512	1/4	5/4	11/16	11/16	0.076760742158695452	0.076763733529202197	1.0000389700571233	0.99996230808301112	1.0000389700571233	6.6613381477509392e-16	7.7715611723760958e-16
6210	1,-2,-1,-1,0	1/16	1/1024	1/8	17/16	15/32	15/32	0.076760742148524075	0.076762225430023867	1.0000193234387562	0.99998099615599734	1.0000193234387562	6.6613381477509392e-16	6.6613381477509392e-16
6212	1,-2,-1,-1,0	1/16	1/1024	1/4	5/4	11/16	11/16	0.076760742148524075	0.07676373351901522	1.0000389700569252	0.99996230808326381	1.0000389700569252	1.2212453270876722e-15	1.7763568394002505e-15
6242	1,-2,-1,-1,0	1/24	1/256	1/8	17/16	15/32	15/32	0.07676074214370654	0.076762225425199213	1.0000193234386647	0.99998099615609193	1.0000193234386647	1.1102230246251565e-15	1.3322676295501878e-15
6244	1,-2,-1,-1,0	1/24	1/256	1/4	5/4	11/16	11/16	0.07676074214370654	0.076763733514184029	1.0000389700567498	0.99996230808346032	1.0000389700567498	8.8817841970012523e-16	1.1102230246251565e-15
6274	1,-2,-1,-1,0	1/24	1/512	1/8	17/16	15/32	15/32	0.07676074214102957	0.076762225422521771	1.0000193234386592	0.99998099615610481	1.0000193234386592	8.8817841970012523e-16	8.8817841970012523e-16
6276	1,-2,-1,-1,0	1/24	1/512	1/4	5/4	11/16	11/16	0.07676074214102957	0.07676373351150613	1.0000389700567389	0.99996230808348829	1.0000389700567389	8.8817841970012523e-16	8.8817841970012523e-16
6306	1,-2,-1,-1,0	1/24	1/1024	1/8	17/16	15/32	15/32	0.076760742139691224	0.07676222542118305	1.0000193234386547	0.9999809961561098	1.0000193234386547	1.3322676295501878e-15	1.9984014443252818e-15
6308	1,-2,-1,-1,0	1/24	1/1024	1/4	5/4	11/16	11/16	0.076760742139691224	0.076763733510167215	1.0000389700567323	0.99996230808350006	1.0000389700567323	1.1102230246251565e-15	1.5543122344752192e-15
6338	1,-2,-1,-1,1	1/16	1/256	1/8	5/4	93/64	93/64	0.094496093703051953	0.094501304998078392	1.0000551482587503	0.99994484624243041	1.0000551482587503	1.5543122344752192e-15	1.6653345369377348e-15
6370	1,-2,-1,-1,1	1/16	1/512	1/8	5/4	93/64	93/64	0.094496093684733704	0.09450130497977062	1.000055148258872	0.99994484624238333	1.000055148258872	8.8817841970012523e-16	1.3322676295501878e-15
6402	1,-2,-1,-1,1	1/16	1/1024	1/8	5/4	93/64	93/64	0.094496093675574516	0.094501304970616817	1.0000551482589344	0.99994484624235891	1.0000551482589344	1.4432899320127035e-15	1.5543122344752192e-15
6434	1,-2,-1,-1,1	1/24	1/256	1/8	5/4	93/64	93/64	0.094496093671197295	0.094501304966240207	1.0000551482589433	0.99994484624236601	1.0000551482589433	1.3322676295501878e-15	1.3322676295501878e-15
6466	1,-2,-1,-1,1	1/24	1/512	1/8	5/4	93/64	93/64	0.094496093668806319	0.094501304963851562	1.0000551482589695	0.99994484624235158	1.0000551482589695	2.2204460492503131e-16	1.7763568394002505e-15
6498	1,-2,-1,-1,1	1/24	1/1024	1/8	5/4	93/64	93/64	0.094496093667610873	0.094501304962657323	1.0000551482589828	0.99994484624234248	1.0000551482589828	8.8817841970012523e-16	4.4408920985006262e-16
6914	1,-2,-1,0,-1	1/16	1/256	1/8	9/8	13/16	13/16	0.085512454856762857	0.085519253962071995	1.0000795101172166	0.99992182119241635	1.0000795101172166	1.7763568394002505e-15	1.3322676295501878e-15
6946	1,-2,-1,0,-1	1/16	1/512	1/8	9/8	13/16	13/16	0.085512454861929085	0.085519253967415498	1.0000795101192848	0.9999218211903621	1.0000795101192848	1.5543122344752192e-15	1.5543122344752192e-15
6978	1,-2,-1,0,-1	1/16	1/1024	1/8	9/8	13/16	13/16	0.085512454864512186	0.085519253970087278	1.0000795101203195	0.99992182118933493	1.0000795101203195	5.5511151231257827e-16	6.6613381477509392e-16
7010	1,-2,-1,0,-1	1/24	1/256	1/8	9/8	13/16	13/16	0.085512454865751278	0.085519253971369585	1.0000795101208237	0.99992182118883555	1.0000795101208237	6.6613381477509392e-16	1.2212453270876722e-15
7042	1,-2,-1,0,-1	1/24	1/512	1/8	9/8	13/16	13/16	0.085512454866423449	0.085519253972064377	1.0000795101210875	0.99992182118857065	1.0000795101210875	8.8817841970012523e-16	8.8817841970012523e-16
7074	1,-2,-1,0,-1	1/24	1/1024	1/8	9/8	13/16	13/16	0.085512454866759346	0.08551925397241153	1.000079510121219	0.99992182118843964	1.000079510121219	6.6613381477509392e-16	2.2204460492503131e-15
7106	1,-2,-1,0,0	1/16	1/256	1/8	17/16	9/32	9/32	0.065787414763213051	0.065792301241673581	1.0000742767971369	0.9999254013908806	1.0000742767971369	4.4408920985006262e-16	7.7715611723760958e-16
7108	1,-2,-1,0,0	1/16	1/256	1/4	9/8	5/16	5/16	0.065787414763213051	0.065797166321413914	1.0001482283235472	0.99985048457064785	1.0001482283235472	6.6613381477509392e-16	9.9920072216264089e-16
7110	1,-2,-1,0,0	1/16	1/256	3/8	5/4	25/64	25/64	0.065787414763213051	0.065802009784475743	1.0002218512661611	0.99977525327883587	1.0002218512661611	1.7763568394002505e-15	9.9920072216264089e-16
7112	1,-2,-1,0,0	1/16	1/256	1/2	5/4	25/64	25/64	0.065787414763213051	0.06580683142271726	1.0002951424611242	0.9996997113902224	1.0002951424611242	3.5527136788005009e-15	3.4416913763379853e-15
7138	1,-2,-1,0,0	1/16	1/512	1/8	17/16	9/32	9/32	0.065787414759440568	0.065792301237903861	1.0000742767971831	0.9999254013908333	1.0000742767971831	8.8817841970012523e-16	8.8817841970012523e-16
7140	1,-2,-1,0,0	1/16	1/512	1/4	9/8	5/16	5/16	0.065787414759440568	0.065797166317647315	1.0001482283236454	0.99985048457055659	1.0001482283236454	8.8817841970012523e-16	1.9984014443252818e-15
7142	1,-2,-1,0,0	1/16	1/512	3/8	5/4	25/64	25/64	0.065787414759440568	0.065802009780712267	1.0002218512663108	0.99977525327870442	1.0002218512663108	1.4432899320127035e-15	1.3322676295501878e-15
7144	1,-2,-1,0,0	1/16	1/512	1/2	5/4	25/64	25/64	0.065787414759440568	0.065806831418956963	1.0002951424613262	0.9996997113900522	1.0002951424613262	2.886579864025407e-15	2.886579864025407e-15
7170	1,-2,-1,0,0	1/16	1/1024	1/8	17/16	9/32	9/32	0.06578741475755423	0.065792301236019021	1.0000742767972082	0.99992540139081254	1.0000742767972082	6.6613381477509392e-16	4.4408920985006262e-16
7172	1,-2,-1,0,0	1/16	1/1024	1/4	9/8	5/16	5/16	0.06578741475755423	0.065797166315763947	1.0001482283236947	0.99985048457051307	1.0001482283236947	5.5511151231257827e-16	2.2204460492503131e-15
7174	1,-2,-1,0,0	1/16	1/1024	3/8	5/4	25/64	25/64	0.06578741475755423	0.065802009778830467	1.0002218512663863	0.99977525327863936	1.0002218512663863	1.7763568394002505e-15	2.1094237467877974e-15
7176	1,-2,-1,0,0	1/16	1/1024	1/2	5/4	25/64	25/64	0.06578741475755423	0.065806831417076772	1.0002951424614281	0.99969971138996727	1.0002951424614281	2.7755575615628914e-15	2.3314683517128287e-15
7202	1,-2,-1,0,0	1/24	1/256	1/8	17/16	9/32	9/32	0.065787414756675711	0.065792301235140904	1.0000742767972153	0.99992540139080466	1.0000742767972153	8.8817841970012523e-16	6.6613381477509392e-16
7204	1,-2,-1,0,0	1/24	1/256	1/4	9/8	5/16	5/16	0.065787414756675711	0.065797166314886205	1.0001482283237084	0.99985048457050052	1.0001482283237084	1.1102230246251565e-15	1.5543122344752192e-15
7206	1,-2,-1,0,0	1/24	1/256	3/8	5/4	25/64	25/64	0.065787414756675711	0.065802009777953141	1.0002218512664074	0.9997752532786216	1.0002218512664074	1.6653345369377348e-15	1.8873791418627661e-15
7208	1,-2,-1,0,0	1/24	1/256	1/2	5/4	25/64	25/64	0.065787414756675711	0.065806831416199932	1.0002951424614577	0.9996997113899444	1.0002951424614577	2.6645352591003757e-15	2.3314683517128287e-15
7234	1,-2,-1,0,0	1/24	1/512	1/8	17/16	9/32	9/32	0.065787414756171878	0.06579230123463764	1.0000742767972244	0.99992540139079644	1.0000742767972244	8.8817841970012523e-16	1.2212453270876722e-15
7236	1,-2,-1,0,0	1/24	1/512	1/4	9/8	5/16	5/16	0.065787414756171878	0.065797166314383426	1.0001482283237255	0.99985048457048498	1.0001482283237255	1.3322676295501878e-15	3.5527136788005009e-15
7238	1,-2,-1,0,0	1/24	1/512	3/8	5/4	25/64	25/64	0.065787414756171878	0.065802009777450876	1.0002218512664329	0.99977525327859751	1.0002218512664329	2.2204460492503131e-15	2.55351295663786e-15
7240	1,-2,-1,0,0	1/24	1/512	1/2	5/4	25/64	25/64	0.065787414756171878	0.065806831415698333	1.0002951424614939	0.99969971138991154	1.0002951424614939	2.7755575615628914e-15	3.1086244689504383e-15
7266	1,-2,-1,0,0	1/24	1/1024	1/8	17/16	9/32	9/32	0.065787414755919968	0.065792301234385966	1.0000742767972284	0.99992540139079178	1.0000742767972284	8.8817841970012523e-16	7.7715611723760958e-16
7268	1,-2,-1,0,0	1/24	1/1024	1/4	9/8	5/16	5/16	0.065787414755919968	0.065797166314132002	1.0001482283237335	0.9998504845704751	1.0001482283237335	8.8817841970012523e-16	2.55351295663786e-15
7270	1,-2,-1,0,0	1/24	1/1024	3/8	5/4	25/64	25/64	0.065787414755919968	0.065802009777199841	1.0002218512664469	0.99977525327858485	1.0002218512664469	1.7763568394002505e-15	2.6645352591003757e-15
7272	1,-2,-1,0,0	1/24	1/1024	1/2	5/4	25/64	25/64	0.065787414755919968	0.06580683141544745	1.0002951424615105	0.99969971138989799	1.0002951424615105	2.4424906541753444e-15	2.2204460492503131e-15
7298	1,-2,-1,0,1	1/16	1/256	1/8	9/8	13/16	13/16	0.08521810638740962	0.085214162664934673	0.99995372201235011	1.0000472871454669	1.0000472871454669	1.7763568394002505e-15	1.3322676295501878e-15
7330	1,-2,-1,0,1	1/16	1/512	1/8	9/8	13/16	13/16	0.085218106375557698	0.085214162652971076	0.99995372201103316	1.0000472871467785	1.0000472871467785	1.1102230246251565e-15	1.2212453270876722e-15
7362	1,-2,-1,0,1	1/16	1/1024	1/8	9/8	13/16	13/16	0.085218106369631896	0.085214162646989444	0.9999537220103748	1.0000472871474322	1.0000472871474322	1.7763568394002505e-15	1.8873791418627661e-15
7394	1,-2,-1,0,1	1/24	1/256	1/8	9/8	13/16	13/16	0.085218106366730148	0.085214162644061398	0.99995372201006461	1.0000472871477402	1.0000472871477402	6.6613381477509392e-16	6.6613381477509392e-16
7426	1,-2,-1,0,1	1/24	1/512	1/8	9/8	13/16	13/16	0.085218106365218094	0.085214162642534425	0.99995372200988875	1.0000472871479136	1.0000472871479136	1.6653345369377348e-15	1.7763568394002505e-15
7458	1,-2,-1,0,1	1/24	1/1024	1/8	9/8	13/16	13/16	0.085218106364462032	0.085214162641770924	0.99995372200980104	1.0000472871480002	1.0000472871480002	6.6613381477509392e-16	8.8817841970012523e-16
7874	1,-2,-1,1,-1	1/16	1/256	1/8	5/4	93/64	93/64	0.094294487818649894	0.09430637706640585	1.0001260863495947	0.99987518738230474	1.0001260863495947	1.5543122344752192e-15	2.2204460492503131e-16
7906	1,-2,-1,1,-1	1/16	1/512	1/8	5/4	93/64	93/64	0.094294487829162638	0.094306377077147896	1.0001260863520125	0.99987518737987191	1.0001260863520125	1.9984014443252818e-15	2.2204460492503131e-16
7938	1,-2,-1,1,-1	1/16	1/1024	1/8	5/4	93/64	93/64	0.094294487834418919	0.094306377082519002	1.0001260863532231	0.99987518737865744	1.0001260863532231	6.6613381477509392e-16	2.6645352591003757e-15
7970	1,-2,-1,1,-1	1/24	1/256	1/8	5/4	93/64	93/64	0.094294487836884211	0.094306377085038681	1.0001260863537966	0.9998751873780789	1.0001260863537966	3.6637359812630166e-15	2.2204460492503131e-15
8002	1,-2,-1,1,-1	1/24	1/512	1/8	5/4	93/64	93/64	0.094294487838279734	0.094306377086464388	1.0001260863541148	0.99987518737776016	1.0001260863541148	2.4424906541753444e-15	1.1102230246251565e-15
8034	1,-2,-1,1,-1	1/24	1/1024	1/8	5/4	93/64	93/64	0.094294487838977495	0.094306377087177221	1.0001260863542738	0.99987518737760117	1.0001260863542738	2.2204460492503131e-15	8.8817841970012523e-16
8066	1,-2,-1,1,0	1/16	1/256	1/8	17/16	15/32	15/32	0.076734488368440185	0.07673749695879642	1.0000392077984777	0.99996084988640188	1.0000392077984777	8.8817841970012523e-16	8.8817841970012523e-16
8068	1,-2,-1,1,0	1/16	1/256	1/4	5/4	11/16	11/16	0.076734488368440185	0.076740509646797725	1.0000784689972602	0.9999217616969398	1.0000784689972602	1.7763568394002505e-15	2.2204460492503131e-15
8098	1,-2,-1,1,0	1/16	1/512	1/8	17/16	15/32	15/32	0.076734488382464203	0.076737496972719171	1.0000392077971507	0.99996084988771805	1.0000392077971507	4.4408920985006262e-16	5.5511151231257827e-16
8100	1,-2,-1,1,0	1/16	1/512	1/4	5/4	11/16	11/16	0.076734488382464203	0.076740509660619058	1.0000784689946045	0.9999217616995667	1.0000784689946045	6.6613381477509392e-16	2.2204460492503131e-16
8130	1,-2,-1,1,0	1/16	1/1024	1/8	17/16	15/32	15/32	0.076734488389476121	0.076737496979680797	1.0000392077964917	0.99996084988837908	1.0000392077964917	6.6613381477509392e-16	8.8817841970012523e-16
8132	1,-2,-1,1,0	1/16	1/1024	1/4	5/4	11/16	11/16	0.076734488389476121	0.076740509667529641	1.0000784689932767	0.99992176170088287	1.0000784689932767	1.1102230246251565e-15	1.3322676295501878e-15
8162	1,-2,-1,1,0	1/24	1/256	1/8	17/16	15/32	15/32	0.076734488392808067	0.07673749698298854	1.0000392077961746	0.99996084988869127	1.0000392077961746	1.1102230246251565e-15	8.8817841970012523e-16
