cycle255-floating-screen-checkpoint-v1
index	a	sigma	epsilon	T	q0	M	alpha	initial_l3	final_l3	forward_ratio	reverse_ratio	both_directions_ratio	energy_drift	enstrophy_drift
86721	1,1,1,-2,-1	1/24	1/512	1/16	9/8	77/64	77/64	0.10469293136065434	0.10469103718304401	0.99998190730180425	1.0000187153276145	1.0000187153276145	7.7715611723760958e-16	9.9920072216264089e-16
86753	1,1,1,-2,-1	1/24	1/1024	1/16	9/8	77/64	77/64	0.10469293136011219	0.10469103718249709	0.99998190730175862	1.000018715327663	1.000018715327663	7.7715611723760958e-16	4.4408920985006262e-16
86785	1,1,1,-2,0	1/16	1/256	1/16	17/16	39/64	39/64	0.088457046465151207	0.088456404270859296	0.99999274004369831	1.0000074075876049	1.0000074075876049	1.1102230246251565e-15	9.9920072216264089e-16
86787	1,1,1,-2,0	1/16	1/256	3/16	5/4	15/16	15/16	0.088457046465151207	0.088455159164155375	0.99997866420967862	1.0000226643777945	1.0000226643777945	8.8817841970012523e-16	1.3322676295501878e-15
86817	1,1,1,-2,0	1/16	1/512	1/16	17/16	39/64	39/64	0.08845704645630717	0.088456404261943511	0.99999274004288652	1.0000074075884158	1.0000074075884158	2.2204460492503131e-16	6.6613381477509392e-16
86819	1,1,1,-2,0	1/16	1/512	3/16	5/4	15/16	15/16	0.08845704645630717	0.088455159155095636	0.99997866420723791	1.0000226643802257	1.0000226643802257	1.9984014443252818e-15	1.3322676295501878e-15
86849	1,1,1,-2,0	1/16	1/1024	1/16	17/16	39/64	39/64	0.088457046451885235	0.088456404257485619	0.99999274004247962	1.0000074075888217	1.0000074075888217	3.3306690738754696e-16	2.2204460492503131e-16
86851	1,1,1,-2,0	1/16	1/1024	3/16	5/4	15/16	15/16	0.088457046451885235	0.08845515915056551	0.99997866420601378	1.0000226643814412	1.0000226643814412	1.3322676295501878e-15	2.4424906541753444e-15
86881	1,1,1,-2,0	1/24	1/256	1/16	17/16	39/64	39/64	0.088457046449866045	0.088456404255451065	0.99999274004230576	1.0000074075889971	1.0000074075889971	6.6613381477509392e-16	1.5543122344752192e-15
86883	1,1,1,-2,0	1/24	1/256	3/16	5/4	15/16	15/16	0.088457046449866045	0.088455159148499926	0.99997866420548887	1.0000226643819663	1.0000226643819663	1.5543122344752192e-15	1.1102230246251565e-15
86913	1,1,1,-2,0	1/24	1/512	1/16	17/16	39/64	39/64	0.088457046448664658	0.088456404254239396	0.99999274004218941	1.0000074075891119	1.0000074075891119	6.6613381477509392e-16	1.3322676295501878e-15
86915	1,1,1,-2,0	1/24	1/512	3/16	5/4	15/16	15/16	0.088457046448664658	0.088455159147267926	0.99997866420514248	1.0000226643823102	1.0000226643823102	1.7763568394002505e-15	1.4432899320127035e-15
86945	1,1,1,-2,0	1/24	1/1024	1/16	17/16	39/64	39/64	0.088457046448063889	0.088456404253633575	0.99999274004213234	1.0000074075891716	1.0000074075891716	4.4408920985006262e-16	8.8817841970012523e-16
86947	1,1,1,-2,0	1/24	1/1024	3/16	5/4	15/16	15/16	0.088457046448063889	0.088455159146651793	0.99997866420496861	1.0000226643824837	1.0000226643824837	8.8817841970012523e-16	1.2212453270876722e-15
86977	1,1,1,-2,1	1/16	1/256	1/16	9/8	77/64	77/64	0.1036728428345038	0.1036741567094631	1.0000126732799388	0.99998763605217156	1.0000126732799388	8.8817841970012523e-16	8.8817841970012523e-16
87009	1,1,1,-2,1	1/16	1/512	1/16	9/8	77/64	77/64	0.10367284283435868	0.10367415670928702	1.0000126732796402	0.99998763605246921	1.0000126732796402	1.1102230246251565e-15	5.5511151231257827e-16
87041	1,1,1,-2,1	1/16	1/1024	1/16	9/8	77/64	77/64	0.1036728428342862	0.10367415670919908	1.0000126732794912	0.99998763605261543	1.0000126732794912	1.4432899320127035e-15	1.1102230246251565e-15
87073	1,1,1,-2,1	1/24	1/256	1/16	9/8	77/64	77/64	0.10367284283437932	0.10367415670928565	1.0000126732794279	0.99998763605267738	1.0000126732794279	1.8873791418627661e-15	1.8873791418627661e-15
87105	1,1,1,-2,1	1/24	1/512	1/16	9/8	77/64	77/64	0.10367284283429648	0.10367415670919833	1.0000126732793848	0.99998763605272045	1.0000126732793848	5.5511151231257827e-16	5.5511151231257827e-16
87137	1,1,1,-2,1	1/24	1/1024	1/16	9/8	77/64	77/64	0.10367284283425515	0.10367415670915461	1.0000126732793617	0.99998763605274077	1.0000126732793617	3.3306690738754696e-16	2.2204460492503131e-16
87169	1,1,1,-2,2	1/16	1/256	1/16	9/8	109/64	109/64	0.13823815439949685	0.13823953946848033	1.0000100194406494	0.99999112785451993	1.0000100194406494	4.4408920985006262e-16	1.5543122344752192e-15
87201	1,1,1,-2,2	1/16	1/512	1/16	9/8	109/64	109/64	0.13823815440522016	0.13823953947419196	1.0000100194405643	0.99999112785460131	1.0000100194405643	1.2212453270876722e-15	4.4408920985006262e-16
87233	1,1,1,-2,2	1/16	1/1024	1/16	9/8	109/64	109/64	0.13823815440808176	0.13823953947704756	1.0000100194405208	0.99999112785464372	1.0000100194405208	6.6613381477509392e-16	0
87265	1,1,1,-2,2	1/24	1/256	1/16	9/8	109/64	109/64	0.13823815440957621	0.13823953947853851	1.0000100194404955	0.99999112785466393	1.0000100194404955	6.6613381477509392e-16	1.5543122344752192e-15
87297	1,1,1,-2,2	1/24	1/512	1/16	9/8	109/64	109/64	0.13823815441025983	0.13823953947922099	1.0000100194404871	0.99999112785467537	1.0000100194404871	1.4432899320127035e-15	1.3322676295501878e-15
87329	1,1,1,-2,2	1/24	1/1024	1/16	9/8	109/64	109/64	0.13823815441060155	0.138239539479562	1.000010019440482	0.99999112785468058	1.000010019440482	6.6613381477509392e-16	4.4408920985006262e-16
87361	1,1,1,-1,-2	1/16	1/256	1/16	9/8	95/64	95/64	0.12115933902464687	0.121158774227483	0.99999533839348731	1.0000056023624306	1.0000056023624306	7.7715611723760958e-16	9.9920072216264089e-16
87393	1,1,1,-1,-2	1/16	1/512	1/16	9/8	95/64	95/64	0.12115933902602603	0.12115877422880346	0.99999533839300281	1.0000056023629069	1.0000056023629069	1.2212453270876722e-15	1.5543122344752192e-15
87425	1,1,1,-1,-2	1/16	1/1024	1/16	9/8	95/64	95/64	0.1211593390267158	0.1211587742294636	0.99999533839275834	1.0000056023631452	1.0000056023631452	4.4408920985006262e-16	6.6613381477509392e-16
87457	1,1,1,-1,-2	1/24	1/256	1/16	9/8	95/64	95/64	0.12115933902714138	0.12115877422987399	0.99999533839263299	1.0000056023632655	1.0000056023632655	8.8817841970012523e-16	1.1102230246251565e-15
87489	1,1,1,-1,-2	1/24	1/512	1/16	9/8	95/64	95/64	0.12115933902727341	0.12115877422999877	0.99999533839257315	1.0000056023633244	1.0000056023633244	2.4424906541753444e-15	2.55351295663786e-15
87521	1,1,1,-1,-2	1/24	1/1024	1/16	9/8	95/64	95/64	0.12115933902733939	0.12115877423006134	0.99999533839254506	1.0000056023633537	1.0000056023633537	5.5511151231257827e-16	6.6613381477509392e-16
87553	1,1,1,-1,-1	1/16	1/256	1/16	17/16	53/64	53/64	0.081595583062540555	0.081594286669298022	0.99998411196790471	1.0000164451982767	1.0000164451982767	4.4408920985006262e-16	5.5511151231257827e-16
87585	1,1,1,-1,-1	1/16	1/512	1/16	17/16	53/64	53/64	0.081595583052153878	0.081594286658854306	0.9999841119672036	1.0000164451989706	1.0000164451989706	5.5511151231257827e-16	1.3322676295501878e-15
87617	1,1,1,-1,-1	1/16	1/1024	1/16	17/16	53/64	53/64	0.081595583046960574	0.081594286653632581	0.99998411196685433	1.000016445199317	1.000016445199317	6.6613381477509392e-16	4.4408920985006262e-16
87649	1,1,1,-1,-1	1/24	1/256	1/16	17/16	53/64	53/64	0.081595583044604222	0.081594286651261755	0.99998411196667647	1.0000164451994948	1.0000164451994948	5.5511151231257827e-16	2.55351295663786e-15
87681	1,1,1,-1,-1	1/24	1/512	1/16	17/16	53/64	53/64	0.081595583043185677	0.081594286649836284	0.99998411196659132	1.0000164451995806	1.0000164451995806	1.3322676295501878e-15	1.9984014443252818e-15
87713	1,1,1,-1,-1	1/24	1/1024	1/16	17/16	53/64	53/64	0.081595583042476466	0.081594286649123576	0.99998411196654835	1.0000164451996225	1.0000164451996225	4.4408920985006262e-16	1.3322676295501878e-15
87745	1,1,1,-1,0	1/16	1/256	1/16	33/32	25/64	25/64	0.061474711198891231	0.061474191367461607	0.999991543979313	1.0000085199671092	1.0000085199671092	1.1102230246251565e-15	1.7763568394002505e-15
87747	1,1,1,-1,0	1/16	1/256	3/16	9/8	31/64	31/64	0.061474711198891231	0.06147316364372838	0.9999748261499295	1.0000257493630673	1.0000257493630673	6.6613381477509392e-16	7.7715611723760958e-16
87749	1,1,1,-1,0	1/16	1/256	5/16	5/4	5/8	5/8	0.061474711198891231	0.061472152081505964	0.9999583712174428	1.0000432274033797	1.0000432274033797	5.5511151231257827e-16	4.4408920985006262e-16
87777	1,1,1,-1,0	1/16	1/512	1/16	33/32	25/64	25/64	0.061474711182996161	0.061474191351525848	0.99999154397864898	1.000008519967764	1.000008519967764	1.1102230246251565e-15	1.3322676295501878e-15
87779	1,1,1,-1,0	1/16	1/512	3/16	9/8	31/64	31/64	0.061474711182996161	0.061473163627709666	0.99997482614791167	1.0000257493650009	1.0000257493650009	8.8817841970012523e-16	1.1102230246251565e-15
87781	1,1,1,-1,0	1/16	1/512	5/16	5/4	5/8	5/8	0.061474711182996161	0.061472152065401908	0.99995837121403242	1.0000432274065565	1.0000432274065565	7.7715611723760958e-16	1.7763568394002505e-15
87809	1,1,1,-1,0	1/16	1/1024	1/16	33/32	25/64	25/64	0.061474711175048637	0.061474191343557985	0.99999154397831702	1.0000085199680908	1.0000085199680908	1.1102230246251565e-15	6.6613381477509392e-16
87811	1,1,1,-1,0	1/16	1/1024	3/16	9/8	31/64	31/64	0.061474711175048637	0.061473163619700268	0.99997482614690192	1.0000257493659679	1.0000257493659679	8.8817841970012523e-16	8.8817841970012523e-16
87813	1,1,1,-1,0	1/16	1/1024	5/16	5/4	5/8	5/8	0.061474711175048637	0.061472152057349849	0.99995837121232667	1.0000432274081437	1.0000432274081437	6.6613381477509392e-16	3.3306690738754696e-16
87841	1,1,1,-1,0	1/24	1/256	1/16	33/32	25/64	25/64	0.061474711171293168	0.061474191339792886	0.99999154397815981	1.0000085199682458	1.0000085199682458	6.6613381477509392e-16	1.1102230246251565e-16
87843	1,1,1,-1,0	1/24	1/256	3/16	9/8	31/64	31/64	0.061474711171293168	0.061473163615915462	0.99997482614642308	1.0000257493664275	1.0000257493664275	1.2212453270876722e-15	9.9920072216264089e-16
87845	1,1,1,-1,0	1/24	1/256	5/16	5/4	5/8	5/8	0.061474711171293168	0.061472152053544664	0.99995837121151532	1.0000432274088986	1.0000432274088986	1.2212453270876722e-15	9.9920072216264089e-16
87873	1,1,1,-1,0	1/24	1/512	1/16	33/32	25/64	25/64	0.061474711169197178	0.061474191337691511	0.999991543978072	1.0000085199683317	1.0000085199683317	1.1102230246251565e-15	8.8817841970012523e-16
87875	1,1,1,-1,0	1/24	1/512	3/16	9/8	31/64	31/64	0.061474711169197178	0.061473163613803131	0.9999748261461564	1.0000257493666793	1.0000257493666793	1.4432899320127035e-15	1.7763568394002505e-15
87877	1,1,1,-1,0	1/24	1/512	5/16	5/4	5/8	5/8	0.061474711169197178	0.061472152051421175	0.99995837121106657	1.0000432274093136	1.0000432274093136	8.8817841970012523e-16	2.886579864025407e-15
87905	1,1,1,-1,0	1/24	1/1024	1/16	33/32	25/64	25/64	0.061474711168149142	0.061474191336640852	0.99999154397802914	1.0000085199683744	1.0000085199683744	1.1102230246251565e-15	6.6613381477509392e-16
87907	1,1,1,-1,0	1/24	1/1024	3/16	9/8	31/64	31/64	0.061474711168149142	0.061473163612747052	0.99997482614602518	1.0000257493668072	1.0000257493668072	1.5543122344752192e-15	1.3322676295501878e-15
87909	1,1,1,-1,0	1/24	1/1024	5/16	5/4	5/8	5/8	0.061474711168149142	0.061472152050359524	0.99995837121084441	1.000043227409523	1.000043227409523	7.7715611723760958e-16	2.2204460492503131e-16
87937	1,1,1,-1,1	1/16	1/256	1/16	17/16	53/64	53/64	0.081479807659333395	0.081481515141118926	1.0000209558887605	0.99997933796795802	1.0000209558887605	6.6613381477509392e-16	1.2212453270876722e-15
87969	1,1,1,-1,1	1/16	1/512	1/16	17/16	53/64	53/64	0.081479807664144213	0.081481515145880049	1.0000209558881492	0.99997933796856431	1.0000209558881492	6.6613381477509392e-16	5.5511151231257827e-16
88001	1,1,1,-1,1	1/16	1/1024	1/16	17/16	53/64	53/64	0.081479807666549678	0.081481515148260436	1.0000209558878408	0.99997933796886562	1.0000209558878408	8.8817841970012523e-16	1.2212453270876722e-15
88033	1,1,1,-1,1	1/24	1/256	1/16	17/16	53/64	53/64	0.081479807667743223	0.081481515149441686	1.0000209558876896	0.99997933796901828	1.0000209558876896	3.3306690738754696e-16	5.5511151231257827e-16
88065	1,1,1,-1,1	1/24	1/512	1/16	17/16	53/64	53/64	0.081479807668349155	0.081481515150041414	1.0000209558876134	0.99997933796909422	1.0000209558876134	3.3306690738754696e-16	1.2212453270876722e-15
88097	1,1,1,-1,1	1/24	1/1024	1/16	17/16	53/64	53/64	0.081479807668652107	0.081481515150341258	1.0000209558875752	0.99997933796913097	1.0000209558875752	2.2204460492503131e-16	9.9920072216264089e-16
88129	1,1,1,-1,2	1/16	1/256	1/16	9/8	95/64	95/64	0.12110874735351057	0.12110971556325369	1.0000079945484062	0.99999276441157925	1.0000079945484062	2.2204460492503131e-16	1.1102230246251565e-15
88161	1,1,1,-1,2	1/16	1/512	1/16	9/8	95/64	95/64	0.12110874736371036	0.12110971557341682	1.0000079945481029	0.99999276441186491	1.0000079945481029	8.8817841970012523e-16	1.3322676295501878e-15
88193	1,1,1,-1,2	1/16	1/1024	1/16	9/8	95/64	95/64	0.12110874736881007	0.12110971557849844	1.000007994547953	0.99999276441200968	1.000007994547953	6.6613381477509392e-16	5.5511151231257827e-16
88225	1,1,1,-1,2	1/24	1/256	1/16	9/8	95/64	95/64	0.12110874737132743	0.12110971558100607	1.0000079945478726	0.99999276441208562	1.0000079945478726	4.4408920985006262e-16	4.4408920985006262e-16
88257	1,1,1,-1,2	1/24	1/512	1/16	9/8	95/64	95/64	0.12110874737261861	0.12110971558229312	1.0000079945478384	0.99999276441212048	1.0000079945478384	2.2204460492503131e-16	2.2204460492503131e-16
88289	1,1,1,-1,2	1/24	1/1024	1/16	9/8	95/64	95/64	0.12110874737326428	0.12110971558293658	1.00000799454782	0.99999276441213725	1.00000799454782	1.1102230246251565e-15	8.8817841970012523e-16
88321	1,1,1,0,-2	1/16	1/256	1/16	9/8	81/64	81/64	0.11435382856714416	0.11435384665707335	1.0000001581925977	1.0000002466608293	1.0000002466608293	1.1102230246251565e-15	8.8817841970012523e-16
88353	1,1,1,0,-2	1/16	1/512	1/16	9/8	81/64	81/64	0.11435382857261994	0.11435384666249936	1.0000001581921623	1.0000002466612505	1.0000002466612505	4.4408920985006262e-16	1.3322676295501878e-15
88385	1,1,1,0,-2	1/16	1/1024	1/16	9/8	81/64	81/64	0.11435382857535779	0.11435384666521235	1.0000001581919449	1.0000002466614624	1.0000002466614624	8.8817841970012523e-16	2.2204460492503131e-15
88417	1,1,1,0,-2	1/24	1/256	1/16	9/8	81/64	81/64	0.11435382857681077	0.11435384666665251	1.0000001581918327	1.0000002466615707	1.0000002466615707	8.8817841970012523e-16	9.9920072216264089e-16
88449	1,1,1,0,-2	1/24	1/512	1/16	9/8	81/64	81/64	0.1143538285774532	0.11435384666728909	1.0000001581917817	1.0000002466616225	1.0000002466616225	7.7715611723760958e-16	1.3322676295501878e-15
88481	1,1,1,0,-2	1/24	1/1024	1/16	9/8	81/64	81/64	0.11435382857777442	0.11435384666760726	1.000000158191755	1.0000002466616482	1.0000002466616482	5.5511151231257827e-16	1.6653345369377348e-15
88513	1,1,1,0,-1	1/16	1/256	1/16	17/16	41/64	41/64	0.07179378467600725	0.071793736551105339	0.99999932967871619	1.0000009166609225	1.0000009166609225	5.5511151231257827e-16	1.1102230246251565e-15
88545	1,1,1,0,-1	1/16	1/512	1/16	17/16	41/64	41/64	0.071793784671636371	0.071793736546706802	0.99999932967833094	1.0000009166613086	1.0000009166613086	2.2204460492503131e-16	9.9920072216264089e-16
88577	1,1,1,0,-1	1/16	1/1024	1/16	17/16	41/64	41/64	0.071793784669450994	0.071793736544507492	0.99999932967813687	1.0000009166615014	1.0000009166615014	2.2204460492503131e-16	4.4408920985006262e-16
88609	1,1,1,0,-1	1/24	1/256	1/16	17/16	41/64	41/64	0.07179378466858409	0.071793736543632941	0.99999932967803029	1.00000091666161	1.00000091666161	7.7715611723760958e-16	4.4408920985006262e-16
88641	1,1,1,0,-1	1/24	1/512	1/16	17/16	41/64	41/64	0.07179378466792477	0.07179373654297061	0.99999932967798832	1.0000009166616524	1.0000009166616524	6.6613381477509392e-16	8.8817841970012523e-16
88673	1,1,1,0,-1	1/24	1/1024	1/16	17/16	41/64	41/64	0.071793784667595104	0.071793736542639361	0.99999932967796634	1.0000009166616732	1.0000009166616732	1.1102230246251565e-15	5.5511151231257827e-16
88705	1,1,1,0,0	1/16	1/256	1/16	33/32	7/32	7/32	0.048568220295105033	0.048568794664292855	1.0000118260291262	0.99998830294467578	1.0000118260291262	4.4408920985006262e-16	4.4408920985006262e-16
88707	1,1,1,0,0	1/16	1/256	3/16	17/16	15/64	15/64	0.048568220295105033	0.048569962232435204	1.0000358657846549	0.99996529496537645	1.0000358657846549	6.6613381477509392e-16	0
88709	1,1,1,0,0	1/16	1/256	5/16	9/8	17/64	17/64	0.048568220295105033	0.048571154968559641	1.0000604237387489	0.99994280048795769	1.0000604237387489	2.1094237467877974e-15	1.5543122344752192e-15
88711	1,1,1,0,0	1/16	1/256	7/16	5/4	21/64	21/64	0.048568220295105033	0.048572372944933585	1.0000855013793655	0.99992081787289533	1.0000855013793655	2.3314683517128287e-15	1.9984014443252818e-15
88713	1,1,1,0,0	1/16	1/256	9/16	5/4	21/64	21/64	0.048568220295105033	0.048573616231853016	1.0001111001538701	0.99989934544549364	1.0001111001538701	3.3306690738754696e-15	4.8849813083506888e-15
88737	1,1,1,0,0	1/16	1/512	1/16	33/32	7/32	7/32	0.048568220295064669	0.048568794664302216	1.00001182603015	0.99998830294364527	1.00001182603015	4.4408920985006262e-16	1.3322676295501878e-15
88739	1,1,1,0,0	1/16	1/512	3/16	17/16	15/64	15/64	0.048568220295064669	0.04856996223254257	1.0000358657876964	0.99996529496225339	1.0000358657876964	6.6613381477509392e-16	8.8817841970012523e-16
88741	1,1,1,0,0	1/16	1/512	5/16	9/8	17/64	17/64	0.048568220295064669	0.048571154968763096	1.0000604237437691	0.9999428004827039	1.0000604237437691	2.6645352591003757e-15	3.5527136788005009e-15
88743	1,1,1,0,0	1/16	1/512	7/16	5/4	21/64	21/64	0.048568220295064669	0.048572372945231396	1.0000855013863283	0.99992081786547726	1.0000855013863283	2.55351295663786e-15	2.886579864025407e-15
88745	1,1,1,0,0	1/16	1/512	9/16	5/4	21/64	21/64	0.048568220295064669	0.04857361623224319	1.0001111001627347	0.99989934543587322	1.0001111001627347	3.3306690738754696e-15	3.5527136788005009e-15
88769	1,1,1,0,0	1/16	1/1024	1/16	33/32	7/32	7/32	0.048568220295044491	0.048568794664306941	1.000011826030663	0.99998830294312979	1.000011826030663	4.4408920985006262e-16	6.6613381477509392e-16
88771	1,1,1,0,0	1/16	1/1024	3/16	17/16	15/64	15/64	0.048568220295044491	0.048569962232596256	1.0000358657892174	0.99996529496069042	1.0000358657892174	1.5543122344752192e-15	2.886579864025407e-15
88773	1,1,1,0,0	1/16	1/1024	5/16	9/8	17/64	17/64	0.048568220295044491	0.048571154968864834	1.0000604237462793	0.99994280048007755	1.0000604237462793	3.3306690738754696e-15	2.55351295663786e-15
88775	1,1,1,0,0	1/16	1/1024	7/16	5/4	21/64	21/64	0.048568220295044491	0.048572372945380228	1.0000855013898082	0.99992081786176779	1.0000855013898082	2.4424906541753444e-15	2.3314683517128287e-15
88777	1,1,1,0,0	1/16	1/1024	9/16	5/4	21/64	21/64	0.048568220295044491	0.048573616232438159	1.0001111001671645	0.99989934543106329	1.0001111001671645	3.7747582837255322e-15	3.1086244689504383e-15
88801	1,1,1,0,0	1/24	1/256	1/16	33/32	7/32	7/32	0.048568220294980737	0.048568794664254913	1.0000118260309043	0.99998830294288532	1.0000118260309043	2.2204460492503131e-16	1.1102230246251565e-15
88803	1,1,1,0,0	1/24	1/256	3/16	17/16	15/64	15/64	0.048568220294980737	0.048569962232567321	1.0000358657899344	0.99996529495995035	1.0000358657899344	2.2204460492503131e-16	4.4408920985006262e-16
88805	1,1,1,0,0	1/24	1/256	5/16	9/8	17/64	17/64	0.048568220294980737	0.048571154968858533	1.0000604237474624	0.99994280047883422	1.0000604237474624	9.9920072216264089e-16	1.9984014443252818e-15
88807	1,1,1,0,0	1/24	1/256	7/16	5/4	21/64	21/64	0.048568220294980737	0.048572372945396104	1.0000855013914478	0.99992081786001152	1.0000855013914478	1.1102230246251565e-15	2.2204460492503131e-15
88809	1,1,1,0,0	1/24	1/256	9/16	5/4	21/64	21/64	0.048568220294980737	0.048573616232475719	1.0001111001692509	0.99989934542878167	1.0001111001692509	1.2212453270876722e-15	2.4424906541753444e-15
88833	1,1,1,0,0	1/24	1/512	1/16	33/32	7/32	7/32	0.048568220295002573	0.04856879466428328	1.0000118260310387	0.99998830294274765	1.0000118260310387	4.4408920985006262e-16	1.3322676295501878e-15
88835	1,1,1,0,0	1/24	1/512	3/16	17/16	15/64	15/64	0.048568220295002573	0.048569962232608566	1.0000358657903339	0.99996529495953901	1.0000358657903339	2.2204460492503131e-16	4.4408920985006262e-16
88837	1,1,1,0,0	1/24	1/512	5/16	9/8	17/64	17/64	0.048568220295002573	0.048571154968912567	1.0000604237481252	0.99994280047814188	1.0000604237481252	1.1102230246251565e-15	2.4424906541753444e-15
88839	1,1,1,0,0	1/24	1/512	7/16	5/4	21/64	21/64	0.048568220295002573	0.048572372945462662	1.0000855013923686	0.99992081785903308	1.0000855013923686	1.7763568394002505e-15	2.4424906541753444e-15
88841	1,1,1,0,0	1/24	1/512	9/16	5/4	21/64	21/64	0.048568220295002573	0.048573616232554538	1.0001111001704239	0.99989934542751691	1.0001111001704239	2.6645352591003757e-15	3.1086244689504383e-15
88865	1,1,1,0,0	1/24	1/1024	1/16	33/32	7/32	7/32	0.048568220295013405	0.0485687946642974	1.0000118260311064	0.99998830294268137	1.0000118260311064	4.4408920985006262e-16	1.5543122344752192e-15
88867	1,1,1,0,0	1/24	1/1024	3/16	17/16	15/64	15/64	0.048568220295013405	0.048569962232629244	1.0000358657905366	0.99996529495933517	1.0000358657905366	2.2204460492503131e-16	1.3322676295501878e-15
88869	1,1,1,0,0	1/24	1/1024	5/16	9/8	17/64	17/64	0.048568220295013405	0.048571154968939621	1.0000604237484592	0.99994280047779638	1.0000604237484592	1.7763568394002505e-15	3.3306690738754696e-15
88871	1,1,1,0,0	1/24	1/1024	7/16	5/4	21/64	21/64	0.048568220295013405	0.048572372945495879	1.0000855013928296	0.99992081785854658	1.0000855013928296	1.9984014443252818e-15	2.4424906541753444e-15
88873	1,1,1,0,0	1/24	1/1024	9/16	5/4	21/64	21/64	0.048568220295013405	0.048573616232593819	1.0001111001710097	0.99989934542688619	1.0001111001710097	1.7763568394002505e-15	2.6645352591003757e-15
88897	1,1,1,0,1	1/16	1/256	1/16	17/16	41/64	41/64	0.071957549731943668	0.071957989409589959	1.0000061102364926	0.99999402985147656	1.0000061102364926	8.8817841970012523e-16	1.5543122344752192e-15
88929	1,1,1,0,1	1/16	1/512	1/16	17/16	41/64	41/64	0.071957549750484087	0.0719579894280898	1.000006110235927	0.99999402985203278	1.000006110235927	2.2204460492503131e-16	4.4408920985006262e-16
88961	1,1,1,0,1	1/16	1/1024	1/16	17/16	41/64	41/64	0.071957549759754338	0.071957989437339762	1.0000061102356443	0.99999402985231145	1.0000061102356443	1.5543122344752192e-15	1.3322676295501878e-15
88993	1,1,1,0,1	1/24	1/256	1/16	17/16	41/64	41/64	0.071957549764150613	0.071957989441725489	1.0000061102354973	0.99999402985245844	1.0000061102354973	2.2204460492503131e-16	8.8817841970012523e-16
89025	1,1,1,0,1	1/24	1/512	1/16	17/16	41/64	41/64	0.071957549766587622	0.0719579894441576	1.0000061102354292	0.99999402985252261	1.0000061102354292	1.8873791418627661e-15	2.1094237467877974e-15
89057	1,1,1,0,1	1/24	1/1024	1/16	17/16	41/64	41/64	0.071957549767806148	0.071957989445373752	1.0000061102353961	0.99999402985255592	1.0000061102353961	2.2204460492503131e-16	9.9920072216264089e-16
89089	1,1,1,0,2	1/16	1/256	1/16	9/8	81/64	81/64	0.11442596157689711	0.11442611190546871	1.0000013137627994	0.99999905987910465	1.0000013137627994	5.5511151231257827e-16	5.5511151231257827e-16
89121	1,1,1,0,2	1/16	1/512	1/16	9/8	81/64	81/64	0.11442596159174652	0.11442611192027737	1.0000013137624431	0.99999905987944626	1.0000013137624431	1.2212453270876722e-15	7.7715611723760958e-16
89153	1,1,1,0,2	1/16	1/1024	1/16	9/8	81/64	81/64	0.11442596159917144	0.11442611192768154	1.0000013137622616	0.99999905987961446	1.0000013137622616	4.4408920985006262e-16	1.2212453270876722e-15
89185	1,1,1,0,2	1/24	1/256	1/16	9/8	81/64	81/64	0.11442596160276534	0.1144261119312649	1.0000013137621695	0.99999905987970517	1.0000013137621695	5.5511151231257827e-16	7.7715611723760958e-16
89217	1,1,1,0,2	1/24	1/512	1/16	9/8	81/64	81/64	0.11442596160468073	0.1144261119331754	1.0000013137621266	0.99999905987974624	1.0000013137621266	8.8817841970012523e-16	7.7715611723760958e-16
89249	1,1,1,0,2	1/24	1/1024	1/16	9/8	81/64	81/64	0.11442596160563849	0.11442611193413076	1.0000013137621058	0.99999905987976512	1.0000013137621058	2.2204460492503131e-16	6.6613381477509392e-16
89281	1,1,1,1,-2	1/16	1/256	1/16	9/8	95/64	95/64	0.12150752800564205	0.12150817484214486	1.0000053234273911	0.99999568553676532	1.0000053234273911	1.3322676295501878e-15	7.7715611723760958e-16
89313	1,1,1,1,-2	1/16	1/512	1/16	9/8	95/64	95/64	0.12150752801207347	0.12150817484851305	1.0000053234268704	0.99999568553729157	1.0000053234268704	8.8817841970012523e-16	6.6613381477509392e-16
89345	1,1,1,1,-2	1/16	1/1024	1/16	9/8	95/64	95/64	0.12150752801528911	0.12150817485169715	1.0000053234266109	0.99999568553755391	1.0000053234266109	8.8817841970012523e-16	8.8817841970012523e-16
89377	1,1,1,1,-2	1/24	1/256	1/16	9/8	95/64	95/64	0.12150752801693387	0.12150817485332582	1.0000053234264783	0.99999568553768348	1.0000053234264783	1.3322676295501878e-15	1.5543122344752192e-15
89409	1,1,1,1,-2	1/24	1/512	1/16	9/8	95/64	95/64	0.12150752801771936	0.12150817485410344	1.0000053234264135	0.99999568553775009	1.0000053234264135	1.3322676295501878e-15	1.7763568394002505e-15
89441	1,1,1,1,-2	1/24	1/1024	1/16	9/8	95/64	95/64	0.12150752801811204	0.12150817485449225	1.0000053234263815	0.99999568553778351	1.0000053234263815	4.4408920985006262e-16	4.4408920985006262e-16
89473	1,1,1,1,-1	1/16	1/256	1/16	17/16	53/64	53/64	0.082253764708738838	0.082255174160536182	1.0000171354077509	0.99998353396125295	1.0000171354077509	1.1102230246251565e-15	8.8817841970012523e-16
89505	1,1,1,1,-1	1/16	1/512	1/16	17/16	53/64	53/64	0.082253764714022598	0.082255174165752704	1.0000171354069325	0.99998353396209094	1.0000171354069325	2.2204460492503131e-16	9.9920072216264089e-16
