cycle255-floating-screen-checkpoint-v1
index	a	sigma	epsilon	T	q0	M	alpha	initial_l3	final_l3	forward_ratio	reverse_ratio	both_directions_ratio	energy_drift	enstrophy_drift
33665	1,-1,0,-2,-2	1/16	1/1024	1/16	9/8	25/16	25/16	0.1349756724273794	0.13497658228589096	1.0000067409074183	0.99999448213619735	1.0000067409074183	1.3322676295501878e-15	5.5511151231257827e-16
33697	1,-1,0,-2,-2	1/24	1/256	1/16	9/8	25/16	25/16	0.1349756724273973	0.13497658228590179	1.0000067409073659	0.99999448213625441	1.0000067409073659	4.4408920985006262e-16	8.8817841970012523e-16
33729	1,-1,0,-2,-2	1/24	1/512	1/16	9/8	25/16	25/16	0.13497567242745465	0.13497658228595483	1.0000067409073341	0.99999448213628594	1.0000067409073341	2.2204460492503131e-16	4.4408920985006262e-16
33761	1,-1,0,-2,-2	1/24	1/1024	1/16	9/8	25/16	25/16	0.13497567242748335	0.13497658228598158	1.0000067409073197	0.99999448213630182	1.0000067409073197	8.8817841970012523e-16	2.2204460492503131e-16
33793	1,-1,0,-2,-1	1/16	1/256	1/16	17/16	7/8	7/8	0.09925114251123586	0.09925234991649981	1.0000121651522935	0.99998818379298482	1.0000121651522935	9.9920072216264089e-16	6.6613381477509392e-16
33825	1,-1,0,-2,-1	1/16	1/512	1/16	17/16	7/8	7/8	0.099251142510027854	0.099252349915247201	1.0000121651518443	0.99998818379343324	1.0000121651518443	1.2212453270876722e-15	1.7763568394002505e-15
33857	1,-1,0,-2,-1	1/16	1/1024	1/16	17/16	7/8	7/8	0.099251142509423698	0.099252349914621105	1.0000121651516232	0.9999881837936585	1.0000121651516232	4.4408920985006262e-16	4.4408920985006262e-16
33889	1,-1,0,-2,-1	1/24	1/256	1/16	17/16	7/8	7/8	0.099251142509056645	0.099252349914242338	1.0000121651515053	0.99998818379377552	1.0000121651515053	4.4408920985006262e-16	4.4408920985006262e-16
33921	1,-1,0,-2,-1	1/24	1/512	1/16	17/16	7/8	7/8	0.099251142508938142	0.099252349914118632	1.0000121651514529	0.99998818379382948	1.0000121651514529	8.8817841970012523e-16	6.6613381477509392e-16
33953	1,-1,0,-2,-1	1/24	1/1024	1/16	17/16	7/8	7/8	0.099251142508878912	0.099252349914056778	1.0000121651514264	0.99998818379385579	1.0000121651514264	5.5511151231257827e-16	6.6613381477509392e-16
33985	1,-1,0,-2,0	1/16	1/256	1/16	33/32	29/64	29/64	0.082451857131807929	0.082451861014517513	1.0000000470906263	1.0000000470888293	1.0000000470906263	1.1102230246251565e-16	6.6613381477509392e-16
33987	1,-1,0,-2,0	1/16	1/256	3/16	9/8	9/16	9/16	0.082451857131807929	0.082451892074510952	1.0000004237952211	1.0000004237898288	1.0000004237952211	8.8817841970012523e-16	6.6613381477509392e-16
34017	1,-1,0,-2,0	1/16	1/512	1/16	33/32	29/64	29/64	0.082451857130769649	0.082451861013441888	1.0000000470901733	1.000000047089274	1.0000000470901733	1.1102230246251565e-16	6.6613381477509392e-16
34019	1,-1,0,-2,0	1/16	1/512	3/16	9/8	9/16	9/16	0.082451857130769649	0.082451892073357999	1.0000004237938303	1.0000004237911342	1.0000004237938303	6.6613381477509392e-16	8.8817841970012523e-16
34049	1,-1,0,-2,0	1/16	1/1024	1/16	33/32	29/64	29/64	0.082451857130250591	0.082451861012904124	1.0000000470899464	1.0000000470894965	1.0000000470899464	1.1102230246251565e-16	7.7715611723760958e-16
34051	1,-1,0,-2,0	1/16	1/1024	3/16	9/8	9/16	9/16	0.082451857130250591	0.082451892072781544	1.0000004237931341	1.0000004237917857	1.0000004237931341	6.6613381477509392e-16	6.6613381477509392e-16
34081	1,-1,0,-2,0	1/24	1/256	1/16	33/32	29/64	29/64	0.082451857130031878	0.082451861012673197	1.0000000470897983	1.0000000470896406	1.0000000470897983	1.1102230246251565e-16	6.6613381477509392e-16
34083	1,-1,0,-2,0	1/24	1/256	3/16	9/8	9/16	9/16	0.082451857130031878	0.082451892072525887	1.0000004237926861	1.0000004237922124	1.0000004237926861	6.6613381477509392e-16	8.8817841970012523e-16
34113	1,-1,0,-2,0	1/24	1/512	1/16	33/32	29/64	29/64	0.082451857129881706	0.082451861012519639	1.0000000470897572	1.0000000470896799	1.0000000470897572	1.1102230246251565e-16	6.6613381477509392e-16
34115	1,-1,0,-2,0	1/24	1/512	3/16	9/8	9/16	9/16	0.082451857129881706	0.082451892072365432	1.0000004237925615	1.0000004237923257	1.0000004237925615	6.6613381477509392e-16	6.6613381477509392e-16
34145	1,-1,0,-2,0	1/24	1/1024	1/16	33/32	29/64	29/64	0.082451857129806586	0.082451861012442992	1.0000000470897388	1.0000000470896999	1.0000000470897388	1.1102230246251565e-16	7.7715611723760958e-16
34147	1,-1,0,-2,0	1/24	1/1024	3/16	9/8	9/16	9/16	0.082451857129806586	0.08245189207228526	1.0000004237925002	1.000000423792381	1.0000004237925002	8.8817841970012523e-16	4.4408920985006262e-16
34177	1,-1,0,-2,1	1/16	1/256	1/16	17/16	7/8	7/8	0.099251142506364617	0.09924996973437468	0.99998818379355314	1.0000121651517078	1.0000121651517078	5.5511151231257827e-16	8.8817841970012523e-16
34209	1,-1,0,-2,1	1/16	1/512	1/16	17/16	7/8	7/8	0.099251142507592149	0.099249969735618518	0.99998818379371757	1.0000121651515532	1.0000121651515532	6.6613381477509392e-16	4.4408920985006262e-16
34241	1,-1,0,-2,1	1/16	1/1024	1/16	17/16	7/8	7/8	0.099251142508205964	0.099249969736240673	0.99998818379380172	1.0000121651514768	1.0000121651514768	1.3322676295501878e-15	1.7763568394002505e-15
34273	1,-1,0,-2,1	1/24	1/256	1/16	17/16	7/8	7/8	0.099251142508628057	0.099249969736665056	0.99998818379382481	1.0000121651514537	1.0000121651514537	1.3322676295501878e-15	6.6613381477509392e-16
34305	1,-1,0,-2,1	1/24	1/512	1/16	17/16	7/8	7/8	0.099251142508723841	0.099249969736763755	0.99998818379385424	1.0000121651514262	1.0000121651514262	1.1102230246251565e-15	8.8817841970012523e-16
34337	1,-1,0,-2,1	1/24	1/1024	1/16	17/16	7/8	7/8	0.099251142508771845	0.099249969736813035	0.99998818379386711	1.000012165151412	1.000012165151412	1.5543122344752192e-15	8.8817841970012523e-16
34369	1,-1,0,-2,2	1/16	1/256	1/16	9/8	25/16	25/16	0.13497567242375774	0.13497492764633476	0.9999944821358574	1.0000067409077349	1.0000067409077349	6.6613381477509392e-16	7.7715611723760958e-16
34401	1,-1,0,-2,2	1/16	1/512	1/16	9/8	25/16	25/16	0.13497567242563477	0.13497492764824312	0.99999448213608966	1.0000067409075211	1.0000067409075211	1.1102230246251565e-15	6.6613381477509392e-16
34433	1,-1,0,-2,2	1/16	1/1024	1/16	9/8	25/16	25/16	0.1349756724265736	0.13497492764919716	0.99999448213620246	1.0000067409074105	1.0000067409074105	8.8817841970012523e-16	6.6613381477509392e-16
34465	1,-1,0,-2,2	1/24	1/256	1/16	9/8	25/16	25/16	0.1349756724271135	0.13497492764974442	0.99999448213625697	1.000006740907363	1.000006740907363	1.3322676295501878e-15	3.3306690738754696e-16
34497	1,-1,0,-2,2	1/24	1/512	1/16	9/8	25/16	25/16	0.13497567242731268	0.13497492764994773	0.99999448213628761	1.0000067409073337	1.0000067409073337	1.3322676295501878e-15	5.5511151231257827e-16
34529	1,-1,0,-2,2	1/24	1/1024	1/16	9/8	25/16	25/16	0.1349756724274124	0.13497492765004945	0.99999448213630238	1.0000067409073172	1.0000067409073172	8.8817841970012523e-16	5.5511151231257827e-16
34561	1,-1,0,-1,-2	1/16	1/256	1/16	9/8	43/32	43/32	0.11688243030879553	0.11688294496590225	1.0000044032033331	0.99999636995597951	1.0000044032033331	1.5543122344752192e-15	1.5543122344752192e-15
34593	1,-1,0,-1,-2	1/16	1/512	1/16	9/8	43/32	43/32	0.11688243030968166	0.11688294496677892	1.0000044032032522	0.99999636995606955	1.0000044032032522	1.4432899320127035e-15	1.6653345369377348e-15
34625	1,-1,0,-1,-2	1/16	1/1024	1/16	9/8	43/32	43/32	0.11688243031012474	0.11688294496721743	1.0000044032032132	0.99999636995611607	1.0000044032032132	4.4408920985006262e-16	2.2204460492503131e-16
34657	1,-1,0,-1,-2	1/24	1/256	1/16	9/8	43/32	43/32	0.11688243031035754	0.11688294496744815	1.0000044032031952	0.99999636995613483	1.0000044032031952	6.6613381477509392e-16	6.6613381477509392e-16
34689	1,-1,0,-1,-2	1/24	1/512	1/16	9/8	43/32	43/32	0.11688243031046269	0.11688294496755199	1.0000044032031841	0.99999636995614705	1.0000044032031841	1.3322676295501878e-15	1.1102230246251565e-15
34721	1,-1,0,-1,-2	1/24	1/1024	1/16	9/8	43/32	43/32	0.11688243031051533	0.11688294496760375	1.0000044032031765	0.9999963699561536	1.0000044032031765	1.5543122344752192e-15	8.8817841970012523e-16
34753	1,-1,0,-1,-1	1/16	1/256	1/16	17/16	11/16	11/16	0.075283944186448931	0.075285152232652544	1.0000160465317893	0.99998426301300636	1.0000160465317893	3.3306690738754696e-16	8.8817841970012523e-16
34785	1,-1,0,-1,-1	1/16	1/512	1/16	17/16	11/16	11/16	0.075283944187837987	0.075285152234015495	1.0000160465314423	0.99998426301336607	1.0000160465314423	6.6613381477509392e-16	6.6613381477509392e-16
34817	1,-1,0,-1,-1	1/16	1/1024	1/16	17/16	11/16	11/16	0.075283944188532445	0.075285152234696992	1.00001604653127	0.99998426301354693	1.00001604653127	1.5543122344752192e-15	1.9984014443252818e-15
34849	1,-1,0,-1,-1	1/24	1/256	1/16	17/16	11/16	11/16	0.075283944188852439	0.075285152235010547	1.0000160465311843	0.99998426301363119	1.0000160465311843	6.6613381477509392e-16	1.7763568394002505e-15
34881	1,-1,0,-1,-1	1/24	1/512	1/16	17/16	11/16	11/16	0.075283944189039734	0.0752851522351944	1.0000160465311385	0.99998426301367915	1.0000160465311385	3.3306690738754696e-16	1.7763568394002505e-15
34913	1,-1,0,-1,-1	1/24	1/1024	1/16	17/16	11/16	11/16	0.075283944189133353	0.075285152235286451	1.0000160465311176	0.99998426301370202	1.0000160465311176	5.5511151231257827e-16	1.5543122344752192e-15
34945	1,-1,0,-1,0	1/16	1/256	1/16	33/32	9/32	9/32	0.052724948332044136	0.052724948861499844	1.000000010041844	1.0000000100405635	1.000000010041844	3.3306690738754696e-16	2.2204460492503131e-16
34947	1,-1,0,-1,0	1/16	1/256	3/16	17/16	19/64	19/64	0.052724948332044136	0.052724953100437469	1.0000000904390329	1.0000000904351904	1.0000000904390329	6.6613381477509392e-16	8.8817841970012523e-16
34949	1,-1,0,-1,0	1/16	1/256	5/16	9/8	21/64	21/64	0.052724948332044136	0.052724961588814581	1.0000002514325925	1.0000002514261896	1.0000002514325925	1.1102230246251565e-15	4.4408920985006262e-16
34951	1,-1,0,-1,0	1/16	1/256	7/16	5/4	7/16	7/16	0.052724948332044136	0.052724974337513934	1.000000493228929	1.0000004932199633	1.000000493228929	1.2212453270876722e-15	1.2212453270876722e-15
34977	1,-1,0,-1,0	1/16	1/512	1/16	33/32	9/32	9/32	0.052724948327417719	0.052724948856856128	1.0000000100415161	1.000000010040877	1.0000000100415161	2.2204460492503131e-16	4.4408920985006262e-16
34979	1,-1,0,-1,0	1/16	1/512	3/16	17/16	19/64	19/64	0.052724948327417719	0.052724953095756727	1.0000000904380024	1.0000000904360831	1.0000000904380024	5.5511151231257827e-16	2.2204460492503131e-16
34981	1,-1,0,-1,0	1/16	1/512	5/16	9/8	21/64	21/64	0.052724948327417719	0.052724961584093621	1.0000002514307993	1.0000002514275979	1.0000002514307993	8.8817841970012523e-16	2.2204460492503131e-16
34983	1,-1,0,-1,0	1/16	1/512	7/16	5/4	7/16	7/16	0.052724948327417719	0.052724974332749357	1.0000004932263087	1.0000004932218267	1.0000004932263087	2.1094237467877974e-15	1.7763568394002505e-15
35009	1,-1,0,-1,0	1/16	1/1024	1/16	33/32	9/32	9/32	0.05272494832510452	0.052724948854534257	1.0000000100413515	1.0000000100410329	1.0000000100413515	2.2204460492503131e-16	2.2204460492503131e-16
35011	1,-1,0,-1,0	1/16	1/1024	3/16	17/16	19/64	19/64	0.05272494832510452	0.052724953093416335	1.0000000904374868	1.0000000904365276	1.0000000904374868	2.2204460492503131e-16	4.4408920985006262e-16
35013	1,-1,0,-1,0	1/16	1/1024	5/16	9/8	21/64	21/64	0.05272494832510452	0.052724961581733107	1.000000251429902	1.0000002514282995	1.000000251429902	2.2204460492503131e-16	6.6613381477509392e-16
35015	1,-1,0,-1,0	1/16	1/1024	7/16	5/4	7/16	7/16	0.05272494832510452	0.052724974330367158	1.000000493225	1.0000004932227586	1.000000493225	1.1102230246251565e-15	0
35041	1,-1,0,-1,0	1/24	1/256	1/16	33/32	9/32	9/32	0.052724948324032461	0.052724948853456646	1.0000000100412461	1.0000000100411339	1.0000000100412461	2.2204460492503131e-16	4.4408920985006262e-16
35043	1,-1,0,-1,0	1/24	1/256	3/16	17/16	19/64	19/64	0.052724948324032461	0.05272495309232697	1.0000000904371584	1.000000090436822	1.0000000904371584	5.5511151231257827e-16	4.4408920985006262e-16
35045	1,-1,0,-1,0	1/24	1/256	5/16	9/8	21/64	21/64	0.052724948324032461	0.052724961580631148	1.0000002514293349	1.0000002514287742	1.0000002514293349	3.3306690738754696e-16	2.2204460492503131e-16
35047	1,-1,0,-1,0	1/24	1/256	7/16	5/4	7/16	7/16	0.052724948324032461	0.052724974329251918	1.0000004932241811	1.0000004932233946	1.0000004932241811	5.5511151231257827e-16	3.3306690738754696e-16
35073	1,-1,0,-1,0	1/24	1/512	1/16	33/32	9/32	9/32	0.052724948323411867	0.052724948852834533	1.0000000100412174	1.0000000100411621	1.0000000100412174	2.2204460492503131e-16	4.4408920985006262e-16
35075	1,-1,0,-1,0	1/24	1/512	3/16	17/16	19/64	19/64	0.052724948323411867	0.052724953091701443	1.0000000904370649	1.0000000904368969	1.0000000904370649	8.8817841970012523e-16	4.4408920985006262e-16
35077	1,-1,0,-1,0	1/24	1/512	5/16	9/8	21/64	21/64	0.052724948323411867	0.052724961580001853	1.0000002514291697	1.0000002514288899	1.0000002514291697	2.2204460492503131e-16	6.6613381477509392e-16
35079	1,-1,0,-1,0	1/24	1/512	7/16	5/4	7/16	7/16	0.052724948323411867	0.05272497432861839	1.0000004932239357	1.0000004932235418	1.0000004932239357	2.2204460492503131e-16	3.3306690738754696e-16
35105	1,-1,0,-1,0	1/24	1/1024	1/16	33/32	9/32	9/32	0.05272494832310156	0.052724948852523511	1.0000000100412039	1.0000000100411754	1.0000000100412039	2.2204460492503131e-16	2.2204460492503131e-16
35107	1,-1,0,-1,0	1/24	1/1024	3/16	17/16	19/64	19/64	0.05272494832310156	0.052724953091388728	1.0000000904370192	1.0000000904369348	1.0000000904370192	5.5511151231257827e-16	6.6613381477509392e-16
35109	1,-1,0,-1,0	1/24	1/1024	5/16	9/8	21/64	21/64	0.05272494832310156	0.052724961579687216	1.0000002514290878	1.0000002514289479	1.0000002514290878	2.2204460492503131e-16	4.4408920985006262e-16
35111	1,-1,0,-1,0	1/24	1/1024	7/16	5/4	7/16	7/16	0.05272494832310156	0.052724974328301623	1.0000004932238131	1.0000004932236157	1.0000004932238131	2.2204460492503131e-16	2.2204460492503131e-16
35137	1,-1,0,-1,1	1/16	1/256	1/16	17/16	11/16	11/16	0.075283944184252979	0.075282759441812869	0.9999842630131438	1.000016046531645	1.000016046531645	6.6613381477509392e-16	2.2204460492503131e-15
35169	1,-1,0,-1,1	1/16	1/512	1/16	17/16	11/16	11/16	0.075283944186740004	0.075282759444321695	0.9999842630134339	1.0000160465313697	1.0000160465313697	5.5511151231257827e-16	1.5543122344752192e-15
35201	1,-1,0,-1,1	1/16	1/1024	1/16	17/16	11/16	11/16	0.075283944187983551	0.075282759445576247	0.99998426301358034	1.000016046531232	1.000016046531232	4.4408920985006262e-16	1.5543122344752192e-15
35233	1,-1,0,-1,1	1/24	1/256	1/16	17/16	11/16	11/16	0.0752839441886584	0.07528275944625594	0.99998426301364485	1.0000160465311729	1.0000160465311729	5.5511151231257827e-16	8.8817841970012523e-16
35265	1,-1,0,-1,1	1/24	1/512	1/16	17/16	11/16	11/16	0.075283944188942714	0.075282759446543362	0.99998426301368615	1.0000160465311336	1.0000160465311336	4.4408920985006262e-16	1.1102230246251565e-15
35297	1,-1,0,-1,1	1/24	1/1024	1/16	17/16	11/16	11/16	0.075283944189084878	0.075282759446686956	0.99998426301370524	1.0000160465311123	1.0000160465311123	2.2204460492503131e-16	6.6613381477509392e-16
35329	1,-1,0,-1,2	1/16	1/256	1/16	9/8	43/32	43/32	0.11688243030815895	0.11688200601978835	0.99999636995595076	1.0000044032033599	1.0000044032033599	1.4432899320127035e-15	6.6613381477509392e-16
35361	1,-1,0,-1,2	1/16	1/512	1/16	9/8	43/32	43/32	0.11688243030936343	0.116882006021005	0.9999963699560549	1.0000044032032664	1.0000044032032664	2.2204460492503131e-15	2.1094237467877974e-15
35393	1,-1,0,-1,2	1/16	1/1024	1/16	9/8	43/32	43/32	0.11688243030996573	0.11688200602161342	0.9999963699561073	1.0000044032032196	1.0000044032032196	1.6653345369377348e-15	1.9984014443252818e-15
35425	1,-1,0,-1,2	1/24	1/256	1/16	9/8	43/32	43/32	0.11688243031030111	0.11688200602195165	0.99999636995613161	1.0000044032031967	1.0000044032031967	9.9920072216264089e-16	1.1102230246251565e-15
35457	1,-1,0,-1,2	1/24	1/512	1/16	9/8	43/32	43/32	0.11688243031043451	0.11688200602208672	0.99999636995614605	1.0000044032031834	1.0000044032031834	8.8817841970012523e-16	1.2212453270876722e-15
35489	1,-1,0,-1,2	1/24	1/1024	1/16	9/8	43/32	43/32	0.11688243031050119	0.11688200602215423	0.99999636995615315	1.0000044032031783	1.0000044032031783	9.9920072216264089e-16	1.4432899320127035e-15
35521	1,-1,0,0,-2	1/16	1/256	1/16	17/16	29/32	29/32	0.10979305955815492	0.10979350164859238	1.0000040265790864	0.99999635953223409	1.0000040265790864	1.1102230246251565e-15	5.5511151231257827e-16
35553	1,-1,0,0,-2	1/16	1/512	1/16	17/16	29/32	29/32	0.10979305955856779	0.10979350164901314	1.0000040265791583	0.99999635953215782	1.0000040265791583	9.9920072216264089e-16	4.4408920985006262e-16
35585	1,-1,0,0,-2	1/16	1/1024	1/16	17/16	29/32	29/32	0.10979305955877403	0.10979350164922365	1.0000040265791972	0.99999635953212274	1.0000040265791972	7.7715611723760958e-16	0
35617	1,-1,0,0,-2	1/24	1/256	1/16	17/16	29/32	29/32	0.10979305955891806	0.1097935016493693	1.0000040265792118	0.99999635953210564	1.0000040265792118	9.9920072216264089e-16	4.4408920985006262e-16
35649	1,-1,0,0,-2	1/24	1/512	1/16	17/16	29/32	29/32	0.10979305955894925	0.10979350164940163	1.0000040265792225	0.99999635953209731	1.0000040265792225	1.1102230246251565e-15	5.5511151231257827e-16
35681	1,-1,0,0,-2	1/24	1/1024	1/16	17/16	29/32	29/32	0.1097930595589649	0.10979350164941785	1.0000040265792276	0.9999963595320901	1.0000040265792276	1.5543122344752192e-15	8.8817841970012523e-16
35713	1,-1,0,0,-1	1/16	1/256	1/16	33/32	29/64	29/64	0.064618892534868508	0.064620061097601614	1.0000180839176789	0.99998211583581442	1.0000180839176789	3.3306690738754696e-16	2.2204460492503131e-16
35715	1,-1,0,0,-1	1/16	1/256	3/16	5/4	57/64	57/64	0.064618892534868508	0.064622436968296296	1.0000548513490211	0.99994694602385814	1.0000548513490211	1.1102230246251565e-15	2.4424906541753444e-15
35745	1,-1,0,0,-1	1/16	1/512	1/16	33/32	29/64	29/64	0.064618892535883918	0.064620061098640894	1.0000180839180481	0.99998211583544383	1.0000180839180481	2.2204460492503131e-16	4.4408920985006262e-16
35747	1,-1,0,0,-1	1/16	1/512	3/16	5/4	57/64	57/64	0.064618892535883918	0.064622436969384606	1.0000548513501484	0.99994694602276235	1.0000548513501484	1.3322676295501878e-15	1.1102230246251565e-15
35777	1,-1,0,0,-1	1/16	1/1024	1/16	33/32	29/64	29/64	0.064618892536391512	0.064620061099160617	1.0000180839182355	0.99998211583526164	1.0000180839182355	2.2204460492503131e-16	4.4408920985006262e-16
35779	1,-1,0,0,-1	1/16	1/1024	3/16	5/4	57/64	57/64	0.064618892536391512	0.064622436969928615	1.0000548513507115	0.99994694602221668	1.0000548513507115	8.8817841970012523e-16	6.6613381477509392e-16
35809	1,-1,0,0,-1	1/24	1/256	1/16	33/32	29/64	29/64	0.064618892536690689	0.064620061099465179	1.0000180839183188	0.99998211583517582	1.0000180839183188	3.3306690738754696e-16	7.7715611723760958e-16
35811	1,-1,0,0,-1	1/24	1/256	3/16	5/4	57/64	57/64	0.064618892536690689	0.064622436970244265	1.0000548513509662	0.99994694602196688	1.0000548513509662	1.9984014443252818e-15	1.5543122344752192e-15
35841	1,-1,0,0,-1	1/24	1/512	1/16	33/32	29/64	29/64	0.064618892536794897	0.064620061099572787	1.0000180839183714	0.99998211583512664	1.0000180839183714	3.3306690738754696e-16	7.7715611723760958e-16
35843	1,-1,0,0,-1	1/24	1/512	3/16	5/4	57/64	57/64	0.064618892536794897	0.064622436970358549	1.000054851351122	0.99994694602181888	1.000054851351122	2.2204460492503131e-15	2.2204460492503131e-15
35873	1,-1,0,0,-1	1/24	1/1024	1/16	33/32	29/64	29/64	0.064618892536847203	0.064620061099626591	1.0000180839183948	0.99998211583509944	1.0000180839183948	3.3306690738754696e-16	6.6613381477509392e-16
35875	1,-1,0,0,-1	1/24	1/1024	3/16	5/4	57/64	57/64	0.064618892536847203	0.06462243697041567	1.0000548513511964	0.99994694602174283	1.0000548513511964	1.9984014443252818e-15	2.2204460492503131e-15
35905	1,-1,0,0,0	1/16	1/256	1/16	33/32	7/64	7/64	0.036429086134385683	0.036429086134388555	1.0000000000000788	0.99999999999992895	1.0000000000000788	0	0
35907	1,-1,0,0,0	1/16	1/256	3/16	33/32	7/64	7/64	0.036429086134385683	0.036429086134395154	1.00000000000026	0.9999999999998046	1.00000000000026	0	0
35909	1,-1,0,0,0	1/16	1/256	5/16	17/16	7/64	7/64	0.036429086134385683	0.036429086134402752	1.0000000000004685	0.99999999999971045	1.0000000000004685	0	4.4408920985006262e-16
